,Fp1,Fp2,F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,T7,C3,Cz,C4,T8,TP9,CP5,CP1,CP2,CP6,TP10,P7,P3,Pz,P4,P8,PO9,O1,Oz,O2,PO10
121989,177,-49,486,80,-76,108,-140,473,198,88,23,68,461,75,153,-126,-148,112,172,67,10,-11,57,164,292,81,33,48,435,94,29,-366
121990,149,-96,481,76,-100,93,-183,463,202,75,30,100,440,57,154,-420,-185,85,148,50,-30,-79,91,168,286,48,-69,209,491,83,0,-426
121991,112,-122,453,79,-107,60,-231,442,216,74,17,70,469,41,163,-348,-182,98,149,54,-26,-157,99,159,260,39,-49,224,473,73,-16,-450
121992,119,-121,439,86,-85,74,-218,455,223,84,22,69,456,57,162,-47,-99,70,139,35,5,-188,17,97,216,10,-39,-101,233,-74,-77,-436
121993,83,-130,426,74,-93,74,-186,431,201,73,17,57,410,37,140,69,-76,21,118,11,-16,-254,-80,43,177,-19,-62,-427,81,-153,-129,-451
121994,71,-154,439,54,-89,67,-206,416,191,84,-7,30,423,48,134,18,-137,10,106,12,-44,-255,-112,60,178,3,-16,-444,114,-119,-125,-470
121995,48,-190,435,43,-98,42,-241,395,179,70,-20,-56,438,41,115,-15,-120,24,115,30,-44,-232,-75,72,210,5,5,-244,190,-66,-109,-488
121996,35,-166,435,45,-102,42,-224,391,187,66,-18,-156,437,42,129,-16,-168,45,114,38,-20,-218,-33,91,234,18,40,-226,214,-47,-73,-425
121997,26,-148,444,53,-76,80,-212,406,207,88,4,-63,447,40,135,-64,-105,52,112,28,-9,-241,-51,93,213,26,37,-373,168,-77,-55,-393
121998,22,-178,412,26,-105,61,-222,362,185,78,-13,-8,409,44,147,-138,-175,10,100,11,0,-356,-92,69,205,30,47,-320,168,-65,-44,-414
121999,33,-199,402,13,-113,23,-281,349,187,56,-47,41,401,47,145,-258,-217,5,118,23,-1,-265,-66,94,232,52,105,-182,247,8,0,-391
122000,27,-214,403,9,-124,41,-267,368,184,67,-39,79,432,39,145,-307,-301,43,119,28,-31,-134,-5,114,239,38,54,-157,308,28,-1,-349
122001,63,-216,427,13,-121,49,-241,391,184,69,-17,113,459,50,137,-292,-218,87,138,41,-15,-108,34,135,252,48,39,-87,337,54,19,-330
122002,98,-162,479,45,-97,75,-184,443,218,90,4,159,499,84,163,-400,31,138,175,55,20,-76,89,178,273,82,60,-80,361,54,8,-296
122003,77,-154,491,35,-114,80,-165,463,198,84,24,151,490,91,164,-317,39,160,200,63,37,-120,95,193,280,80,86,-95,396,55,39,-310
122004,95,-125,472,42,-107,94,-161,446,208,94,54,163,513,111,196,3,-44,172,241,65,57,-146,124,233,327,109,131,-4,458,134,105,-257
122005,121,-126,476,48,-107,84,-165,445,213,83,28,159,532,107,176,141,-54,174,229,88,49,-153,138,253,325,130,117,43,466,157,123,-256
122006,143,-90,535,48,-88,90,-144,491,216,86,32,206,554,111,155,199,31,217,250,103,52,-77,142,261,351,129,178,10,440,135,131,-236
122007,148,-97,548,66,-90,83,-144,484,220,92,40,197,544,99,156,153,17,208,246,105,58,-43,141,242,349,129,242,-91,372,94,111,-245
122008,141,-102,555,61,-90,69,-136,489,209,94,44,213,542,92,149,118,-43,200,250,94,59,-56,146,232,341,124,270,-34,412,123,89,-266
122009,136,-100,555,81,-102,73,-132,516,214,96,46,229,563,115,162,79,37,225,279,103,64,-106,174,286,371,145,288,147,519,170,127,-240
122010,129,-121,571,81,-112,71,-142,520,225,80,36,230,575,119,154,37,67,243,286,115,45,-124,244,317,389,133,254,181,559,219,175,-229
122011,140,-144,574,85,-102,55,-142,542,231,85,26,228,570,125,145,10,-10,218,283,109,37,-144,219,284,383,125,198,-47,458,162,158,-199
122012,152,-144,578,96,-110,69,-147,549,230,74,15,238,559,130,142,-110,-54,199,274,124,39,-144,162,241,368,114,165,-192,332,83,103,-178
122013,100,-160,558,96,-131,62,-176,567,228,55,24,246,575,124,150,-139,-23,199,264,129,59,-175,188,263,380,116,206,4,479,153,166,-198
122014,77,-184,524,82,-127,46,-179,531,217,76,54,196,589,144,172,-36,10,200,264,137,109,-105,146,273,400,158,249,156,554,206,184,-192
122015,101,-179,547,77,-157,30,-201,517,225,69,32,186,566,141,145,-10,-4,204,255,114,115,-66,171,256,371,131,232,148,495,160,133,-248
122016,111,-152,574,96,-128,66,-176,524,235,71,33,190,566,132,150,6,0,201,252,124,99,-90,153,219,354,125,167,12,423,117,132,-248
122017,126,-153,562,99,-112,68,-186,515,216,65,9,176,546,133,151,-21,-70,137,223,112,88,-86,86,196,330,128,98,-180,315,70,98,-221
122018,105,-152,551,90,-128,50,-203,496,206,46,10,190,514,135,142,-103,-31,100,204,118,75,-189,56,154,323,116,103,-165,305,59,63,-249
122019,110,-155,528,85,-115,57,-204,478,210,60,5,166,495,124,139,-102,-14,81,219,118,26,-225,44,159,316,121,139,-66,359,87,89,-241
122020,98,-165,499,79,-124,56,-204,447,194,67,3,140,482,106,144,-52,-134,77,205,107,4,-162,48,165,339,124,159,-20,381,94,106,-269
122021,75,-160,497,57,-111,37,-220,488,189,58,0,175,504,82,132,-49,-136,105,195,125,23,-84,43,143,325,137,151,-70,354,75,92,-276
122022,102,-141,480,71,-104,41,-200,485,207,50,8,159,486,69,110,-186,-21,82,165,96,9,-142,59,140,285,94,114,-80,322,43,68,-263
122023,133,-126,486,96,-104,61,-201,496,211,55,8,156,481,60,127,-210,20,90,164,82,20,-295,96,143,286,106,131,53,373,64,70,-279
122024,132,-128,486,91,-92,57,-196,521,222,61,10,164,506,74,148,-53,52,120,179,97,27,-300,132,156,290,112,117,116,413,95,82,-311
122025,95,-162,431,60,-127,38,-240,494,203,52,-7,124,488,65,113,6,11,90,180,82,-1,-188,88,142,278,80,79,47,383,68,58,-333
122026,108,-158,482,73,-110,63,-209,461,200,68,4,122,469,85,132,11,39,74,169,80,6,-65,43,108,270,80,127,-198,244,-6,8,-332
122027,121,-164,486,48,-119,57,-186,431,192,52,15,120,460,63,128,6,34,56,140,63,13,-82,15,84,255,93,110,-275,191,-60,3,-356
122028,93,-170,468,44,-131,49,-192,455,198,70,19,153,506,77,142,-42,-1,115,166,82,28,-67,93,143,282,108,153,-48,319,41,68,-298
122029,64,-192,480,24,-160,33,-236,469,187,53,1,176,509,85,122,-119,-12,139,174,86,1,-141,175,174,314,115,112,91,410,104,86,-309
122030,77,-201,498,37,-129,19,-240,487,216,59,-9,201,511,81,108,-117,39,177,203,109,7,-180,257,238,357,147,128,256,537,202,148,-284
122031,62,-177,495,27,-126,38,-233,482,193,66,3,188,510,83,111,-315,52,167,206,115,30,-149,221,234,354,170,199,231,489,190,162,-281
122032,46,-160,465,19,-136,35,-220,442,177,66,13,118,478,92,145,-267,-15,107,174,89,53,-170,99,161,316,155,231,21,368,95,96,-338
122033,81,-146,500,47,-102,60,-179,449,198,100,42,133,473,103,162,38,44,113,175,110,71,-196,101,184,324,156,220,-90,376,98,109,-263
122034,48,-182,472,18,-136,41,-195,426,174,75,26,108,453,75,135,64,-25,84,153,91,27,-152,75,158,298,148,143,-173,375,84,91,-277
122035,47,-191,481,-3,-153,28,-199,409,167,37,23,126,451,65,139,-79,-76,76,142,86,2,-126,92,139,295,122,92,-100,387,67,70,-313
122036,81,-137,505,8,-124,36,-196,450,177,47,12,152,479,72,143,-287,-6,114,171,100,27,-80,156,157,290,131,157,-41,362,84,99,-247
122037,100,-132,486,9,-129,28,-169,466,159,43,1,149,467,56,139,-287,22,122,154,75,30,-85,160,142,288,109,137,-25,338,69,90,-241
