,Fp1,Fp2,F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,T7,C3,Cz,C4,T8,TP9,CP5,CP1,CP2,CP6,TP10,P7,P3,Pz,P4,P8,PO9,O1,Oz,O2,PO10
100431,139,30,489,271,398,393,-358,116,-52,-84,-104,-87,286,-94,-40,4,33,209,178,266,-109,70,132,522,274,347,242,112,174,72,248,31
100432,112,21,477,275,386,379,-387,83,-43,-96,-89,-106,261,-94,-46,-320,38,182,178,273,-130,13,87,492,263,319,216,23,140,33,236,16
100433,104,12,488,286,400,384,-364,95,-36,-105,-74,-112,252,-82,-48,-282,-1,160,187,260,-147,19,62,488,250,333,257,-121,58,0,206,9
100434,112,10,461,280,394,375,-383,100,-50,-107,-107,-100,272,-83,-60,-68,-72,168,176,240,-147,-15,81,506,256,320,269,-105,97,17,198,-50
100435,99,10,446,261,395,376,-375,94,-45,-110,-112,-111,275,-84,-67,71,-83,181,174,249,-143,-52,86,500,258,313,217,-127,98,10,235,-56
100436,93,17,461,254,384,372,-376,94,-43,-102,-119,-108,280,-64,-74,72,-52,193,187,263,-146,-103,72,520,243,294,148,-155,98,7,197,-19
100437,78,-2,466,253,382,348,-405,103,-41,-123,-148,-72,274,-55,-63,61,-49,200,201,274,-181,-140,105,529,265,289,94,-105,137,21,170,-66
100438,64,-10,471,264,393,335,-428,108,-41,-109,-164,-80,276,-76,-64,37,-18,223,192,261,-180,-107,120,507,255,281,83,-68,149,16,178,-65
100439,75,-7,469,262,405,347,-423,95,-43,-104,-144,-84,278,-67,-65,-15,12,221,204,266,-153,-69,127,518,272,279,106,-1,183,29,211,-62
100440,65,-18,442,258,381,317,-441,99,-34,-125,-166,-118,280,-77,-92,-46,23,207,181,242,-171,-100,118,506,255,277,96,27,182,1,195,-87
100441,47,-26,452,245,367,295,-479,92,-50,-127,-177,-289,282,-100,-93,-36,19,190,171,228,-202,-160,100,487,248,243,81,-39,120,-34,142,-121
100442,25,-33,433,265,380,306,-475,104,-54,-119,-168,-288,270,-88,-102,-43,45,203,177,236,-242,-199,83,494,252,254,65,-53,117,-35,123,-119
100443,-9,-71,393,266,366,310,-516,94,-44,-112,-188,-171,279,-76,-106,-57,29,215,204,234,-251,-193,95,515,260,275,94,-50,155,17,170,-75
100444,-5,-113,404,238,356,294,-553,69,-59,-112,-184,-76,270,-76,-115,-62,19,212,193,218,-233,-279,116,499,259,279,100,-27,145,24,193,-54
100445,25,-90,439,249,390,315,-533,98,-31,-90,-171,-19,286,-63,-93,-56,-5,199,215,252,-204,-250,115,495,261,284,108,-17,109,-8,185,-68
100446,7,-88,421,241,398,309,-553,89,-29,-96,-167,-24,283,-58,-93,-70,0,200,198,232,-216,-88,86,484,238,277,122,-29,73,-55,163,-62
100447,-10,-129,403,231,363,274,-561,66,-51,-125,-196,-71,255,-81,-127,-119,26,193,175,217,-226,-43,94,481,236,266,100,-3,105,-52,173,-51
100448,-4,-117,401,236,365,291,-573,82,-51,-128,-201,-65,266,-82,-131,-224,67,213,195,204,-224,-92,121,514,250,273,141,67,137,-26,177,-49
100449,-8,-79,408,236,377,309,-560,74,-33,-114,-197,-67,280,-69,-106,-376,81,228,204,219,-212,-66,150,530,251,285,191,116,145,15,209,-28
100450,-14,-90,401,248,377,288,-546,83,-25,-117,-179,-61,269,-74,-111,-456,59,221,196,221,-205,-145,164,516,233,290,210,146,149,14,220,-3
100451,-33,-122,403,238,377,291,-540,69,-38,-122,-165,-78,279,-91,-86,-330,54,194,185,226,-159,-361,143,492,224,309,236,85,114,20,242,36
100452,-18,-124,405,212,371,301,-533,56,-43,-105,-164,-71,272,-76,-69,-206,14,191,188,240,-125,-361,109,505,231,327,253,-67,84,16,231,79
100453,-7,-111,384,228,371,276,-521,74,-32,-112,-174,-43,267,-69,-64,-19,38,197,209,258,-107,19,123,510,241,338,247,-62,94,22,260,75
100454,-21,-116,357,199,352,264,-525,56,-32,-129,-192,-83,256,-62,-99,121,24,182,196,257,-99,179,117,500,251,347,225,23,136,31,273,34
100455,-13,-117,371,205,326,274,-514,68,-36,-119,-185,-89,249,-50,-91,87,-6,196,197,278,-97,134,131,528,272,370,242,63,163,78,287,12
100456,-23,-139,392,178,297,267,-524,59,-40,-137,-193,-86,240,-67,-55,31,-56,207,202,270,-107,14,139,516,271,383,268,89,155,78,279,9
100457,-10,-129,386,188,325,282,-479,66,-27,-124,-168,-83,249,-48,-57,60,-108,193,211,278,-77,-19,93,495,264,401,279,-51,93,53,299,64
100458,-21,-148,411,193,340,249,-476,63,-25,-134,-187,-62,242,-34,-60,50,-52,193,194,278,-76,67,95,509,250,385,257,-74,77,65,291,60
100459,-30,-157,406,173,328,230,-499,47,-50,-147,-210,-47,238,-42,-73,75,-54,185,186,268,-64,75,71,482,238,363,256,-108,96,57,280,26
100460,-27,-133,407,164,283,211,-509,42,-57,-163,-224,-60,220,-60,-102,59,-2,168,175,273,-87,-23,48,471,238,343,251,-200,81,65,277,12
100461,-18,-141,397,176,282,223,-512,56,-42,-171,-224,-56,230,-59,-117,-4,34,186,201,282,-79,-27,93,491,272,355,238,-128,109,85,275,5
