,Fp1,Fp2,F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,T7,C3,Cz,C4,T8,TP9,CP5,CP1,CP2,CP6,TP10,P7,P3,Pz,P4,P8,PO9,O1,Oz,O2,PO10
142036,-259,-130,367,-14,176,348,8,139,33,-140,-104,-144,40,-13,70,-130,-148,-127,34,126,-6,199,42,114,234,322,164,-251,-71,-117,66,-50
142037,-239,-116,372,7,176,370,1,138,32,-112,-98,-170,58,6,98,-100,-110,-98,68,142,5,261,75,138,250,347,221,-148,-7,-54,119,34
142038,-243,-111,370,6,193,396,26,134,43,-103,-76,-178,46,4,111,-86,-72,-105,49,147,22,248,111,122,244,352,261,-101,18,-84,87,-33
142039,-235,-132,329,-21,175,375,-6,94,10,-122,-102,-199,17,-33,86,-118,-133,-131,3,114,-12,215,67,70,213,313,221,-113,-23,-137,31,-74
142040,-228,-115,373,-14,176,379,18,105,26,-104,-88,-198,27,-18,99,-134,-157,-127,-1,113,-2,93,75,94,205,323,219,-127,-40,-131,23,-57
142041,-215,-94,402,0,190,402,22,136,37,-103,-60,-164,32,-12,110,-113,-121,-121,19,136,9,113,75,121,203,324,243,-204,-76,-134,51,24
142042,-198,-101,424,-9,187,392,9,148,26,-119,-92,-148,38,-17,94,-140,-64,-115,43,108,8,206,109,122,210,319,221,-146,-66,-133,48,9
142043,-204,-88,435,-10,171,383,44,153,38,-122,-81,-168,58,-35,95,-170,-30,-127,47,107,2,288,132,109,198,324,231,-100,-38,-144,52,21
142044,-190,-57,414,17,188,383,39,167,45,-117,-51,-153,73,-21,114,-202,-67,-89,45,101,10,278,132,118,193,296,230,-84,-14,-88,57,38
142045,-200,-73,405,7,183,378,28,190,31,-128,-62,-148,50,-17,108,-228,-94,-83,41,107,-9,221,137,119,177,304,188,-84,-10,-87,62,23
142046,-193,-73,423,9,179,395,35,189,31,-120,-42,-118,67,-30,127,-184,-61,-83,32,126,3,148,160,127,174,307,194,-70,11,-107,55,13
142047,-214,-90,419,3,190,408,60,182,19,-123,-23,-120,54,-10,132,-140,-132,-105,23,114,10,119,152,121,162,284,170,-70,4,-135,24,-7
142048,-198,-95,455,-1,194,421,65,183,31,-105,-37,-115,63,7,133,-182,-141,-99,37,118,-3,171,163,129,163,287,157,-42,-8,-145,2,0
142049,-180,-47,476,16,193,431,91,203,49,-100,-27,-109,72,-3,120,-321,-117,-75,57,116,-15,218,170,132,169,289,168,-56,1,-147,13,25
142050,-220,-57,475,23,196,399,61,204,20,-104,-23,-106,66,-4,108,-502,-64,-68,27,105,-20,240,175,151,180,300,159,23,84,-77,50,17
142051,-217,-62,447,1,171,399,52,172,13,-107,-18,-248,58,1,138,-411,-57,-76,21,117,5,227,181,186,214,317,161,90,105,-41,67,19
142052,-181,-77,443,7,188,397,51,163,29,-120,-7,-377,51,-27,147,-295,-93,-83,11,122,19,169,141,165,217,313,168,-117,-14,-118,62,43
