,Fp1,Fp2,F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,T7,C3,Cz,C4,T8,TP9,CP5,CP1,CP2,CP6,TP10,P7,P3,Pz,P4,P8,PO9,O1,Oz,O2,PO10
47421,333,234,522,109,-101,644,233,462,-78,-50,385,41,33,-9,217,312,349,216,59,94,199,36,285,36,288,194,350,144,31,247,165,194
47422,321,229,582,68,-130,622,293,407,-69,-75,379,42,84,-20,160,295,345,241,73,78,147,83,288,59,316,184,387,121,36,249,170,225
47423,272,195,525,73,-127,602,303,334,-49,-84,310,7,143,-7,163,228,320,263,95,71,137,88,290,60,326,193,380,85,30,251,188,219
47424,212,163,419,49,-130,617,234,341,-55,-65,311,-65,160,-11,247,167,307,267,94,100,138,46,324,52,324,207,358,59,-9,239,181,200
47425,213,184,379,7,-128,654,286,465,-59,-53,375,-14,131,12,246,134,356,288,109,103,210,55,279,82,360,215,413,93,14,286,189,230
47426,235,206,409,4,-134,624,291,466,-90,-60,372,71,79,-2,133,92,411,294,111,97,228,105,297,98,356,224,437,128,43,270,172,255
47427,273,182,484,27,-137,631,221,420,-78,-49,316,10,118,-9,180,166,327,296,128,90,186,35,309,102,358,222,417,113,41,273,179,260
47428,247,182,485,17,-127,666,267,409,-82,-53,342,52,123,8,213,308,328,268,116,96,174,74,314,104,357,214,464,37,3,207,105,148
47429,249,203,431,40,-116,686,286,411,-75,-6,367,24,125,22,316,176,278,252,96,127,335,104,265,65,349,237,474,47,-47,160,122,156
47430,241,208,436,48,-129,675,281,367,-95,-60,356,-37,103,-4,246,206,275,262,86,83,316,132,257,61,306,233,432,86,-44,204,172,278
47431,218,219,419,43,-120,649,306,391,-87,-91,348,-74,109,-30,120,327,310,236,80,34,118,156,235,40,284,169,434,98,-37,199,148,267
47432,187,202,417,29,-112,632,276,478,-64,-46,367,-34,121,-26,192,365,288,227,67,52,154,144,226,47,311,184,459,86,-18,219,171,285
47433,192,175,480,25,-126,629,239,338,-120,-73,340,-63,56,-31,191,310,289,179,54,29,218,108,247,37,309,193,449,84,9,227,176,249
47434,215,180,461,6,-118,617,221,277,-123,-51,326,-31,40,-19,171,268,264,198,68,39,199,107,250,73,295,182,463,69,17,224,178,252
47435,240,179,416,-2,-123,636,241,314,-125,-26,387,-94,56,-20,180,264,245,204,75,41,245,78,230,77,305,197,476,26,-5,204,161,212
47436,243,185,445,42,-123,617,258,378,-97,-56,302,-117,108,10,174,177,207,227,94,60,312,30,268,98,320,238,498,58,36,232,181,225
47437,259,195,417,34,-119,621,270,384,-89,-62,291,-108,108,2,210,213,190,209,88,55,240,36,239,78,300,220,485,63,44,245,165,166
47438,271,226,437,11,-105,624,253,253,-94,-50,295,-122,95,3,244,281,201,163,85,38,129,90,214,65,282,164,358,42,43,265,151,170
47439,239,195,364,26,-103,606,213,260,-73,-54,269,-230,207,-6,265,194,184,177,95,49,193,40,160,75,281,184,356,1,34,251,138,175
47440,270,217,317,50,-104,621,239,479,-90,-64,344,-112,86,-20,202,266,214,237,88,57,214,104,175,84,294,212,421,-28,18,224,155,191
47441,278,212,403,58,-98,629,263,479,-124,-54,331,-7,-26,-6,259,260,261,226,84,97,237,129,182,102,321,229,455,4,49,251,163,216
47442,249,181,404,73,-124,616,213,409,-88,-57,266,-140,92,2,287,253,212,211,104,100,270,52,159,95,322,238,413,-2,46,270,159,189
47443,279,226,469,42,-104,653,267,325,-82,-52,248,-102,78,11,180,313,230,232,134,101,280,121,207,128,370,258,458,23,84,284,192,226
47444,257,175,446,41,-126,641,188,304,-104,-36,449,-137,67,-11,261,271,165,185,109,104,258,91,141,89,336,234,445,26,48,230,164,171
47445,284,165,467,81,-108,622,259,402,-58,-75,507,-91,187,4,200,261,190,244,156,107,284,142,210,150,352,272,468,86,130,317,215,226
47446,288,184,459,91,-98,631,256,463,-58,-74,362,-85,240,7,179,230,222,307,178,106,278,123,236,195,372,289,469,92,145,346,258,237
47447,270,186,455,78,-109,633,202,332,-58,-56,296,-75,246,0,229,179,205,332,196,112,276,36,258,231,400,300,431,132,197,364,262,196
47448,265,164,487,83,-117,622,139,305,-31,-55,232,-35,290,7,310,210,184,283,214,113,246,11,285,217,410,303,449,185,244,373,243,182
47449,250,195,472,97,-107,592,171,439,-37,-53,195,72,246,28,289,284,304,400,216,114,189,50,308,251,413,245,406,130,190,325,204,143
47450,285,221,497,99,-98,625,210,386,-54,-82,446,41,197,-2,113,195,344,441,230,96,201,30,314,298,381,241,372,36,143,284,201,205
47451,319,171,559,127,-107,583,125,289,-16,-92,279,-117,289,-30,267,23,191,151,160,61,203,-52,144,135,314,186,283,-17,20,178,91,109
47452,342,201,528,147,-96,573,162,522,2,-81,256,-16,330,-21,205,119,241,235,171,44,184,-28,167,111,329,189,304,10,43,229,98,108
