,Fp1,Fp2,F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,T7,C3,Cz,C4,T8,TP9,CP5,CP1,CP2,CP6,TP10,P7,P3,Pz,P4,P8,PO9,O1,Oz,O2,PO10
125847,217,426,447,61,7,224,-48,392,117,53,230,41,385,14,76,215,-79,-123,1,14,61,-305,13,-21,124,44,93,85,299,-27,-155,-138
125848,211,425,436,42,-5,226,-29,363,106,66,241,2,359,16,69,213,-9,-163,-23,3,53,-240,-32,-51,114,33,50,-220,160,-93,-182,-188
125849,227,432,405,43,6,210,-31,342,104,61,242,-36,352,0,68,124,-51,-196,-18,-4,48,-282,-93,-73,106,16,39,-430,102,-119,-177,-169
125850,214,418,404,40,3,194,-46,355,100,29,228,-24,375,4,78,89,-72,-162,-10,1,42,-284,-76,-46,110,21,36,-314,185,-69,-161,-167
125851,233,438,418,44,10,188,-30,377,97,33,220,-11,401,7,71,62,-31,-118,3,3,29,-247,-13,7,132,31,41,-104,323,-7,-129,-206
125852,190,401,409,40,-5,204,-34,366,108,28,226,-27,395,-4,56,58,-15,-130,19,9,29,-289,4,11,132,5,10,22,370,3,-154,-203
125853,194,406,392,46,4,212,-15,371,107,20,233,-15,387,-17,50,65,19,-125,9,-5,0,-283,13,-8,119,-6,18,32,337,-43,-178,-190
125854,215,425,394,64,0,209,-26,399,110,34,202,-7,392,4,54,63,30,-106,18,-5,3,-278,77,20,140,12,59,125,396,8,-130,-163
125855,238,419,406,60,0,201,-33,388,110,22,212,13,385,-6,41,78,0,-119,20,-17,33,-307,49,-3,110,-18,69,-2,316,-44,-161,-183
125856,232,440,421,65,14,217,-26,393,118,47,221,19,394,-3,43,86,53,-86,20,-10,47,-276,94,3,115,4,120,67,354,-44,-150,-179
125857,251,440,455,59,14,217,-16,387,113,44,215,46,403,6,48,76,97,-67,16,-17,54,-269,101,5,109,-2,137,63,329,-47,-154,-176
125858,262,420,430,52,8,209,-28,357,114,26,212,7,368,-21,28,74,-42,-118,-27,-37,36,-272,25,-42,79,-31,122,-234,151,-147,-234,-207
125859,246,406,404,53,17,192,-46,373,92,26,192,-41,359,-33,16,48,-94,-141,-47,-64,24,-246,3,-98,56,-62,70,-416,40,-205,-272,-195
125860,237,421,430,70,21,198,-47,409,115,47,201,-116,380,-4,15,28,-95,-88,-18,-47,23,-231,48,-94,66,-57,65,-343,102,-175,-233,-156
125861,235,421,453,87,6,196,-60,433,138,40,198,-95,394,-1,11,-3,-103,-71,2,-45,4,-276,97,-54,71,-44,65,-261,138,-153,-205,-146
125862,250,429,466,96,31,212,-26,431,143,53,209,-11,409,16,27,-17,-17,-83,4,-25,12,-330,98,-49,72,-21,108,-257,134,-134,-190,-141
125863,238,437,438,92,25,217,-18,421,137,30,203,40,384,9,6,-182,36,-104,-13,-39,49,-359,74,-73,56,-34,92,-172,173,-143,-200,-153
125864,246,414,417,74,10,199,-13,413,109,12,192,76,391,-15,9,-277,13,-113,-17,-64,63,-294,93,-74,60,-27,115,-168,166,-143,-195,-168
125865,263,425,435,77,6,212,4,416,109,24,227,88,377,-11,34,-212,-69,-109,-3,-46,88,-214,105,-55,74,-1,134,-154,167,-129,-169,-225
125866,255,444,460,83,20,227,18,420,113,59,249,84,379,24,71,-163,-36,-82,26,8,138,-164,145,-20,134,72,191,-81,241,-64,-119,-183
125867,265,445,462,75,13,232,33,420,118,46,276,69,400,13,87,-68,28,-74,3,20,141,-198,155,4,146,85,209,-64,241,-49,-118,-145
125868,261,415,469,74,18,234,39,431,113,31,267,79,395,-5,68,161,95,-63,12,6,110,-277,189,17,137,75,181,-3,291,-34,-107,-130
125869,291,446,483,95,15,245,41,434,112,45,273,104,424,2,67,226,136,-34,33,13,99,-236,226,35,151,82,187,113,380,19,-60,-81
125870,283,434,477,96,36,245,8,442,125,51,253,111,430,13,55,171,113,-36,24,7,83,-184,254,59,179,69,184,211,418,17,-61,-72
125871,290,426,456,87,27,238,0,425,140,43,245,89,422,20,56,147,100,-31,25,10,76,-179,275,75,162,79,198,209,430,22,-54,-81
125872,263,422,422,75,7,212,-22,397,108,14,207,51,399,-1,38,54,101,-61,13,-5,81,-245,239,66,131,87,229,114,402,14,-45,-56
125873,269,448,434,99,30,218,15,414,145,47,253,62,407,29,84,47,78,-53,28,10,156,-236,210,74,180,147,334,-37,357,37,-4,-13
125874,281,439,439,88,15,208,42,388,131,30,267,40,385,-3,77,74,94,-69,13,23,169,-184,166,53,168,134,342,-121,323,15,-18,-90
125875,272,444,462,85,12,203,-4,421,130,30,262,72,417,2,107,159,152,-34,37,49,189,-47,254,95,192,174,300,59,426,95,17,-12
125876,285,458,480,102,11,229,35,433,140,37,297,103,436,20,143,210,149,-14,56,74,219,-25,327,123,245,220,307,191,536,172,50,72
125877,312,466,493,117,21,246,51,451,133,46,318,111,433,33,146,137,160,16,78,110,231,-49,365,142,258,248,333,302,630,249,120,34
125878,306,468,503,107,17,239,48,447,118,45,303,115,421,29,145,-4,201,17,66,93,211,-59,348,147,254,239,344,281,582,225,146,12
125879,297,457,479,91,-1,218,6,431,127,50,281,89,398,4,116,-46,152,-21,27,82,194,-102,293,101,236,220,311,144,520,180,114,-22
125880,286,435,469,95,14,227,12,435,126,60,290,78,408,14,132,49,98,-43,30,89,240,-119,232,64,228,236,330,-30,406,134,75,8
125881,267,419,472,95,-1,207,1,420,116,61,309,62,401,23,124,141,109,-24,46,99,246,-225,257,64,212,224,314,-83,392,126,46,-26
125882,293,437,474,92,0,222,2,419,118,47,289,52,386,24,123,206,44,-38,5,97,238,-164,267,46,186,199,294,-24,424,116,31,-70
125883,279,424,487,100,6,218,-4,422,125,53,279,65,395,29,144,198,57,-49,19,91,228,-106,213,43,185,201,325,54,433,115,54,-69
125884,265,428,484,93,14,209,-5,427,118,66,290,69,404,19,138,159,49,-40,24,93,225,-173,182,68,211,210,290,239,489,149,57,-101
125885,267,399,479,89,-12,207,-14,431,89,55,273,78,400,14,117,158,84,-46,21,104,209,-223,237,75,205,190,238,339,516,161,20,-166
125886,288,426,490,107,3,222,-13,443,100,63,278,80,393,2,124,126,-12,-64,12,75,193,-231,156,63,211,168,154,40,406,89,-55,-203
125887,298,426,505,97,5,223,6,461,113,45,292,99,383,0,106,-12,-61,-88,9,37,159,-157,65,15,185,127,105,-161,334,34,-79,-194
125888,272,415,490,61,-7,217,6,437,100,28,269,70,354,-12,71,-329,-67,-110,-26,12,98,-192,14,-33,130,68,51,-271,212,-55,-148,-207
125889,244,396,463,68,-16,212,-21,427,92,39,269,88,354,-3,81,-422,-108,-102,-22,17,96,-302,23,-38,124,56,81,-254,198,-80,-160,-235
125890,257,391,468,74,0,190,-6,457,104,42,254,115,387,15,54,-85,-66,-83,-4,8,84,-303,75,-10,132,48,106,-164,248,-64,-152,-262
125891,280,401,518,115,17,199,17,470,123,50,236,129,403,20,51,260,75,-64,9,25,96,-216,84,-4,139,36,97,-148,225,-76,-180,-244
125892,253,399,497,96,0,214,-4,448,119,52,251,116,412,26,62,311,137,-56,26,50,119,-158,128,24,181,82,125,-8,310,-27,-140,-193
125893,268,417,506,108,12,209,19,474,128,51,250,134,418,32,65,288,84,-43,43,65,122,-105,165,55,207,80,109,105,407,14,-125,-221
125894,278,415,497,93,16,210,52,496,119,54,265,162,434,26,94,265,153,1,62,54,150,-101,218,95,216,87,100,184,448,41,-77,-202
125895,282,408,527,89,-10,198,48,500,110,41,265,184,414,12,65,207,67,-4,34,18,123,-176,207,73,197,53,70,95,343,-25,-147,-247
125896,283,424,522,98,-12,205,38,511,104,41,266,198,450,15,59,193,95,15,32,26,135,-261,197,88,189,70,98,14,338,-26,-134,-206
