,Fp1,Fp2,F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,T7,C3,Cz,C4,T8,TP9,CP5,CP1,CP2,CP6,TP10,P7,P3,Pz,P4,P8,PO9,O1,Oz,O2,PO10
246182,318,290,335,79,-59,134,122,391,98,-26,24,45,300,-151,161,97,134,-54,29,85,64,349,160,68,82,236,409,-17,3,14,-79,41
246183,267,160,319,44,-62,224,56,377,41,-41,23,1,283,-170,134,80,93,-87,-5,75,27,310,148,44,56,204,377,16,2,-4,-71,46
246184,255,162,284,20,-51,244,40,361,60,-42,48,0,272,-157,134,58,150,-94,3,67,30,333,131,50,74,215,404,-42,19,17,-29,142
246185,282,233,275,33,-62,289,19,365,67,-71,98,13,264,-177,106,13,174,-75,-6,31,8,298,127,30,42,150,332,-85,-14,-29,-149,41
246186,275,280,238,61,-55,402,-61,415,79,-36,133,9,303,-168,125,52,192,-41,15,36,33,233,161,57,69,172,326,15,37,15,-136,-3
246187,316,346,261,127,-55,354,-32,464,75,-47,145,26,328,-169,124,71,225,-14,21,43,23,284,189,77,76,182,334,42,43,8,-133,-49
246188,330,330,211,109,-51,355,-67,482,73,-41,252,53,309,-182,150,48,215,-55,0,31,4,313,241,94,60,182,336,97,61,25,-98,-21
246189,289,247,197,57,-44,215,42,541,88,-47,224,30,295,-188,132,73,171,-91,-9,40,40,322,203,54,42,180,359,-50,-28,-36,-109,6
246190,326,269,370,82,-55,113,132,511,98,-60,12,16,321,-186,106,108,140,-54,-9,18,25,418,177,45,44,157,350,-144,-69,-49,-148,-68
246191,355,284,446,47,-50,168,16,393,100,-60,27,45,336,-190,87,84,217,0,9,10,-13,350,201,72,48,124,260,-19,-37,-68,-205,-208
246192,316,254,363,49,-63,137,30,343,98,-57,-26,84,310,-155,96,99,261,-16,47,30,-4,269,218,92,76,150,269,25,18,-17,-152,-123
246193,369,267,385,114,-71,121,41,322,89,-94,-25,125,302,-156,85,47,257,-21,20,40,-20,244,241,99,69,137,251,91,41,19,-129,-98
246194,366,361,387,72,-53,197,129,328,90,-59,17,147,314,-142,110,22,301,-11,43,53,10,247,256,125,96,156,262,117,56,37,-111,-61
246195,287,331,384,88,-56,210,118,333,118,-44,92,153,320,-138,131,153,241,-16,58,70,38,291,243,120,110,194,310,37,41,46,-78,62
246196,282,309,385,68,-53,77,49,326,97,-46,103,157,333,-141,122,171,232,26,56,75,44,505,262,137,133,224,357,96,102,111,-5,193
246197,355,417,407,87,-23,117,27,351,100,-52,130,177,340,-158,114,33,241,21,60,61,17,414,273,122,118,195,312,124,84,87,-48,114
246198,429,478,434,88,-15,229,-5,390,101,-61,136,171,324,-170,144,103,299,-3,31,52,35,388,209,90,85,192,338,2,-34,6,-98,128
246199,469,397,432,50,-6,336,-12,421,102,-27,112,211,328,-168,142,175,320,15,44,65,42,373,221,97,93,184,311,81,10,26,-120,-75
246200,418,286,407,23,-39,330,51,332,80,-36,109,212,305,-171,136,132,219,-31,40,75,30,322,217,96,99,196,272,71,23,36,-95,-108
246201,407,190,424,23,-48,350,89,355,64,-38,103,97,288,-153,157,126,138,-52,28,69,33,292,168,75,94,213,278,18,-15,5,-91,-52
246202,406,172,445,60,-40,326,130,395,76,-15,115,33,296,-128,183,119,225,-37,36,86,55,291,161,113,100,199,241,2,-2,11,-126,-185
246203,399,281,389,48,-29,263,105,397,86,-22,146,34,327,-139,179,84,216,-43,52,99,57,252,115,95,106,210,221,-99,-26,6,-141,-162
246204,446,382,359,42,-34,302,79,406,80,-12,186,90,313,-142,187,124,205,-42,44,115,69,253,145,89,136,210,272,-43,-39,-28,-135,-84
246205,444,423,372,38,-34,302,61,396,102,-20,174,86,299,-135,176,117,218,-61,44,117,52,287,164,104,140,210,282,33,-3,-9,-103,-32
246206,404,370,378,63,-28,308,120,457,102,-28,93,91,306,-139,177,123,205,-60,53,114,56,314,142,103,140,223,276,-103,-25,4,-102,-29
246207,338,311,342,40,-42,366,180,521,116,-23,113,94,343,-128,173,112,213,-31,60,121,65,311,158,133,144,249,293,-81,4,45,-73,-35
246208,312,341,378,140,-35,262,108,431,99,-17,110,66,313,-129,200,115,141,-52,56,114,66,320,163,137,163,286,344,6,51,87,-20,37
246209,348,359,396,199,-26,155,92,462,111,-9,102,4,314,-131,209,126,130,-64,48,140,89,349,138,120,159,278,356,12,62,81,-36,-3
246210,362,343,351,157,-46,233,95,440,110,-6,151,-53,326,-139,209,129,189,-56,45,137,60,319,79,90,117,245,320,-93,-2,23,-74,-86
246211,435,324,366,147,-25,261,79,422,108,-6,101,-24,333,-130,203,133,190,-69,38,124,54,355,76,85,135,237,301,-88,-23,3,-110,-108
246212,459,388,392,166,-11,45,69,478,124,-7,115,77,309,-130,206,101,155,-89,51,131,68,338,158,100,156,251,325,28,14,32,-80,-57
246213,428,405,268,139,-40,102,107,505,104,-37,103,98,282,-152,175,82,149,-79,44,115,54,292,171,98,165,279,364,127,81,92,-24,8
246214,390,408,320,120,-11,311,149,565,129,-17,136,129,324,-108,202,136,233,-40,63,138,88,413,195,133,184,313,390,111,110,125,-8,53
246215,353,411,218,79,-40,323,134,494,101,-31,120,104,297,-120,186,141,248,-33,47,123,95,405,206,127,165,298,393,106,102,101,1,33
246216,369,448,312,86,-17,293,120,432,99,-10,211,93,304,-121,193,131,210,-27,63,136,89,317,223,145,183,303,411,145,136,142,15,-38
246217,359,480,430,105,-3,396,62,401,114,12,297,54,317,-112,212,0,128,-45,64,159,57,274,164,145,181,285,390,-31,59,94,-15,-20
246218,321,395,397,91,-10,383,-63,364,95,13,258,25,292,-129,251,-33,187,-77,35,146,76,316,122,105,154,268,338,-133,-7,38,-47,-28
246219,362,255,402,47,-35,248,-35,332,83,2,98,9,274,-140,213,50,187,-104,27,126,44,309,57,88,111,235,287,-218,-59,-47,-120,-162
246220,349,272,380,71,-33,153,38,307,105,8,102,6,292,-130,203,117,138,-76,40,111,36,278,121,117,137,251,309,-63,41,27,-75,-105
