,Fp1,Fp2,F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,T7,C3,Cz,C4,T8,TP9,CP5,CP1,CP2,CP6,TP10,P7,P3,Pz,P4,P8,PO9,O1,Oz,O2,PO10
68671,556,34,-9,321,-60,370,177,560,21,-201,251,-58,1353,96,35,154,-93,57,348,103,155,200,297,651,282,-138,336,33,291,419,-58,97
68672,592,76,29,331,-78,345,185,591,6,-217,249,-22,1343,86,33,196,-161,48,332,88,162,295,267,638,288,-142,354,-24,247,390,-64,106
68673,545,36,52,279,-70,295,99,579,-33,-285,202,-11,1268,29,-27,113,-96,13,280,39,118,324,269,584,253,-178,337,23,237,397,-84,165
68674,481,-107,17,178,-66,201,-50,469,-146,-408,56,-89,1166,-103,-137,-33,-133,-81,161,-60,-13,116,212,472,140,-308,182,-39,132,250,-197,138
68675,386,-172,-62,109,-57,57,-143,362,-258,-508,-22,-175,1088,-194,-239,-121,-270,-171,80,-169,-106,-81,115,395,53,-382,134,-125,62,175,-244,105
68676,349,-170,-122,54,-59,73,-153,339,-298,-522,-9,-193,1049,-233,-225,-86,-295,-190,30,-208,-122,-31,109,367,23,-426,89,-88,45,134,-346,-170
68677,428,-107,-73,85,-62,172,-65,345,-272,-483,59,-178,1085,-215,-167,12,-253,-153,28,-184,-89,87,136,358,34,-423,69,-96,45,96,-456,-316
68678,517,5,-50,138,-72,231,29,370,-208,-434,130,-193,1119,-154,-115,92,-185,-126,92,-88,3,111,157,403,92,-371,160,-114,94,163,-329,-163
68679,594,128,-9,220,-67,308,140,422,-145,-312,211,-107,1172,-91,-55,130,-131,-90,152,-27,79,122,182,437,157,-293,232,-165,110,214,-248,-63
68680,624,173,18,290,-69,390,189,468,-91,-256,257,-52,1214,-30,12,127,-120,-32,178,-10,115,245,228,503,190,-234,299,-88,166,262,-200,27
68681,649,255,62,315,-86,425,227,486,-49,-243,270,-14,1232,-2,31,101,-83,0,212,-1,111,343,290,552,205,-207,344,20,210,334,-138,60
68682,769,275,137,335,-94,439,254,519,-62,-257,285,-37,1222,-31,-8,117,-108,-7,181,-30,92,408,262,500,198,-249,345,-18,184,341,-127,101
68683,800,223,121,270,-70,386,192,473,-118,-330,240,-140,1165,-100,-84,95,-112,-89,123,-100,43,292,163,416,117,-318,266,-124,75,211,-248,-38
68684,627,82,-38,117,-74,223,36,328,-223,-463,122,-282,1018,-221,-218,6,-251,-227,-13,-208,-90,135,28,278,-13,-432,137,-232,-32,106,-330,-145
68685,497,-29,-173,6,-58,140,-37,192,-308,-558,6,-371,936,-307,-303,-82,-405,-335,-101,-291,-195,14,-39,193,-109,-520,39,-288,-83,38,-421,-205
68686,431,-42,-198,-11,-36,126,-83,174,-351,-561,-32,-408,927,-319,-343,-78,-415,-353,-105,-329,-206,-18,-83,177,-128,-533,41,-321,-91,34,-423,-211
68687,508,5,-115,63,-54,152,-84,278,-293,-515,15,-348,1004,-264,-325,-66,-377,-283,-49,-283,-162,9,-38,234,-83,-508,78,-314,-79,71,-359,-232
68688,580,56,-11,146,-62,228,-49,377,-222,-448,55,-235,1097,-198,-237,-74,-253,-173,37,-212,-89,78,74,338,5,-430,146,-218,21,161,-300,-157
68689,615,72,88,226,-75,292,5,477,-128,-381,129,-126,1190,-121,-115,-38,-174,-77,116,-107,13,194,176,445,106,-321,255,-64,160,273,-186,-10
