,Fp1,Fp2,F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,T7,C3,Cz,C4,T8,TP9,CP5,CP1,CP2,CP6,TP10,P7,P3,Pz,P4,P8,PO9,O1,Oz,O2,PO10
118839,748,-185,1015,411,74,465,373,524,-9,108,346,165,358,457,363,-64,69,73,162,-26,107,356,415,202,206,257,396,111,275,211,226,306
118840,773,-161,1000,438,75,497,490,508,3,106,319,114,326,458,318,-31,38,42,140,-20,108,373,375,169,189,222,381,168,229,103,107,183
118841,841,-138,972,411,81,479,546,483,3,84,364,71,341,444,267,-123,0,84,142,-56,77,404,408,177,184,173,300,77,221,11,-55,-115
118842,852,-154,947,402,98,460,483,478,-5,79,255,11,376,447,317,-250,6,166,181,-9,138,324,444,234,223,230,330,113,275,128,78,84
118843,864,-155,1031,405,91,466,475,505,-10,99,240,55,381,479,305,23,35,122,194,-4,100,267,416,223,225,243,303,39,231,88,53,70
118844,790,-206,989,386,82,462,450,444,-44,73,385,137,307,450,219,197,30,-5,125,-53,-83,297,373,137,201,168,242,-3,131,-32,-71,-68
118845,649,-207,919,382,67,489,494,481,-70,80,282,114,303,445,236,60,18,-127,124,-33,0,333,343,133,231,207,322,50,181,36,49,199
118846,673,-189,868,374,101,538,523,428,-53,98,302,-216,283,480,301,-283,-5,-82,140,20,123,298,369,155,266,261,356,91,231,100,67,190
118847,765,-185,848,342,96,513,473,424,-29,86,309,143,297,463,310,-92,1,-38,134,32,156,255,390,154,270,238,296,131,213,27,-74,-165
118848,779,-201,909,334,85,499,484,434,-44,83,306,222,310,460,282,322,24,-36,143,25,128,228,385,168,272,226,239,179,205,14,-84,-442
118849,792,-204,920,331,64,516,510,374,-39,96,337,41,283,480,295,74,20,-34,171,63,124,245,342,163,310,261,268,83,191,34,-23,-248
118850,766,-243,908,311,73,504,485,330,-55,103,344,6,246,485,289,182,-75,-73,158,81,129,268,272,145,301,268,281,-63,128,-15,-49,-184
118851,766,-237,932,307,54,504,468,359,-58,105,364,35,277,489,279,470,-62,-36,185,68,-86,317,378,184,341,262,315,-44,232,92,44,-17
118852,762,-243,910,300,44,511,463,382,-57,120,359,71,287,493,291,239,-69,-3,219,77,28,314,478,228,377,329,375,-58,277,159,127,226
118853,753,-265,866,296,48,498,459,403,-90,120,350,42,275,485,305,109,-84,-92,194,78,98,270,294,160,353,345,402,-4,209,136,137,231
118854,777,-237,889,297,35,509,492,368,-85,114,378,-80,252,484,312,-114,-82,-169,152,77,93,200,234,126,345,295,324,9,179,73,58,-54
118855,760,-230,881,343,50,531,544,408,-50,127,420,0,278,505,308,-237,-73,-123,168,65,93,244,296,142,340,259,270,11,151,-6,-75,-388
118856,778,-192,873,334,60,543,555,386,-50,126,478,22,305,525,319,111,-48,-53,199,73,40,300,388,168,352,269,287,21,137,0,-50,-235
118857,793,-234,911,318,43,547,550,374,-60,127,433,26,285,509,302,89,-28,-35,201,68,1,279,451,189,364,262,290,15,183,43,19,-81
118858,800,-236,897,330,62,571,545,396,-35,113,378,-31,308,531,301,59,-54,-7,220,80,61,337,471,214,367,305,353,45,212,84,57,-2
118859,785,-186,842,340,74,595,533,216,-23,136,383,-139,356,516,298,155,-69,-4,229,96,77,348,404,215,385,312,383,89,230,116,116,62
118860,669,-199,798,323,56,552,512,-60,-14,148,404,-201,429,523,298,52,-58,-17,245,76,103,302,273,213,372,303,380,46,203,88,104,1
118861,625,-328,717,290,50,550,457,196,-40,137,319,-106,374,524,311,-107,-90,-49,255,82,127,242,227,211,369,319,395,-8,210,88,84,36
118862,625,-390,722,260,54,548,373,701,-82,155,326,110,182,523,346,63,-57,-29,243,89,93,304,303,231,392,309,415,31,268,126,132,146
118863,680,-267,831,246,35,537,403,435,-68,138,307,0,192,512,314,267,-20,-50,230,66,25,362,300,200,381,294,370,106,244,145,145,272
118864,760,-131,912,298,40,522,527,374,-55,94,319,70,263,497,222,77,-13,-16,229,38,38,353,311,196,354,288,410,93,220,117,118,220
118865,846,-56,1028,328,69,512,545,439,-43,101,323,183,313,492,262,-164,13,56,233,41,74,392,414,209,331,264,382,97,196,55,30,-67
118866,847,-49,1084,351,83,544,554,508,-17,130,341,175,323,505,315,-116,111,33,241,43,130,401,458,222,323,258,351,106,181,21,-36,-204
118867,753,-97,1037,352,92,526,545,506,-7,111,451,176,325,504,236,58,135,35,262,40,59,447,433,241,328,283,401,155,254,120,98,88
118868,719,-118,1015,361,76,517,609,485,-1,104,414,181,355,509,220,-366,122,68,260,28,61,445,402,258,344,262,358,155,281,135,100,73
118869,655,-168,999,371,72,515,587,473,5,133,369,115,367,520,248,-39,148,93,283,24,113,481,419,280,352,292,368,235,316,165,141,102
118870,581,-215,1017,347,69,493,547,439,-10,99,334,-128,344,490,186,358,184,48,258,15,-37,415,443,293,332,257,345,269,323,153,128,201
