,Fp1,Fp2,F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,T7,C3,Cz,C4,T8,TP9,CP5,CP1,CP2,CP6,TP10,P7,P3,Pz,P4,P8,PO9,O1,Oz,O2,PO10
31849,-341,-415,293,-1166,96,889,-132,454,21,-91,240,264,408,199,-1191,564,443,132,59,152,44,391,516,144,466,186,449,-49,411,222,220,-18
31850,-369,-407,256,-1168,111,906,-70,436,15,-81,280,324,412,199,-1179,579,484,183,76,154,69,404,541,154,476,194,445,-39,424,238,191,0
31851,-321,-342,323,-1127,134,906,-34,479,42,-85,292,362,423,193,-1164,603,488,185,85,168,102,433,547,152,480,197,453,-15,441,253,221,30
31852,-210,-229,402,-1121,147,950,58,508,34,-75,336,344,438,199,-1168,628,464,156,47,154,98,438,520,120,479,187,451,-35,410,227,219,22
31853,-151,-177,434,-1090,141,967,46,515,24,-89,340,328,433,190,-1198,507,430,137,27,125,57,397,502,93,424,146,397,-110,326,174,143,-25
31854,-81,-120,507,-1043,166,980,62,545,47,-62,343,331,426,185,-1189,426,410,132,53,130,14,395,490,93,418,128,394,-146,306,150,143,-35
31855,-90,-101,451,-1070,160,980,50,502,17,-80,326,245,402,171,-1179,445,355,89,23,107,9,364,363,68,402,142,426,-160,324,138,161,28
31856,-100,-97,438,-1078,165,995,27,467,20,-73,342,185,402,177,-1177,484,356,86,7,115,43,290,356,61,414,143,395,-159,304,135,117,-96
31857,-106,-132,384,-1087,163,973,18,480,20,-63,337,191,413,184,-1185,442,322,80,2,131,41,273,362,59,405,132,343,-196,296,131,106,-160
31858,-95,-99,397,-1098,177,999,37,479,21,-66,352,187,398,182,-1171,419,300,60,15,148,50,314,387,52,394,130,339,-180,311,162,170,-56
31859,-38,-4,421,-1082,170,1030,124,448,6,-64,374,203,359,159,-1185,464,304,30,0,112,35,360,337,22,371,108,367,-191,298,144,151,-37
31860,64,74,494,-1065,196,1047,191,464,2,-70,414,235,354,153,-1197,497,303,14,-33,102,14,351,299,-6,336,81,330,-189,259,101,83,-112
31861,133,128,527,-1045,225,1070,183,465,9,-72,402,245,352,136,-1225,369,282,12,-34,96,9,339,324,-22,333,58,285,-215,240,67,38,-141
31862,174,124,531,-1028,216,1042,127,469,-4,-99,353,219,335,131,-1224,336,257,-10,-68,67,-18,265,302,-23,341,49,275,-264,228,56,78,-106
31863,163,101,495,-1031,215,1046,114,463,3,-88,340,218,334,132,-1193,439,247,7,-73,81,-31,219,315,-4,346,50,279,-248,229,81,70,-86
31864,142,129,500,-1034,219,1064,140,478,16,-51,392,242,369,151,-1155,436,255,48,-35,103,10,262,346,12,355,66,305,-181,271,112,122,-119
31865,128,143,481,-1044,212,1055,172,468,3,-69,400,252,352,118,-1186,346,276,23,-55,101,39,288,327,5,327,67,271,-203,268,104,117,-206
31866,137,142,486,-1035,205,1050,104,468,-3,-105,346,229,341,107,-1200,253,270,18,-63,65,3,227,334,-15,326,64,257,-237,239,72,60,-215
31867,200,156,555,-1007,225,1050,56,519,17,-90,359,232,375,109,-1191,189,298,29,-33,70,-38,210,369,-8,336,49,265,-221,254,81,81,-182
31868,245,214,535,-1019,239,1059,80,506,3,-93,378,189,358,112,-1216,215,285,24,-45,37,-59,164,362,-7,286,21,235,-240,218,43,71,-189
31869,263,242,509,-1021,247,1043,96,475,0,-91,335,126,347,96,-1247,417,305,15,-85,25,-76,192,380,-23,270,10,242,-250,217,57,25,-169
31870,208,210,476,-1001,239,1025,113,497,-10,-119,314,-7,337,92,-1253,512,283,-5,-59,29,-70,237,372,-18,282,0,284,-249,222,56,29,-147
31871,167,214,456,-1013,220,1033,86,442,15,-124,253,110,320,97,-1268,517,269,-13,-81,14,-89,246,317,-18,287,-28,272,-237,211,17,1,-175
31872,175,184,448,-1023,208,1019,60,437,3,-129,245,50,310,75,-1279,461,234,-45,-117,5,-112,226,271,-46,277,-14,265,-292,185,26,-35,-149
31873,186,193,435,-1002,234,1018,76,461,2,-125,260,-6,303,76,-1290,393,219,-43,-108,4,-109,175,288,-57,270,-1,258,-298,185,29,7,-153
31874,158,198,406,-1019,225,1032,61,440,8,-113,264,143,311,71,-1313,386,208,-39,-117,0,-109,130,271,-73,256,-28,209,-284,174,-7,-34,-269
31875,154,179,418,-1004,229,1044,64,475,17,-90,279,153,332,86,-1285,412,237,-29,-95,18,-85,108,284,-25,287,8,235,-246,208,59,21,-215
31876,129,154,401,-1043,219,1052,95,448,6,-75,312,169,313,105,-1252,369,266,-28,-86,62,-46,167,307,-25,302,45,305,-227,243,97,87,-139
31877,151,141,415,-1033,229,1068,105,449,-6,-109,278,184,316,90,-1229,352,293,-23,-81,43,-67,168,303,-18,281,14,270,-223,253,74,71,-158
31878,167,193,400,-1013,235,1087,131,459,1,-111,309,180,334,81,-1236,366,284,-12,-102,34,-82,196,329,-15,286,-2,246,-194,262,100,105,-142
31879,165,207,410,-1039,229,1059,121,444,-4,-124,312,183,311,53,-1242,283,260,-25,-115,15,-98,138,340,-35,252,-24,240,-180,243,87,93,-125
31880,198,247,440,-1030,255,1068,135,453,-10,-108,315,210,303,66,-1229,305,281,-3,-105,29,-101,158,338,-33,245,-14,292,-194,259,94,126,-85
31881,175,224,448,-1015,237,1043,73,464,-6,-110,287,200,303,62,-1206,382,279,-16,-113,28,-79,189,342,-37,249,-12,312,-185,277,120,166,-65
31882,168,176,444,-1036,230,1035,56,449,-8,-100,276,199,316,83,-1215,434,266,-15,-83,35,-73,210,364,-19,276,-14,337,-161,277,128,115,-98
31883,170,193,419,-1015,248,1044,36,444,1,-101,297,218,317,86,-1216,413,237,-9,-82,40,-71,220,385,-16,282,1,315,-141,272,133,99,-130
31884,124,157,388,-1012,234,1030,32,443,-12,-122,287,205,308,78,-1228,376,227,-20,-89,25,-54,186,368,-15,276,-10,273,-182,267,115,131,-149
31885,127,144,360,-1044,202,1019,-22,414,-25,-132,283,92,278,68,-1270,313,197,-53,-102,4,-91,177,323,-50,277,-17,236,-167,268,114,115,-73
31886,99,94,371,-1070,193,987,-52,395,-10,-150,259,19,280,70,-1282,214,173,-66,-120,-15,-150,135,296,-69,228,-51,183,-199,216,19,-6,-135
31887,105,72,374,-1075,199,969,-66,412,3,-134,247,44,286,68,-1289,104,119,-79,-126,-12,-148,86,291,-80,227,-48,146,-245,199,-8,-50,-179
31888,124,93,344,-1052,207,983,-20,400,-15,-124,256,102,279,97,-1270,-47,124,-61,-91,9,-126,108,310,-55,256,-18,184,-253,211,50,31,-116
31889,131,115,328,-1092,222,995,3,365,-14,-123,253,81,271,90,-1261,-84,155,-84,-116,-17,-151,97,259,-83,238,-39,166,-345,157,20,12,-178
31890,130,154,372,-1087,229,1006,15,384,-8,-123,267,86,269,77,-1275,160,165,-81,-125,-11,-171,73,292,-117,208,-80,104,-386,107,-50,-34,-334
31891,141,171,349,-1095,226,1035,0,377,-22,-105,269,109,261,84,-1247,389,175,-63,-139,-4,-146,79,338,-91,183,-69,107,-391,109,-49,-39,-332
31892,155,196,376,-1091,232,1064,1,378,-34,-88,295,89,248,77,-1242,469,130,-83,-121,15,-119,137,251,-110,213,-43,141,-381,100,-41,-48,-259
31893,178,229,387,-1074,245,1089,74,411,-15,-82,308,102,275,84,-1251,540,162,-90,-88,36,-85,212,243,-70,267,6,209,-327,150,23,29,-201
31894,186,229,426,-1039,272,1080,122,440,12,-65,337,132,315,110,-1216,541,172,-52,-57,70,-31,243,274,-43,299,42,259,-341,168,47,77,-167
31895,186,197,452,-1039,239,1049,114,446,-3,-89,299,150,331,101,-1230,495,201,-36,-71,49,-47,206,290,-52,272,34,237,-342,125,-54,-2,-233
31896,164,165,419,-1062,204,1005,84,441,-27,-118,279,135,315,86,-1248,440,171,-33,-75,18,-95,190,254,-78,253,-5,185,-357,97,-78,-66,-345
31897,169,191,440,-1053,244,1017,109,467,-14,-94,281,149,336,100,-1236,391,187,-20,-75,43,-58,183,278,-44,308,3,245,-337,139,15,30,-214
31898,219,215,465,-1033,240,1023,133,480,-14,-111,304,154,327,101,-1240,322,207,-44,-58,50,-70,171,289,-30,294,1,239,-306,173,39,26,-195
31899,180,190,441,-1031,195,992,78,473,-24,-117,285,178,316,86,-1263,268,198,-36,-76,42,-73,187,295,-48,291,4,233,-296,188,26,56,-191
31900,175,179,471,-1000,203,1009,88,467,-8,-89,290,203,347,104,-1188,326,238,-12,-57,72,-33,235,322,-26,303,54,269,-248,210,83,91,-114
31901,153,143,451,-1010,228,990,66,468,0,-88,286,172,343,124,-1177,223,250,-18,-62,69,-53,189,335,-15,301,28,280,-254,231,100,80,-148
31902,138,142,408,-1035,220,980,68,463,4,-93,296,86,340,114,-1202,177,222,-15,-72,44,-90,171,310,-38,288,5,249,-291,183,25,63,-182
31903,154,147,404,-1029,206,996,99,438,-6,-95,331,67,341,120,-1193,291,207,-11,-57,61,-95,177,304,-39,301,3,232,-295,183,35,30,-207
31904,149,159,410,-1024,216,991,75,460,1,-101,317,89,350,122,-1225,407,222,-8,-69,44,-101,185,352,-8,282,-27,210,-304,169,37,12,-240
31905,145,142,415,-1038,192,957,46,444,-7,-107,301,121,334,116,-1232,439,253,-15,-79,55,-56,262,364,-23,290,-11,229,-241,187,33,11,-195
31906,132,116,398,-1061,176,949,25,429,-22,-106,291,130,308,118,-1219,436,256,-33,-78,54,-29,272,320,-36,284,17,257,-226,213,43,10,-178
31907,127,135,372,-1072,184,969,31,405,-25,-88,303,144,301,125,-1198,447,256,-39,-84,66,-26,270,339,-19,309,17,276,-209,244,79,42,-127
31908,131,129,373,-1071,188,986,66,397,-29,-107,312,156,310,111,-1233,430,232,-37,-105,56,-48,238,335,-21,307,6,233,-222,217,73,87,-173
31909,137,110,375,-1099,198,973,48,392,-41,-105,270,134,277,111,-1242,398,214,-34,-109,45,-52,189,333,-27,304,1,242,-232,214,63,60,-191
31910,152,140,371,-1091,200,991,72,397,-29,-87,324,141,285,129,-1220,310,208,-49,-90,59,-44,188,324,-14,317,28,261,-277,209,73,89,-137
