,Fp1,Fp2,F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,T7,C3,Cz,C4,T8,TP9,CP5,CP1,CP2,CP6,TP10,P7,P3,Pz,P4,P8,PO9,O1,Oz,O2,PO10
48134,-273,318,185,81,265,447,242,315,125,104,350,-139,377,34,227,-40,63,26,91,243,15,284,199,271,150,339,347,-230,311,147,39,84
48135,-254,322,221,108,282,460,242,282,137,123,375,-83,345,55,230,-72,41,4,90,233,32,248,170,270,156,341,320,-329,250,108,4,85
48136,-237,337,286,88,269,456,212,250,120,114,339,4,294,55,200,1,73,0,76,227,11,274,207,274,144,340,309,-249,305,148,42,111
48137,-226,342,273,93,287,458,221,237,146,120,335,-12,311,47,221,91,100,14,87,235,25,298,245,293,166,353,331,-208,331,192,71,160
48138,-214,341,267,108,282,470,231,297,146,113,345,-21,336,49,191,80,144,33,89,240,45,296,214,276,161,344,339,-327,253,146,26,131
48139,-236,322,301,110,277,445,199,290,119,99,261,-32,319,44,196,21,99,10,65,219,23,279,161,249,140,339,318,-418,209,108,0,115
48140,-266,284,247,115,269,432,135,291,111,93,186,-29,324,40,258,-53,94,9,90,247,41,171,186,266,156,360,309,-318,250,107,16,127
48141,-248,269,223,125,273,457,113,372,115,112,285,-22,323,48,325,-47,93,28,110,269,108,81,224,292,175,380,338,-214,306,155,31,119
48142,-198,324,339,158,272,452,196,464,129,93,347,28,364,48,156,35,113,53,113,228,47,275,250,316,182,381,360,-254,303,184,43,120
48143,-172,385,372,141,285,476,287,341,126,89,396,27,359,56,69,2,102,45,138,240,-18,415,260,327,191,392,403,-250,335,221,88,143
48144,-157,357,330,181,292,460,181,405,151,104,309,32,360,75,189,-232,105,57,141,268,5,354,291,341,218,422,444,-219,382,252,142,141
48145,-172,334,366,220,283,449,202,620,164,94,322,-7,363,67,192,-236,77,34,133,261,15,312,250,318,198,419,417,-267,316,219,106,147
48146,-135,390,399,96,265,469,296,216,117,107,367,-34,294,43,206,-62,147,4,113,268,55,372,239,310,211,425,400,-318,281,192,93,147
48147,-169,410,455,98,282,473,292,144,117,111,347,-4,293,59,227,75,192,8,117,290,79,409,263,310,239,460,433,-214,334,218,133,190
48148,-166,412,349,120,298,484,251,252,112,115,341,1,312,54,247,129,172,0,112,280,83,351,285,335,253,442,416,-135,385,270,158,189
48149,-133,400,404,124,309,466,184,203,106,120,323,-18,300,75,221,120,187,-9,122,288,96,383,288,353,242,454,427,-102,438,308,175,224
48150,-103,390,404,126,295,457,215,209,96,115,339,-13,292,58,210,93,164,20,109,274,73,407,307,352,235,459,426,-59,439,294,176,219
48151,-99,388,405,151,309,490,254,283,114,125,356,7,321,46,239,75,199,28,124,282,62,382,296,337,248,446,426,-161,370,271,160,228
48152,-134,377,388,142,296,473,260,282,100,124,360,-6,309,32,226,58,231,0,126,257,59,373,274,328,230,430,433,-278,312,228,122,274
48153,-151,398,350,118,287,483,328,264,106,119,421,-20,302,48,221,-79,217,0,100,238,37,347,281,336,219,412,414,-220,347,227,153,241
48154,-153,371,358,130,258,462,238,312,101,98,349,-40,303,30,200,-175,149,-20,91,237,14,324,268,314,189,379,388,-266,293,188,127,218
