,Fp1,Fp2,F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,T7,C3,Cz,C4,T8,TP9,CP5,CP1,CP2,CP6,TP10,P7,P3,Pz,P4,P8,PO9,O1,Oz,O2,PO10
79579,60,99,570,177,-184,567,-58,435,62,40,97,346,345,-57,291,145,317,-48,97,228,-19,196,435,310,286,348,543,196,394,297,200,362
79580,55,131,568,263,-181,416,-32,561,56,54,125,278,350,-59,307,154,207,-85,93,232,-24,193,376,263,268,315,541,23,281,222,154,345
79581,70,129,582,319,-194,297,-92,530,60,24,133,160,340,-71,292,212,196,-54,95,218,-13,194,360,241,254,302,535,-24,276,202,144,330
79582,109,174,594,306,-171,341,-106,435,81,36,131,227,353,-45,279,277,281,-1,114,242,-11,184,433,292,287,335,515,109,354,265,178,345
79583,69,104,542,331,-194,316,-127,407,80,28,122,277,349,-64,285,186,198,-19,114,216,-30,210,474,301,280,326,507,172,380,300,208,358
79584,24,107,583,304,-189,248,-92,463,96,16,121,251,349,-57,294,146,105,-36,96,183,-40,166,431,281,263,308,518,50,331,256,203,374
79585,25,167,513,185,-196,372,-56,519,75,13,98,194,361,-53,276,96,161,-16,92,193,-59,93,386,290,275,307,519,70,339,257,182,408
79586,24,157,480,194,-189,450,-63,483,77,25,84,168,359,-70,293,144,211,-29,89,189,-55,112,357,287,257,319,522,57,336,253,182,443
79587,17,108,492,318,-177,486,-58,431,76,58,164,217,341,-58,336,186,327,-29,79,213,-33,151,422,274,252,303,523,50,320,229,158,382
79588,-26,114,554,336,-191,467,-67,366,74,49,135,262,356,-52,325,142,380,20,101,219,-43,128,484,322,280,315,508,226,399,286,210,372
79589,-7,129,524,273,-197,460,-103,404,51,46,130,259,355,-71,305,103,304,6,111,196,-68,233,415,304,262,322,474,163,384,303,213,374
79590,35,101,510,253,-187,335,-56,423,79,45,107,189,344,-76,282,132,210,-35,80,206,-46,158,333,267,222,292,448,-43,307,208,124,326
79591,34,0,538,237,-184,251,-52,426,91,24,69,204,346,-77,266,121,273,-34,81,181,-78,22,403,261,223,262,431,61,338,207,119,281
79592,0,-19,486,182,-213,344,-55,476,82,20,84,185,328,-87,271,112,215,-65,75,191,-93,143,403,259,225,279,454,97,325,238,179,302
