,Fp1,Fp2,F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,T7,C3,Cz,C4,T8,TP9,CP5,CP1,CP2,CP6,TP10,P7,P3,Pz,P4,P8,PO9,O1,Oz,O2,PO10
121118,-87,278,401,178,-171,376,294,305,139,89,286,157,366,-18,352,356,248,162,102,262,190,465,453,250,401,618,564,-236,217,175,111,415
121119,-77,241,452,170,-178,450,85,301,129,130,408,280,390,-38,402,418,183,204,111,268,334,390,447,259,412,675,654,-283,188,201,175,568
121120,-57,176,591,197,-158,568,66,300,116,119,418,349,416,-17,384,487,199,228,143,259,278,418,503,313,444,681,660,-88,291,272,274,692
121121,-60,143,449,139,-157,722,124,294,112,124,531,348,407,-21,392,423,319,221,131,266,286,371,491,273,408,611,563,-132,211,79,-1,124
121122,-71,93,392,186,-188,589,27,381,123,114,423,353,419,-21,386,314,315,247,122,254,296,329,509,272,370,573,507,-89,223,70,-109,-248
121123,-72,203,356,188,-184,331,24,388,153,103,150,285,444,-7,387,474,253,263,146,275,332,457,493,271,395,630,565,-89,255,129,-10,18
121124,-82,239,486,109,-155,291,50,553,175,116,355,316,475,2,397,477,301,262,175,285,261,453,522,302,423,650,540,-12,294,202,119,309
121125,-64,235,572,112,-147,432,172,661,170,96,279,329,480,15,372,423,301,241,184,278,298,412,575,338,459,683,619,85,365,267,196,337
121126,-65,244,467,304,-188,519,147,685,186,66,190,385,500,15,365,379,386,249,179,283,318,384,623,345,459,678,580,48,350,224,95,144
121127,-116,250,306,296,-208,552,108,458,179,89,297,396,478,31,395,361,382,273,186,311,368,483,667,370,469,693,634,71,382,279,150,232
121128,-36,215,454,293,-190,528,-37,455,165,90,235,333,521,37,382,325,274,296,218,317,391,699,563,365,477,738,760,116,449,362,286,509
121129,-8,174,590,212,-169,554,-180,666,194,99,255,245,543,12,388,235,252,304,208,295,366,396,523,352,456,713,717,150,463,350,265,486
121130,0,238,638,112,-173,495,-66,455,169,117,382,273,499,8,446,295,249,291,162,309,398,389,570,339,442,704,706,135,464,385,266,596
121131,-2,252,612,130,-167,391,423,280,141,118,400,295,477,4,446,515,263,296,167,328,415,535,594,356,473,744,754,156,500,477,433,880
121132,-26,195,553,111,-148,459,200,231,140,121,515,329,509,-16,431,461,334,326,186,333,444,440,610,361,462,750,782,160,428,383,363,908
121133,10,173,639,116,-140,489,168,317,126,92,326,421,484,-19,454,372,373,296,147,309,537,389,628,332,427,685,709,117,298,211,143,459
121134,47,223,731,144,-148,455,255,512,133,70,212,447,450,-21,410,597,399,279,129,266,342,394,594,293,397,593,547,22,282,143,-12,-26
121135,10,243,592,180,-169,485,220,508,139,78,353,371,463,-36,394,504,359,240,121,243,256,318,537,272,375,539,446,81,297,150,-58,-239
121136,36,252,677,174,-168,522,149,213,130,96,330,398,427,-11,413,140,371,243,128,289,384,518,578,312,414,638,549,149,371,232,71,136
121137,-16,186,774,188,-169,521,128,273,121,114,348,317,420,-5,514,64,391,238,135,329,768,378,541,303,439,713,739,-6,347,268,169,291
121138,11,240,696,238,-160,515,297,378,133,106,326,299,439,-16,460,491,345,252,144,298,427,454,561,299,422,636,658,114,381,273,132,299
121139,-35,278,376,144,-161,549,272,300,148,90,419,336,458,-12,394,487,356,267,145,262,136,460,575,311,415,597,573,120,441,316,176,398
121140,-50,237,493,182,-171,543,181,330,160,116,493,335,457,-12,427,379,343,266,151,271,324,370,568,308,424,635,613,60,447,333,227,451
121141,-1,251,502,222,-163,504,235,391,151,117,456,332,460,3,376,558,286,235,141,248,102,539,538,297,411,573,528,-10,362,266,136,357
121142,5,268,441,255,-166,327,139,464,167,106,313,340,489,24,395,424,317,258,161,269,207,532,583,331,438,603,562,120,422,329,189,325
121143,16,261,544,281,-173,393,103,563,165,99,277,303,500,15,411,408,356,260,165,275,316,472,585,330,438,603,604,188,441,314,170,411
121144,-60,236,462,251,-185,452,65,516,159,72,254,269,499,-1,381,520,357,249,165,244,280,455,577,321,413,595,613,117,434,300,168,476
121145,-92,172,459,232,-171,504,45,581,179,99,304,290,524,-1,363,577,334,285,174,265,266,452,514,302,407,598,655,-95,338,272,186,525
121146,-143,185,433,155,-176,493,100,602,179,110,246,386,525,-4,341,214,372,258,165,246,271,429,536,304,403,590,639,-51,325,245,157,411
121147,-49,243,436,135,-173,473,155,442,171,89,217,513,519,0,331,283,426,271,162,229,280,490,611,326,414,618,667,89,424,336,198,394
121148,41,283,570,221,-162,477,173,521,182,76,314,368,547,-14,294,500,447,317,141,185,121,483,635,315,351,514,440,117,363,237,58,211
121149,-14,284,501,198,-180,487,135,619,177,71,347,204,554,-6,315,339,427,345,159,205,159,419,715,369,392,541,512,326,506,340,129,203
121150,-38,316,544,211,-174,595,161,457,197,104,504,400,536,15,351,393,507,357,183,242,222,418,823,413,438,604,621,399,594,471,306,499
121151,-25,301,629,248,-162,570,204,516,207,98,433,508,539,-6,338,461,449,334,159,223,252,386,651,355,395,594,671,191,507,425,310,682
121152,30,281,582,286,-152,393,118,503,197,94,225,455,511,0,336,443,419,333,159,220,282,512,618,361,382,588,741,190,507,414,288,721
121153,100,273,662,346,-171,205,78,553,199,42,270,523,555,-40,270,347,483,371,127,144,157,381,662,332,328,479,540,145,404,284,83,327
121154,33,211,662,306,-165,345,102,513,188,82,351,470,544,-24,289,310,455,344,137,165,131,365,678,340,333,482,516,304,530,372,149,304
121155,3,179,716,301,-144,597,13,555,187,117,451,398,531,-17,343,228,424,322,139,147,178,469,628,316,320,442,473,236,481,288,37,86
121156,7,173,680,301,-133,686,11,520,184,107,421,335,509,-35,351,413,350,239,99,128,167,447,562,259,276,403,479,21,366,192,13,155
121157,46,189,580,301,-149,555,139,400,173,57,280,332,486,-33,261,441,357,231,106,108,68,455,596,298,280,418,478,130,458,270,64,299
121158,54,225,644,334,-169,518,189,452,179,48,143,407,508,-46,271,320,352,260,107,118,101,520,532,282,293,431,493,-45,371,242,69,347
121159,70,271,720,340,-144,492,184,583,194,68,288,395,507,-44,291,342,277,238,78,107,131,487,474,241,262,389,466,-139,229,160,38,324
121160,28,281,721,295,-125,542,44,592,179,106,390,367,510,-31,315,285,201,250,96,127,129,377,472,253,281,399,458,46,324,222,98,418
121161,-77,214,595,193,-130,551,-213,546,171,113,387,244,486,-32,339,94,219,159,87,151,216,231,428,209,263,425,486,-127,267,167,39,378
121162,-83,150,558,180,-159,442,-200,592,183,95,223,185,515,-46,368,-94,190,136,60,168,396,169,353,151,249,429,544,-413,111,65,-43,344
121163,-57,151,656,248,-153,386,290,592,186,69,229,246,546,-31,342,309,259,201,103,163,214,278,427,230,291,421,492,-101,259,139,-14,297
121164,6,247,558,223,-136,482,310,183,138,90,512,247,448,-44,357,543,344,147,95,160,-8,273,453,228,277,352,294,7,284,157,-65,49
121165,-43,350,453,196,-144,614,183,211,118,102,513,306,359,-59,352,160,341,87,56,164,87,202,460,186,263,378,283,-17,279,159,-42,60
121166,-90,393,493,233,-148,589,169,352,117,101,207,366,375,-43,398,219,326,82,67,198,364,183,465,222,313,495,487,3,310,224,62,233
121167,-170,257,315,204,-155,534,6,356,145,99,230,322,441,-40,380,197,301,160,91,211,255,303,440,236,326,506,472,-56,323,253,122,386
121168,-181,147,346,184,-146,503,-27,411,153,104,291,314,404,-62,395,367,281,192,74,230,254,349,435,222,324,510,439,-106,293,219,99,369
121169,-114,171,435,243,-145,503,50,488,177,89,232,234,419,-28,339,432,285,179,102,211,-8,465,501,246,335,484,373,72,357,230,61,318
121170,-105,167,495,258,-168,496,131,553,187,87,317,282,478,2,386,176,240,224,134,256,170,316,552,288,362,529,382,234,437,261,70,218
121171,-100,75,502,234,-186,460,55,554,203,108,333,389,493,16,417,337,410,261,144,297,296,339,606,325,388,556,421,339,489,299,81,140
121172,-116,82,517,269,-180,465,49,496,179,107,276,387,463,-8,404,346,220,200,131,287,265,463,473,273,361,561,478,-77,346,246,66,225
121173,-119,49,501,263,-206,434,-85,543,182,108,231,198,484,-3,426,320,168,182,142,286,373,346,456,263,376,628,560,-185,350,269,100,263
121174,-91,98,316,225,-203,376,-6,500,173,105,306,225,512,17,385,638,297,275,178,308,150,347,607,347,434,641,534,149,514,371,204,401
121175,-26,184,416,199,-181,338,52,467,165,111,283,320,487,50,418,508,392,263,189,337,290,488,603,345,456,719,657,80,488,423,315,670
121176,-8,178,602,226,-190,379,-10,472,162,109,339,363,493,39,438,402,462,258,189,343,392,399,560,317,447,745,747,-74,357,391,326,738
121177,-49,170,602,175,-195,355,-45,432,177,106,373,414,526,51,421,452,440,315,213,354,349,403,640,375,485,741,687,43,459,417,328,569
121178,-57,209,653,134,-205,227,98,448,184,98,358,437,573,35,412,380,427,390,220,341,309,425,676,401,485,699,589,121,479,369,199,350
121179,-49,227,664,111,-228,262,121,457,134,76,300,356,527,-6,384,392,432,322,180,293,265,363,713,358,450,664,564,140,453,326,154,372
121180,-32,304,645,101,-207,547,134,561,150,93,309,373,517,-1,393,433,473,263,164,294,269,427,687,338,454,677,543,147,470,355,184,305
121181,2,240,713,160,-167,663,31,638,192,99,397,388,541,0,366,282,458,275,172,277,223,530,585,342,447,648,503,168,499,400,188,277
121182,-29,161,651,98,-173,632,-255,305,141,119,335,380,519,-12,390,173,478,328,179,295,284,412,681,383,467,673,552,329,585,473,292,455
121183,-59,137,584,130,-173,535,-265,388,162,93,274,337,556,0,387,332,430,358,179,290,305,272,677,420,470,702,594,405,648,541,371,606
121184,-96,89,621,159,-212,478,-141,473,167,54,263,376,513,-7,305,320,317,273,159,223,166,402,645,374,453,667,569,369,650,546,383,629
121185,-53,132,618,242,-179,457,-31,366,190,65,238,455,485,-2,332,168,380,234,154,235,209,335,631,342,438,669,562,261,552,463,302,569
121186,-73,77,605,343,-178,433,15,309,184,69,223,354,476,-23,332,206,296,232,125,211,210,263,532,269,384,586,456,-63,330,264,76,223
121187,-120,51,549,313,-174,312,2,419,183,52,199,275,469,-31,291,247,269,214,113,198,176,324,516,231,356,537,440,-108,284,235,41,113
121188,-134,77,552,254,-176,343,-113,452,172,51,309,314,481,-27,271,172,285,202,111,193,150,400,545,259,366,554,476,50,395,303,103,208
121189,-131,71,534,227,-200,461,-192,500,160,40,223,304,474,-32,278,171,360,196,114,187,222,303,500,233,329,546,468,-32,341,230,46,229
121190,-89,154,408,259,-209,242,-124,581,164,15,-9,272,453,-66,236,100,262,165,69,150,154,217,426,179,284,495,388,-263,174,118,-19,269
121191,-40,286,462,259,-180,118,-142,571,175,15,43,270,485,-66,203,168,174,199,85,122,-65,178,461,196,280,440,302,-203,182,122,19,212
