,Fp1,Fp2,F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,T7,C3,Cz,C4,T8,TP9,CP5,CP1,CP2,CP6,TP10,P7,P3,Pz,P4,P8,PO9,O1,Oz,O2,PO10
144062,397,372,-218,-25,135,151,-267,386,176,41,452,-221,319,30,85,72,-149,44,458,-300,-403,-463,143,356,238,472,-551,18,133,-28,-276,-507
144063,380,397,-354,-47,140,158,-297,364,174,29,446,-178,284,27,103,67,-205,91,426,-337,-435,-572,80,351,247,490,-581,-47,140,-9,-221,-417
144064,398,450,-350,-41,131,163,-227,293,145,44,466,-116,248,14,78,12,-151,117,399,-357,-433,-568,99,349,220,477,-587,-218,87,-66,-253,-434
144065,399,447,-245,-9,163,158,-233,350,180,52,419,-401,308,15,77,-97,-35,120,408,-364,-432,-427,159,360,239,440,-546,-56,126,-39,-212,-380
144066,403,420,-183,30,168,228,-268,349,176,44,377,-535,286,0,67,-102,-121,79,403,-384,-472,-532,151,307,217,393,-557,-114,70,-72,-257,-447
144067,366,448,-257,52,165,238,-292,334,160,35,378,-513,287,-8,48,-23,-208,97,409,-395,-472,-546,175,293,199,392,-483,-201,4,-130,-326,-430
144068,376,380,-292,39,159,237,-254,369,158,24,407,-419,297,-16,62,88,-289,120,408,-424,-459,-594,176,305,207,384,-473,-187,29,-98,-287,-356
144069,368,367,-221,45,167,226,-258,350,176,50,440,-358,292,10,48,133,-99,170,413,-409,-437,-542,214,400,234,374,-499,-84,117,-11,-192,-276
144070,373,371,-325,40,155,153,-248,301,185,36,385,-401,311,-12,14,80,-15,296,401,-428,-457,-374,166,420,238,416,-527,1,169,36,-142,-214
144071,466,427,-335,18,180,169,-206,292,157,26,394,-426,284,-38,2,72,-56,86,366,-467,-478,-433,156,370,207,383,-621,-83,170,-14,-208,-286
144072,483,450,-289,8,234,188,-222,348,197,49,457,-366,313,-6,49,103,-70,85,381,-426,-433,-552,153,389,202,380,-678,-81,93,-80,-254,-335
144073,386,356,-259,-40,207,155,-265,342,197,31,463,-364,345,-11,96,56,-145,181,382,-390,-420,-628,123,357,212,379,-616,-100,64,-85,-218,-296
144074,441,390,-234,-64,192,194,-253,394,181,46,478,-438,375,-1,87,115,-97,143,411,-375,-435,-497,90,366,226,363,-570,-140,66,-37,-192,-205
144075,469,408,-247,-13,196,262,-243,380,171,47,502,-558,346,-10,90,67,-98,116,429,-364,-451,-510,2,362,234,394,-514,49,144,65,-115,-129
144076,426,381,-224,-32,179,338,-204,319,179,52,463,-677,301,1,75,-46,-51,129,390,-367,-455,-578,17,349,227,389,-531,201,196,97,-127,-222
144077,422,324,-182,-59,170,414,-221,268,152,64,425,-597,267,-9,70,-84,-48,64,376,-388,-472,-477,-33,296,185,380,-614,-47,70,-79,-283,-397
144078,361,221,-195,-61,171,405,-263,202,137,56,314,-412,257,-6,93,-44,-153,69,385,-370,-449,-480,-47,274,197,408,-507,-46,9,-92,-193,-203
144079,326,196,-222,-57,174,317,-290,245,141,48,309,-300,293,-9,63,-200,-182,99,403,-406,-486,-504,-3,265,167,352,-616,-106,-78,-221,-389,-309
144080,356,258,-236,8,204,208,-313,329,173,51,314,-351,331,-15,16,-424,-8,107,413,-429,-581,-463,43,269,139,290,-787,-53,-122,-357,-639,-692
144081,401,268,-268,30,189,144,-306,344,177,28,348,-434,357,-4,37,-429,-31,124,409,-411,-562,-536,-3,285,155,287,-763,-42,-58,-257,-510,-662
144082,483,352,-236,18,195,225,-201,331,185,57,399,-457,353,17,79,-259,-108,151,415,-401,-502,-573,-1,283,164,323,-660,-130,-48,-234,-434,-536
144083,534,355,-179,11,219,182,-170,368,189,57,393,-451,336,15,78,-165,-267,207,433,-413,-536,-549,108,330,184,334,-696,-145,-28,-173,-382,-488
