,Fp1,Fp2,F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,T7,C3,Cz,C4,T8,TP9,CP5,CP1,CP2,CP6,TP10,P7,P3,Pz,P4,P8,PO9,O1,Oz,O2,PO10
169393,335,278,429,-226,186,313,184,357,123,87,146,-60,340,275,-61,212,252,-133,-145,-1,-3,311,213,81,165,223,558,93,349,39,-94,112
169394,353,305,472,-256,209,353,210,338,127,112,148,4,356,282,-54,348,284,-92,-145,7,22,351,277,80,175,236,562,91,362,68,-51,149
169395,352,331,481,-244,229,339,265,311,141,111,155,188,371,328,-11,489,367,-35,-85,30,46,398,393,124,204,253,546,78,380,91,-30,164
169396,357,280,495,-271,223,334,210,302,133,92,126,159,350,302,-36,559,313,-65,-94,6,35,373,323,110,187,235,531,70,364,60,-64,110
169397,346,262,482,-277,193,355,237,273,94,99,160,122,347,277,-58,525,238,-106,-109,-1,54,298,232,105,169,230,589,76,358,64,-46,104
169398,400,293,487,-246,222,398,333,303,134,116,187,147,360,300,-12,449,263,-59,-51,30,66,303,291,141,199,242,650,92,398,65,-31,129
169399,401,316,482,-264,217,392,387,305,124,91,138,174,354,292,-66,275,273,-33,-68,22,-1,243,350,150,181,195,481,103,434,64,-33,150
169400,361,295,501,-264,204,406,461,308,124,88,130,152,383,283,-70,261,220,-39,-94,13,-19,191,284,148,186,180,525,105,415,62,-52,109
169401,316,308,519,-238,218,404,428,338,134,92,120,156,384,288,-44,383,217,-44,-93,3,-13,215,259,135,179,193,519,101,392,60,-70,48
169402,292,275,485,-256,202,389,396,314,125,59,83,39,354,266,-69,426,109,-92,-94,-13,-40,232,235,110,163,179,425,50,370,48,-121,41
169403,277,206,482,-283,177,351,364,355,118,37,46,23,350,259,-108,436,58,-81,-118,-50,-99,231,316,122,145,143,361,44,387,35,-118,63
169404,306,205,514,-241,191,380,233,387,142,71,108,142,364,268,-100,418,175,-49,-111,-30,-59,279,387,126,159,148,518,63,344,23,-89,111
169405,314,214,526,-241,198,359,184,357,135,46,87,194,379,268,-103,187,243,-15,-103,-33,-57,308,499,133,146,168,501,20,315,44,-94,130
169406,262,185,473,-241,173,364,272,345,132,63,249,221,382,259,-72,120,195,11,-92,-28,-95,291,526,155,170,171,462,-25,316,43,-86,122
169407,264,215,415,-199,203,389,384,363,163,110,259,158,410,295,-50,361,380,27,-91,0,-3,356,453,174,193,215,547,54,392,81,-26,169
169408,295,267,446,-187,219,366,434,418,158,84,157,102,406,281,-76,485,371,-37,-99,-14,-4,351,314,141,175,200,528,106,422,89,-20,187
169409,273,264,495,-143,229,337,366,438,168,79,83,229,391,272,-80,518,322,-13,-100,-25,-15,330,393,153,166,191,564,101,381,57,-58,173
169410,236,233,414,-125,214,332,296,444,155,73,43,221,405,271,-89,464,337,-47,-110,-52,-34,286,315,130,147,178,543,144,378,26,-120,49
169411,252,257,385,-145,208,339,383,440,166,77,84,224,384,275,-94,424,317,-74,-103,-39,-25,315,253,119,148,158,542,131,368,16,-123,-5
169412,278,246,421,-185,182,345,397,362,144,81,79,171,351,255,-104,397,253,-86,-126,-38,-25,362,237,108,131,165,556,99,359,8,-82,109
169413,300,235,412,-214,172,340,380,319,103,66,65,178,329,231,-116,284,220,-90,-173,-58,-53,322,246,82,106,130,531,86,352,12,-147,84
169414,342,263,459,-203,184,342,382,351,108,75,98,189,369,231,-85,203,273,-50,-187,-44,-43,249,317,100,92,132,497,94,363,33,-129,85
169415,364,270,476,-209,194,361,380,349,124,73,117,199,377,236,-64,207,359,-49,-141,-44,-28,269,276,88,115,166,493,28,336,32,-102,121
169416,360,307,484,-216,214,369,288,367,136,72,117,199,372,248,-79,313,270,-62,-132,-65,0,324,221,71,110,157,501,12,332,31,-88,139
169417,274,300,336,-220,210,356,248,386,104,90,100,212,359,235,-95,365,177,-62,-173,-74,-25,294,260,75,94,136,417,68,341,1,-149,61
169418,340,301,199,-232,224,368,252,348,138,98,92,292,399,262,-96,294,336,32,-109,-37,-31,318,390,143,146,146,459,142,412,42,-133,75
169419,349,299,277,-194,225,384,215,332,159,95,92,398,407,286,-90,101,391,84,-74,-44,-49,314,446,201,184,170,517,142,479,89,-63,105
169420,363,311,393,-192,222,393,305,382,168,101,34,294,403,272,-93,194,267,26,-78,-50,-83,294,356,178,146,162,424,141,472,61,-88,70
169421,420,308,453,-186,243,398,309,411,159,110,-6,239,415,272,-94,402,302,33,-75,-34,-56,282,397,185,153,156,463,171,455,58,-85,89
169422,348,272,446,-164,230,359,252,399,163,96,84,105,398,264,-95,516,335,13,-84,-29,-46,269,415,166,148,161,555,116,381,36,-87,119
169423,308,274,507,-193,205,348,258,387,146,84,106,-33,393,245,-93,471,277,-18,-102,-53,-40,289,328,120,129,156,544,11,294,-17,-106,112
169424,325,263,562,-210,226,388,261,367,155,102,114,86,386,266,-62,358,223,-26,-117,-40,-11,301,315,106,153,168,530,80,328,20,-103,125
169425,323,257,580,-217,221,380,274,361,124,97,119,126,363,232,-68,370,172,-24,-133,-50,-17,302,325,93,138,165,505,-29,274,-29,-179,31
169426,337,298,607,-232,213,363,299,362,104,96,105,131,361,228,-66,448,148,-18,-120,-27,-13,304,346,100,152,196,499,-92,296,-1,-131,55
169427,350,328,574,-268,229,408,250,310,103,100,176,186,354,252,-58,444,281,5,-124,-23,-6,310,423,108,159,187,493,-48,297,-8,-144,47
169428,361,290,548,-268,235,413,299,287,97,127,185,182,354,255,-65,401,327,-9,-120,-40,-27,285,379,98,150,183,468,-34,237,-27,-107,75
169429,341,278,527,-272,227,411,320,300,90,106,115,170,361,247,-93,256,302,-3,-128,-71,-56,273,325,111,145,177,454,39,306,9,-90,115
169430,364,308,522,-262,236,427,365,299,115,103,107,76,359,252,-87,220,268,-43,-123,-74,-71,308,262,130,124,177,482,71,355,10,-136,93
169431,411,343,580,-231,241,440,388,336,123,98,80,67,377,253,-93,307,359,-6,-123,-79,-58,270,329,132,139,159,496,82,350,25,-121,101
