,Fp1,Fp2,F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,T7,C3,Cz,C4,T8,TP9,CP5,CP1,CP2,CP6,TP10,P7,P3,Pz,P4,P8,PO9,O1,Oz,O2,PO10
44529,-385,-405,-245,-436,-526,-463,-198,21,-337,-326,-447,-387,93,-611,-167,-543,-695,-757,-468,-350,-642,-228,-434,-497,-358,-425,-392,-576,-412,-835,-583,-728
44530,-405,-324,-264,-422,-534,-465,-282,38,-348,-334,-494,-363,106,-612,-196,-514,-709,-729,-455,-372,-660,-276,-412,-484,-359,-418,-437,-596,-411,-815,-552,-653
44531,-298,-177,-212,-421,-505,-421,-225,31,-332,-338,-463,-370,101,-606,-178,-307,-679,-740,-441,-336,-652,-275,-439,-482,-355,-381,-476,-581,-387,-798,-551,-606
44532,-259,-119,-178,-413,-500,-440,-213,88,-320,-330,-444,-393,109,-609,-155,-348,-678,-748,-442,-340,-666,-296,-485,-497,-339,-386,-481,-588,-427,-857,-649,-739
44533,-281,-125,-166,-393,-518,-474,-188,122,-310,-355,-506,-375,114,-633,-164,-364,-687,-730,-468,-346,-664,-262,-465,-491,-349,-431,-548,-585,-443,-831,-577,-663
44534,-302,-149,-179,-422,-546,-484,-193,19,-330,-357,-551,-367,86,-628,-172,-391,-662,-759,-467,-341,-674,-229,-452,-524,-369,-434,-554,-558,-427,-821,-513,-559
44535,-270,-182,-136,-419,-534,-477,-170,-34,-335,-357,-479,-359,77,-610,-131,-392,-643,-751,-452,-342,-656,-217,-444,-527,-353,-416,-570,-489,-403,-813,-551,-653
44536,-218,-248,-62,-379,-515,-449,-139,-11,-311,-329,-464,-378,98,-585,-112,-328,-655,-718,-448,-313,-647,-215,-405,-501,-315,-392,-510,-528,-364,-758,-521,-605
44537,-225,-227,-106,-419,-520,-422,-154,-11,-327,-316,-486,-465,88,-588,-104,-229,-624,-746,-455,-293,-592,-228,-400,-503,-323,-350,-363,-723,-384,-803,-540,-624
44538,-270,-173,-203,-448,-513,-441,-183,-17,-329,-314,-459,-392,87,-597,-86,-250,-572,-690,-458,-280,-544,-228,-363,-500,-327,-335,-369,-782,-417,-829,-576,-761
