,Fp1,Fp2,F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,T7,C3,Cz,C4,T8,TP9,CP5,CP1,CP2,CP6,TP10,P7,P3,Pz,P4,P8,PO9,O1,Oz,O2,PO10
25410,16,-391,-712,-320,-74,-155,-556,-305,-394,-321,-545,-661,949,-246,-539,-344,-406,-652,-188,-418,-347,-164,-188,815,58,-518,-214,-648,-327,-172,-336,-201
25411,-91,-502,-827,-423,-81,-243,-659,-433,-496,-442,-630,-762,817,-359,-656,-504,-454,-719,-290,-555,-507,-187,-238,732,-40,-663,-349,-600,-390,-296,-533,-404
25412,-66,-431,-775,-394,-61,-206,-574,-380,-477,-401,-640,-711,854,-350,-655,-514,-442,-695,-273,-538,-500,-80,-263,726,-39,-651,-268,-665,-380,-272,-465,-352
25413,93,-299,-636,-279,-59,-116,-488,-220,-360,-307,-561,-580,981,-250,-540,-349,-336,-592,-167,-448,-374,14,-148,846,64,-547,-132,-472,-255,-162,-332,-217
25414,258,-181,-476,-147,-74,18,-372,-95,-224,-178,-470,-425,1106,-114,-425,-187,-160,-451,-36,-328,-236,28,23,964,173,-441,-18,-281,-143,-53,-208,-134
25415,368,-88,-370,-41,-91,158,-189,18,-106,-41,-317,-312,1222,22,-261,-41,-80,-377,44,-185,-82,193,82,1027,280,-328,120,-332,-85,38,-101,-26
25416,419,66,-329,48,-94,232,-93,89,-15,23,-206,-284,1303,103,-192,-44,-43,-305,128,-89,-1,254,163,1119,363,-220,208,-238,17,122,26,68
25417,461,65,-271,87,-72,219,-171,148,-16,18,-222,-270,1338,104,-202,-114,-9,-260,159,-86,-2,253,211,1144,383,-200,234,-166,56,160,72,145
25418,418,-17,-324,37,-66,175,-264,71,-56,-18,-264,-314,1287,46,-274,-145,-28,-307,115,-147,-80,119,159,1083,342,-252,167,-239,-14,98,-7,108
25419,274,-157,-513,-126,-73,43,-361,-86,-222,-165,-387,-503,1124,-106,-404,-283,-178,-479,-17,-282,-172,-77,-8,918,203,-392,47,-421,-181,-49,-144,28
