,Fp1,Fp2,F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,T7,C3,Cz,C4,T8,TP9,CP5,CP1,CP2,CP6,TP10,P7,P3,Pz,P4,P8,PO9,O1,Oz,O2,PO10
105505,-145,56,186,-75,-214,356,-66,-126,-1,-29,60,-169,230,85,158,68,-106,-237,-95,36,34,12,117,-42,86,80,370,-238,161,-90,-120,89
105506,-168,22,173,-33,-213,313,-102,-69,0,-58,-20,-136,236,96,138,43,-124,-239,-88,39,29,125,177,-25,89,93,383,-158,208,-56,-75,182
105507,-124,12,150,-65,-226,220,-55,16,-4,-59,57,-123,225,88,138,-20,-177,-216,-93,22,14,36,215,-24,70,82,358,-24,233,-68,-93,141
105508,-102,-4,176,-73,-230,179,-34,9,-23,-50,73,-84,252,105,157,53,-58,-200,-83,30,38,59,207,-9,86,89,339,-8,275,-7,-42,159
105509,-116,-56,205,-97,-225,124,-14,36,-25,-36,213,-73,241,88,161,112,-30,-206,-83,5,2,112,200,-7,91,53,316,-70,263,-22,-101,112
105510,-154,-71,204,-96,-241,-54,19,71,-17,-39,279,-111,230,82,120,95,-75,-253,-98,6,-18,120,128,-41,64,19,293,-221,188,-90,-149,18
105511,-88,-23,203,-49,-223,112,20,80,-1,-61,112,-115,251,73,114,-159,-80,-213,-90,16,-17,112,146,-20,75,47,325,-148,219,-52,-94,120
105512,-55,57,218,-5,-210,205,41,44,14,-60,125,-119,273,75,138,-175,-86,-227,-53,24,12,115,159,0,94,54,384,-207,201,-40,-41,211
105513,-1,62,258,5,-212,260,21,74,-15,-51,71,-122,238,97,153,-43,-78,-229,-60,42,41,131,183,18,126,77,426,-203,225,-33,-42,227
105514,18,48,216,-16,-225,288,-37,73,-5,-40,68,-112,245,94,136,82,-7,-229,-53,29,34,6,223,23,129,81,355,-117,207,-90,-135,92
105515,-42,66,212,-27,-217,283,-86,55,-2,-54,131,-86,267,90,144,139,-34,-193,-38,49,9,93,249,66,148,93,311,11,309,-4,-82,119
105516,-39,40,294,-30,-220,235,-8,69,6,-81,-31,-54,278,89,101,91,-39,-151,-29,69,-46,198,256,85,172,103,326,21,344,62,-46,181
105517,-57,66,264,-54,-205,231,89,64,6,-74,-139,-61,285,107,121,92,-61,-145,-7,64,0,135,250,109,189,112,347,-8,356,56,-33,172
105518,-65,75,209,-50,-217,261,26,58,-2,-64,-1,27,285,111,135,88,-94,-147,-5,43,11,162,229,100,175,124,376,34,364,79,0,253
105519,-120,22,224,-40,-226,254,-49,70,-5,-71,29,73,268,101,133,97,-74,-179,-20,39,19,100,197,42,133,103,361,-67,259,-6,-53,224
105520,-142,53,194,-49,-193,249,-49,102,-5,-51,89,-165,253,84,148,98,-112,-237,-51,36,7,51,107,-7,110,55,344,-404,138,-96,-137,106
105521,-155,17,169,-54,-214,227,-113,67,-17,-38,86,-214,255,89,139,51,-116,-242,-61,20,-25,64,151,8,109,38,281,-283,236,-58,-128,-77
105522,-125,-12,168,-57,-206,256,-176,31,0,-52,72,-136,263,96,129,13,-73,-202,-66,18,-34,-4,209,28,112,49,256,-102,271,-40,-141,-65
105523,-137,-53,96,-79,-202,251,-158,69,0,-56,40,-182,252,91,116,-18,-97,-207,-59,21,-36,0,205,35,137,75,290,-65,302,15,-82,77
105524,-152,-100,140,-57,-214,167,-107,142,-4,-65,14,-187,241,78,114,-53,-152,-220,-75,7,-53,9,174,23,130,81,270,-83,281,23,-61,92
105525,-154,-123,132,-38,-204,151,-74,202,17,-57,21,-162,266,98,111,-35,-195,-199,-62,8,-44,19,187,38,132,91,293,-115,297,21,-48,125
105526,-165,-64,131,-58,-217,206,-51,119,5,-45,39,-122,267,100,115,-67,-136,-189,-37,34,-51,-28,436,52,147,98,276,-182,290,32,-59,75
105527,-175,-3,153,-67,-237,209,-58,1,-7,-62,17,-45,254,97,113,-125,-90,-200,-33,45,-66,6,418,87,159,113,256,-189,329,59,-44,77
105528,-167,37,183,-44,-228,186,-60,18,10,-52,15,-37,276,117,132,-81,-80,-197,-38,75,-11,-24,54,98,181,159,288,-67,346,108,32,142
105529,-161,6,161,-47,-232,153,-34,-27,1,-52,44,-115,275,120,140,-39,-103,-185,-20,91,-4,-47,29,110,205,186,287,-12,371,113,58,83
105530,-254,-31,125,-92,-237,200,-51,-27,-7,-42,142,-178,268,122,173,-6,-83,-189,-1,97,31,18,199,135,239,204,331,194,464,182,98,147
105531,-204,-7,91,-74,-218,207,-105,34,-1,-35,176,-91,275,133,179,24,-5,-171,-1,94,45,74,238,117,230,225,342,45,405,123,58,140
105532,-168,-10,114,-76,-237,127,-265,32,-16,-55,67,-99,228,102,144,-37,-171,-214,-26,69,5,30,104,80,192,175,308,-199,329,62,27,61
105533,-203,-31,102,-72,-236,206,-271,50,-17,-23,66,-137,240,93,141,-53,-101,-221,-32,73,0,27,138,101,206,203,337,-124,362,90,32,53
105534,-210,-43,59,-136,-225,345,-276,17,-21,-20,204,-166,227,84,161,-46,-93,-281,-57,74,-9,-5,71,58,191,168,306,-255,279,27,-13,68
105535,-153,-6,50,-107,-229,79,-308,27,-29,-22,290,-254,215,88,159,11,-126,-298,-68,57,-10,41,39,29,154,143,311,-233,246,3,-38,81
105536,-115,-8,36,-95,-227,14,-381,27,-24,-11,246,-304,199,121,163,109,-106,-306,-54,70,8,75,89,64,185,180,340,-134,304,56,15,135
105537,-122,-108,23,-97,-223,191,-362,57,-20,-47,34,-173,209,118,146,-44,-127,-277,-30,81,45,67,134,83,194,185,348,-132,321,79,37,136
105538,-155,-106,97,-76,-225,19,-102,-5,-38,-82,-152,-178,198,93,117,-207,-142,-238,-56,56,39,18,142,65,172,167,334,-97,327,66,16,104
105539,-239,-64,43,-76,-222,25,-127,-30,-49,-88,-28,-238,187,91,114,-155,-212,-236,-61,51,30,-52,205,67,152,150,308,23,359,90,23,78
105540,-208,-10,50,-92,-225,213,-106,-18,-33,-98,-130,-163,197,92,72,-35,-211,-219,-62,33,0,8,210,74,171,135,324,38,393,84,21,87
105541,-165,-54,85,-171,-240,157,-8,-13,-24,-94,-169,-141,218,92,78,56,-214,-208,-65,53,-4,58,148,72,182,155,370,-75,368,92,42,150
105542,-201,-129,70,-161,-236,163,-41,33,-24,-95,-124,-150,207,98,69,-60,-127,-241,-54,48,-12,97,214,82,174,157,406,-39,396,113,74,203
105543,-147,-67,118,-107,-224,159,-65,94,1,-90,-135,-136,228,108,42,-130,-133,-213,-42,36,-32,62,174,84,179,129,365,-95,392,104,21,147
105544,-127,-20,66,-124,-226,171,-26,13,0,-92,-93,-122,214,95,54,-9,-179,-226,-60,21,-42,0,140,61,166,104,360,-201,356,74,15,139
105545,-135,-11,63,-143,-217,214,-6,-185,-14,-71,-30,-98,196,103,73,91,-122,-202,-54,43,0,58,193,97,177,139,407,-92,392,109,45,207
105546,-143,3,163,-119,-217,248,-14,-162,-12,-51,2,-79,222,124,106,63,-107,-184,-36,65,1,62,224,133,195,151,393,-107,373,92,22,221
105547,-152,-16,152,-82,-219,207,-64,-90,-22,-46,9,-80,234,131,120,37,-102,-188,-13,95,10,26,232,140,200,156,418,-110,394,108,43,227
105548,-211,-2,86,-56,-239,175,-67,17,-28,-63,6,-89,253,114,114,28,-110,-153,8,94,6,79,259,142,207,163,443,-65,433,123,66,246
105549,-163,16,129,-41,-240,233,-25,72,-24,-50,87,-65,276,153,161,17,-99,-155,8,107,47,106,243,142,218,181,446,-85,399,101,17,229
105550,-149,28,174,-39,-258,231,-15,110,-19,-38,191,-103,267,143,180,2,-105,-165,13,110,75,28,201,143,214,194,447,-66,371,78,-1,228
105551,-130,42,156,-55,-260,191,-71,58,-27,-34,182,-128,258,143,186,-16,-52,-167,3,118,84,80,182,129,205,170,480,-18,391,103,29,245
105552,-96,31,134,-51,-227,274,-212,41,-27,-5,130,-85,285,170,194,9,-1,-126,16,128,47,242,217,137,214,169,485,10,410,109,40,277
105553,-102,-8,149,-48,-226,311,-206,5,-28,5,102,-58,256,153,177,38,15,-141,12,110,27,231,262,135,206,161,485,14,412,106,30,298
105554,-177,-72,152,-110,-251,247,-140,28,-35,-28,157,-101,256,134,167,43,0,-173,9,87,52,195,281,115,200,143,457,52,422,121,18,254
105555,-145,-65,163,-127,-252,159,-198,0,-49,-58,168,-82,255,146,164,66,-8,-152,3,100,51,100,275,122,195,138,453,13,397,83,-13,180
105556,-123,-52,185,-121,-252,79,-26,46,-11,-69,-53,-43,290,158,134,101,15,-124,23,112,39,122,260,153,215,185,467,-34,416,98,-4,209
105557,-144,-112,199,-130,-248,127,-30,84,-18,-67,-35,-27,305,163,135,69,-15,-117,23,111,37,113,258,162,228,192,475,46,449,145,38,223
105558,-178,-81,218,-93,-252,184,-36,71,-18,-66,48,-10,292,165,157,56,-38,-83,30,106,53,36,280,175,231,166,456,152,493,168,61,218
105559,-145,-31,241,-91,-293,183,-94,58,-26,-65,-16,-6,304,154,128,23,-24,-81,30,92,26,8,298,157,212,162,453,95,449,136,33,246
105560,-118,-23,180,-103,-279,243,-170,43,-26,-68,65,17,292,150,126,-66,13,-91,6,82,-4,127,328,128,187,125,403,5,373,81,28,292
105561,-150,-52,232,-110,-279,218,-238,35,-24,-28,219,27,304,144,163,-173,17,-74,16,88,-8,104,353,119,177,121,402,49,413,90,40,270
105562,-182,-19,182,-96,-271,63,-241,65,3,-16,139,-46,333,154,148,-100,3,-47,24,74,24,42,341,124,190,148,421,71,425,112,45,257
105563,-178,32,160,-39,-268,100,-276,125,15,-29,168,-34,324,154,145,0,15,-94,34,99,22,182,351,155,200,168,412,90,445,137,70,256
105564,-321,-6,95,-5,-246,175,-282,95,8,-20,162,95,294,155,145,29,26,-145,15,94,5,140,337,140,203,151,408,43,422,110,32,217
105565,-389,-79,69,7,-270,117,-171,74,-15,-66,-31,-69,306,145,108,-70,-15,-171,4,66,4,58,316,127,201,141,383,20,421,116,48,232
105566,-258,-132,175,-37,-266,169,-125,69,1,-63,-9,-192,298,128,104,-48,-47,-113,20,50,-3,75,338,139,185,109,380,78,429,69,-4,182
105567,-127,-111,139,-135,-248,199,-103,32,-2,-92,-61,-121,281,124,96,42,-62,-122,8,64,-4,116,352,137,198,137,436,108,458,133,47,233
105568,-52,-88,187,-97,-260,211,-24,90,-26,-83,-19,-32,299,140,93,-4,-91,-138,12,70,-17,72,321,121,190,144,429,11,424,94,39,257
105569,-39,-90,218,-98,-253,172,-18,113,-30,-67,-17,-81,297,134,96,-58,-6,-112,6,69,-21,67,304,105,177,133,392,-75,366,61,-1,216
105570,-111,-113,193,-105,-282,64,-125,85,-28,-80,-75,-114,300,138,76,-93,20,-106,10,73,-19,13,312,128,190,131,365,83,429,99,14,175
105571,-165,-105,134,-121,-280,28,-172,115,-21,-74,-60,-120,311,166,107,-24,-27,-123,29,60,0,1,324,161,213,132,392,77,439,114,6,178
105572,-163,-77,160,-96,-267,133,-153,120,-1,-76,-50,-45,337,175,110,39,7,-79,44,71,0,19,367,195,227,156,389,101,476,156,66,252
105573,-166,-23,102,-97,-255,148,-113,63,0,-67,-122,-25,336,169,86,11,-50,-87,48,75,-35,20,347,172,222,121,337,-7,392,69,-23,172
105574,-153,-4,144,-166,-245,192,-103,31,5,-77,-24,-47,312,162,88,-69,-91,-84,38,54,-47,33,471,131,194,91,292,-161,306,-4,-62,128
105575,-176,-53,180,-149,-250,204,-145,5,0,-53,86,-55,319,139,110,-31,-44,-54,17,67,-9,-12,537,151,193,100,284,-139,352,30,-42,110
