,Fp1,Fp2,F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,T7,C3,Cz,C4,T8,TP9,CP5,CP1,CP2,CP6,TP10,P7,P3,Pz,P4,P8,PO9,O1,Oz,O2,PO10
115178,627,520,390,-389,-18,346,-18,271,70,71,279,209,360,-119,249,62,139,210,-15,303,67,33,261,286,294,33,34,105,289,-13,-24,-11
115179,591,494,352,-402,-31,312,-55,232,76,45,261,186,363,-119,231,98,117,204,-43,315,34,-2,252,267,277,-7,8,2,236,-57,-36,-1
115180,603,535,354,-372,-24,315,-37,261,68,85,285,112,338,-98,273,174,127,155,-39,308,66,2,-52,208,276,33,58,146,200,-44,-8,49
115181,531,594,331,-336,-24,319,-31,302,70,113,245,78,346,-93,269,64,123,171,-42,316,53,29,-84,202,286,31,53,63,203,-28,-13,7
115182,440,606,310,-402,-11,291,-39,286,76,85,213,192,330,-104,231,-42,120,205,-44,332,38,79,35,228,299,35,78,23,244,2,40,59
115183,443,580,292,-376,-23,247,-5,338,67,77,216,295,361,-104,244,5,113,168,-31,361,65,85,54,218,276,66,121,101,266,24,107,233
115184,533,583,268,-394,-35,225,1,301,71,73,240,119,338,-108,260,51,103,92,-59,362,89,97,4,203,274,72,183,148,261,9,80,318
115185,644,615,355,-443,-4,245,-27,243,59,59,241,2,267,-108,245,113,127,32,-92,305,96,136,-18,149,253,69,174,261,216,-34,11,179
115186,635,538,390,-516,-25,289,-72,282,50,61,207,401,299,-123,220,169,164,136,-88,261,61,129,164,158,219,31,108,221,195,-46,-56,-113
115187,603,473,489,-443,-11,366,-85,265,69,89,279,227,324,-93,275,234,172,171,-72,258,115,153,249,188,235,61,146,153,235,-14,7,-15
115188,606,433,482,-402,-43,372,-107,245,52,82,319,225,299,-113,258,225,16,99,-99,257,138,187,99,137,202,48,176,71,171,-66,7,83
115189,607,435,526,-364,-50,273,-77,284,48,72,252,233,293,-130,220,137,-46,99,-107,258,91,256,3,103,212,25,180,188,185,-64,0,87
115190,579,608,542,-318,-27,284,-30,289,53,80,259,221,316,-96,216,259,120,147,-104,254,93,319,113,152,228,61,210,194,241,-18,37,177
115191,618,647,583,-326,-28,373,5,292,74,100,328,199,286,-100,238,219,260,116,-102,257,112,312,78,164,230,71,230,143,234,-4,58,198
115192,647,601,584,-350,-15,378,83,296,74,84,336,197,263,-104,256,227,261,45,-127,271,179,349,-102,106,228,101,293,328,213,6,82,215
115193,654,608,496,-333,-34,407,103,313,80,97,340,231,273,-111,260,291,235,64,-145,232,183,364,-12,110,216,106,342,264,188,-10,85,129
115194,658,697,480,-273,-2,422,127,388,93,131,416,308,300,-100,288,415,299,171,-115,246,186,423,227,166,238,116,383,241,219,12,87,226
115195,675,686,472,-272,-22,410,127,422,67,105,384,249,277,-130,261,420,227,108,-150,197,161,470,52,132,204,96,399,238,214,10,66,334
115196,731,679,502,-294,-28,422,107,445,66,94,380,202,253,-140,247,321,145,49,-159,164,178,434,-125,95,195,72,408,257,182,-3,63,291
115197,730,730,514,-246,-5,439,123,489,76,112,396,313,282,-114,260,255,188,125,-145,192,218,470,-4,146,218,75,372,259,204,1,88,319
115198,615,744,445,-284,-26,459,108,416,46,110,408,282,266,-138,243,314,183,104,-152,151,195,488,12,124,207,74,334,210,176,-15,70,295
115199,504,684,356,-308,-32,456,88,307,15,88,403,232,238,-154,219,353,158,63,-177,142,139,455,-79,84,187,89,338,214,140,-42,69,139
115200,614,671,353,-293,12,447,139,336,49,115,416,303,256,-106,234,337,175,118,-155,193,180,428,-54,150,217,102,352,187,189,-8,72,219
115201,744,677,424,-297,7,333,138,378,68,110,406,323,263,-122,232,327,189,169,-145,210,190,394,62,160,206,56,296,148,196,-16,42,394
115202,802,555,516,-312,-11,312,107,390,28,91,346,277,256,-151,204,216,217,163,-172,173,168,430,72,122,183,38,275,196,157,-51,50,388
115203,754,579,577,-322,2,353,138,359,24,90,316,284,279,-144,212,208,269,213,-149,204,172,413,100,168,192,64,285,233,192,-1,65,344
115204,810,680,649,-301,22,416,157,364,64,92,361,315,310,-130,216,233,199,198,-132,188,154,448,-31,192,213,63,261,246,213,18,67,328
115205,797,724,643,-360,3,410,153,325,42,81,327,302,290,-163,183,244,151,148,-144,180,120,457,-99,154,176,26,252,273,209,3,49,329
115206,775,711,603,-362,-13,397,151,282,38,71,280,292,294,-175,172,281,170,140,-143,155,137,412,-51,155,178,13,234,246,189,1,38,333
115207,784,701,579,-353,-2,377,150,331,60,73,311,259,325,-152,200,406,173,175,-103,184,173,394,-33,202,223,60,275,259,211,44,76,339
115208,793,710,570,-392,-14,308,142,308,33,64,339,176,323,-149,194,415,143,162,-84,178,181,354,-40,219,234,70,297,224,249,98,139,368
115209,799,720,576,-408,-34,363,170,279,32,80,340,141,332,-136,194,395,123,167,-72,201,171,356,-47,215,228,79,288,201,284,97,164,392
115210,780,711,555,-329,-35,367,179,422,65,74,303,571,414,-135,203,396,221,289,-18,180,170,360,88,296,246,74,250,186,315,39,69,259
115211,781,703,604,-324,-17,400,141,408,87,78,325,348,381,-119,208,341,282,246,-5,173,204,323,134,310,275,93,237,237,335,42,69,239
115212,771,738,610,-263,-7,300,97,446,98,56,304,423,438,-109,203,185,296,334,20,215,233,268,276,348,313,105,253,255,361,106,142,295
115213,763,695,618,-260,5,284,101,465,112,52,324,450,481,-105,228,82,302,402,50,234,235,280,350,417,336,95,245,134,384,131,158,312
115214,766,562,652,-295,-18,315,104,462,91,72,341,408,464,-94,217,203,279,330,43,195,193,297,142,399,335,101,208,171,414,159,179,305
115215,735,477,621,-303,-18,349,72,456,60,75,326,364,420,-113,190,237,270,250,28,159,127,254,10,300,297,56,166,339,337,112,107,232
115216,687,535,515,-318,-39,394,-36,416,57,42,258,322,388,-132,170,203,262,214,-22,124,106,171,54,254,281,31,117,352,295,74,84,154
115217,631,566,502,-278,-28,426,-112,424,84,44,240,360,423,-120,199,72,237,241,7,152,116,137,122,301,304,43,113,282,313,97,94,152
115218,583,519,458,-303,-22,365,-115,376,80,39,234,387,414,-102,201,-59,252,273,9,210,122,142,226,298,307,64,90,317,336,122,101,157
115219,588,455,392,-359,-53,359,-155,305,61,32,238,340,380,-127,204,-36,189,223,-5,207,106,75,45,260,295,59,34,334,340,96,97,140
115220,596,503,420,-375,-54,325,-185,336,75,55,228,205,393,-101,226,95,163,166,9,245,104,62,-67,275,322,65,29,348,352,138,136,149
115221,528,517,372,-389,-39,331,-161,359,77,83,275,186,412,-78,252,177,167,176,21,274,137,110,-27,276,338,103,85,278,340,175,212,138
115222,361,495,217,-389,-56,289,-169,358,87,52,260,215,393,-85,229,195,126,176,12,256,93,78,5,245,327,89,56,207,306,147,148,122
115223,180,499,198,-394,-54,259,-137,344,98,49,194,213,375,-90,215,159,117,180,2,253,82,35,33,244,310,38,-4,173,263,67,46,114
115224,173,440,224,-390,-54,308,-129,344,75,82,227,145,357,-85,234,192,114,151,-32,214,43,-6,-8,226,299,31,-34,220,223,6,-5,128
115225,339,349,255,-346,-47,302,-142,289,36,61,207,113,323,-100,234,156,89,135,-45,235,31,-24,-2,218,298,32,-38,126,236,36,50,209
115226,497,394,305,-407,-55,263,-150,253,17,38,190,114,325,-108,223,75,77,155,-71,256,35,-20,154,239,308,31,-44,-13,223,-9,-34,5
115227,559,440,346,-391,-56,301,-133,214,18,71,260,154,305,-94,243,12,96,131,-71,228,46,23,157,168,288,31,-57,259,203,-65,-155,-348
115228,566,491,336,-384,-52,352,-79,177,19,76,276,189,287,-88,275,73,101,88,-65,215,70,58,11,156,293,44,17,330,239,-5,-59,-29
115229,607,547,331,-419,-49,288,-49,151,28,82,280,133,279,-84,295,118,113,59,-59,197,75,38,-63,166,289,51,63,324,262,34,-6,55
115230,611,510,343,-398,-47,316,-41,174,24,83,280,89,265,-79,298,81,144,88,-74,247,77,43,-44,173,298,53,46,378,290,47,38,24
115231,632,522,335,-412,-41,333,-22,218,39,71,293,94,281,-82,306,95,136,108,-76,260,58,119,-39,186,303,72,45,379,299,65,68,130
115232,619,515,339,-446,-47,339,-24,190,28,77,265,153,238,-96,295,145,114,81,-103,226,34,124,-30,161,297,69,11,329,278,70,62,108
115233,614,548,325,-453,-53,312,-19,163,-1,82,270,165,218,-103,259,185,119,36,-118,244,49,81,-32,133,292,73,36,311,263,88,90,58
115234,663,561,345,-503,-45,307,-29,180,7,76,269,167,222,-106,275,195,115,73,-98,225,56,83,20,136,285,85,65,325,281,91,93,116
115235,612,499,326,-471,-70,309,-59,204,15,59,228,147,192,-120,246,202,129,62,-135,236,55,74,50,107,256,63,46,278,250,55,61,96
115236,584,479,313,-372,-58,343,-21,177,14,45,248,40,193,-130,249,194,19,13,-155,285,41,97,-61,94,224,34,58,97,175,6,30,71
115237,585,468,345,-381,-33,375,-3,152,41,59,277,-42,232,-115,257,231,-116,89,-125,261,59,135,-16,142,235,34,90,-128,154,-23,34,89
115238,550,459,309,-406,-39,404,-3,215,30,81,256,287,242,-130,251,199,-10,117,-119,236,73,148,-22,131,212,31,123,-43,125,-46,46,137
