,Fp1,Fp2,F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,T7,C3,Cz,C4,T8,TP9,CP5,CP1,CP2,CP6,TP10,P7,P3,Pz,P4,P8,PO9,O1,Oz,O2,PO10
43458,191,423,241,-112,11,163,-1845,193,-19,-114,39,-389,225,-433,127,-118,-283,-347,-33,711,-386,-666,-163,-310,-92,-142,119,-500,-225,-377,-571,70
43459,107,365,160,-183,-13,200,-1832,72,-41,-106,1,-453,192,-447,115,-65,-339,-403,-6,723,-347,-678,-296,-321,-77,-103,187,-549,-204,-294,-468,190
43460,139,267,168,-221,2,138,-1854,19,-34,-121,-11,-540,225,-437,122,-157,-349,-303,19,750,-332,-728,-181,-259,-48,-73,170,-390,-111,-251,-496,22
43461,176,232,214,-222,-14,89,-1821,61,-51,-109,9,-503,233,-423,120,-78,-483,-263,29,724,-340,-705,-103,-237,-34,-73,194,-409,-90,-241,-528,8
43462,210,208,261,-220,-12,29,-1781,76,-40,-130,10,-450,238,-425,121,-26,-475,-335,43,736,-294,-681,-130,-237,-32,-44,296,-533,-142,-252,-484,124
43463,215,294,239,-229,-5,-32,-1797,137,-41,-139,17,-412,246,-428,92,21,-250,-299,45,734,-336,-627,-126,-249,-30,-57,279,-657,-201,-317,-529,-21
43464,210,387,259,-213,16,68,-1836,212,-6,-112,-14,-281,294,-403,83,126,-189,-134,79,733,-337,-606,-57,-186,-2,-53,237,-501,-155,-271,-415,85
43465,271,467,352,-228,3,67,-1784,121,-8,-125,-49,-144,263,-389,101,198,-125,-288,79,751,-304,-630,93,-136,42,-4,277,-287,5,-123,-338,157
43466,292,464,400,-189,-26,28,-1701,96,-23,-120,-23,-92,276,-404,122,129,-78,-281,98,804,-263,-614,167,-88,62,32,376,-39,128,-48,-289,163
43467,329,477,237,-170,-12,36,-1677,191,-7,-97,-10,-178,313,-388,142,84,-126,-242,120,828,-226,-682,2,-102,75,75,374,-318,95,-61,-260,261
43468,291,457,256,-185,-21,64,-1713,239,-16,-114,4,-297,314,-406,116,-51,-146,-250,127,799,-260,-727,-6,-122,67,62,336,-238,95,-49,-257,238
43469,183,431,231,-128,-24,106,-1696,254,-14,-103,96,-378,311,-403,153,-77,-181,-258,104,806,-233,-714,-82,-153,60,77,424,-428,2,-101,-254,235
43470,150,437,230,-96,2,84,-1764,225,-10,-84,114,-428,314,-386,165,-31,-311,-258,98,818,-240,-764,-68,-170,61,84,363,-507,-19,-110,-300,255
43471,176,399,284,-111,10,105,-1802,198,-26,-67,128,-343,277,-374,203,34,-490,-205,106,854,-191,-764,8,-124,84,111,436,-475,0,-90,-264,285
43472,230,373,273,-130,-25,101,-1739,198,-29,-68,143,-290,235,-379,234,150,-282,-253,99,862,-118,-824,10,-140,85,140,579,-652,-46,-148,-299,181
43473,179,357,149,-178,-27,69,-1703,180,-48,-74,146,-147,196,-385,231,157,-142,-255,82,833,-141,-860,-22,-172,45,76,425,-532,-53,-227,-447,-68
43474,89,304,149,-258,-20,117,-1703,139,-62,-65,160,77,207,-415,218,138,-219,-193,78,821,-192,-893,-24,-196,25,14,277,-531,-126,-236,-420,164
43475,103,300,165,-221,-37,189,-1714,112,-52,-81,155,-231,278,-415,216,120,-256,-289,61,797,-196,-898,-46,-219,18,24,293,-562,-141,-198,-386,254
43476,116,315,149,-188,-35,151,-1733,75,-30,-86,110,-513,363,-423,178,104,-240,-314,71,805,-218,-751,-101,-197,7,13,308,-681,-133,-206,-376,293
43477,200,295,181,-231,-43,81,-1728,59,-17,-93,79,-491,368,-429,163,83,-161,-288,99,785,-259,-634,-145,-172,15,9,255,-364,-22,-127,-329,347
43478,322,323,294,-240,-44,103,-1670,39,-49,-71,76,-329,228,-400,194,111,-96,-319,65,801,-237,-594,-123,-219,31,22,265,-168,6,-99,-309,302
43479,348,429,370,-229,-31,175,-1655,175,-91,-79,75,-114,119,-410,214,143,-130,-268,63,812,-207,-549,-74,-184,46,52,345,-186,38,-65,-268,402
43480,258,474,341,-150,-41,183,-1674,107,-74,-88,114,-74,135,-416,224,101,-148,-263,70,807,-158,-607,-86,-196,30,59,418,-352,-33,-127,-323,342
43481,142,512,258,-171,-30,213,-1682,112,-38,-64,97,-195,201,-416,193,71,-254,-317,55,807,-182,-564,-156,-202,11,57,423,-471,-55,-164,-328,224
43482,44,432,254,-167,-37,204,-1747,173,-39,-87,51,-210,234,-425,171,36,-206,-318,66,813,-233,-584,-142,-190,10,49,396,-355,-14,-102,-275,299
43483,101,423,223,-239,-17,185,-1827,159,-26,-87,-18,-301,258,-401,163,67,-30,-321,95,812,-232,-606,-83,-168,15,12,354,-369,-24,-141,-395,207
43484,165,385,177,-250,-30,177,-1768,74,-59,-77,42,-347,224,-407,193,47,-106,-325,74,809,-219,-508,-75,-193,-4,28,333,-495,-74,-176,-371,273
43485,215,346,174,-186,-34,149,-1651,65,-49,-79,76,-393,230,-404,186,-18,-204,-300,78,816,-239,-454,-67,-192,6,47,305,-502,-147,-245,-417,285
43486,293,387,244,-146,-28,-22,-1582,194,-21,-97,50,-337,285,-369,189,75,-246,-257,88,831,-204,-507,-26,-142,42,60,408,-521,-105,-218,-437,208
43487,298,415,298,-197,-14,33,-1680,169,-32,-92,58,-291,310,-370,205,168,-235,-191,108,881,-146,-492,-92,-80,87,119,535,-428,8,-119,-318,265
43488,275,431,346,-233,-30,49,-1706,182,-24,-83,115,-335,312,-362,194,192,-167,-137,137,872,-177,-471,-108,-81,94,111,472,-270,27,-113,-300,275
43489,286,409,330,-203,-34,22,-1655,221,-1,-95,100,-307,292,-356,193,181,-119,-271,156,885,-171,-440,115,-37,119,114,434,-184,100,-14,-215,388
43490,290,380,324,-207,-33,52,-1675,194,9,-93,98,-236,302,-334,213,166,-104,-176,200,916,-102,-422,282,17,162,163,469,-246,187,68,-154,383
43491,289,303,376,-235,-33,36,-1640,144,14,-94,85,-178,292,-318,216,139,-86,-134,180,905,-126,-464,252,-1,156,165,460,-375,106,11,-153,398
43492,261,233,342,-223,-43,11,-1685,174,1,-112,41,-228,292,-357,183,116,-243,-250,113,878,-170,-481,-8,-136,91,96,391,-406,-35,-166,-343,256
43493,232,258,241,-201,-58,63,-1692,174,-20,-89,85,-262,300,-358,231,182,-197,-314,104,884,-149,-481,-78,-153,94,85,453,-462,-73,-184,-334,279
43494,177,325,284,-175,-55,66,-1613,196,-12,-72,117,-271,261,-357,254,210,-132,-273,128,920,-154,-490,-87,-102,110,108,519,-426,-2,-76,-268,378
43495,181,386,201,-147,-44,39,-1685,193,-26,-80,108,-382,228,-341,231,177,-127,-270,108,880,-155,-541,-99,-111,110,100,465,-390,6,-59,-270,354
43496,133,380,48,-148,-73,18,-1757,196,-35,-90,103,-433,216,-337,228,205,-143,-273,124,885,-127,-645,-100,-119,121,109,377,-323,81,-65,-266,314
43497,154,337,100,-164,-83,89,-1702,143,-44,-74,115,-316,222,-350,227,219,-93,-239,119,895,-120,-677,-41,-101,118,125,359,-203,125,-41,-229,309
43498,235,317,214,-167,-59,109,-1682,149,-33,-70,126,-238,239,-332,229,227,-74,-193,131,891,-106,-660,103,-63,144,153,433,-122,190,18,-196,315
43499,180,249,245,-258,-79,126,-1688,48,-47,-69,111,-151,206,-354,210,228,-187,-181,132,893,-110,-611,176,-54,123,154,488,-180,159,33,-197,286
43500,93,185,278,-244,-55,151,-1676,-35,-61,-81,44,-61,202,-360,192,335,-213,-225,124,885,-129,-631,34,-83,113,165,453,-419,104,8,-164,347
43501,170,197,358,-158,-38,152,-1645,35,-39,-78,42,-230,257,-357,217,385,-191,-261,114,880,-112,-623,-171,-149,105,159,422,-522,31,-29,-132,542
43502,204,279,307,-178,-67,99,-1656,40,-59,-88,83,-367,238,-364,201,206,-232,-283,80,850,-122,-507,-203,-180,78,116,477,-535,-24,-59,-166,592
43503,217,429,310,-182,-68,83,-1600,134,-48,-72,105,-285,228,-347,246,191,-209,-270,121,879,-70,-474,-105,-90,128,170,601,-391,94,15,-150,614
43504,206,464,340,-180,-64,140,-1619,196,-57,-57,110,-252,156,-334,257,59,-204,-240,125,867,-103,-431,62,-61,125,138,561,-343,74,-25,-221,318
43505,177,432,279,-182,-42,89,-1653,79,-56,-64,124,-83,154,-364,228,-24,-122,-201,108,832,-137,-531,165,-90,89,93,458,-358,-17,-173,-380,2
