,Fp1,Fp2,F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,T7,C3,Cz,C4,T8,TP9,CP5,CP1,CP2,CP6,TP10,P7,P3,Pz,P4,P8,PO9,O1,Oz,O2,PO10
101013,-82,157,121,203,-65,311,2595,279,4,97,176,59,263,-155,216,282,-122,-143,-14,108,-73,182,224,164,132,123,468,-84,116,-53,-1,322
101014,-38,130,203,221,-76,340,2423,278,-4,113,82,22,270,-152,238,261,-189,-145,-26,90,-46,205,202,154,133,140,529,-45,135,-46,-2,271
101015,-26,144,197,191,-71,147,2189,262,-13,117,115,-45,252,-162,288,72,-152,-192,-54,79,-49,213,163,119,86,116,425,-212,44,-135,-99,89
101016,-1,301,229,182,-62,30,2207,211,-16,113,254,-15,245,-128,314,176,-145,-175,-6,125,-28,186,154,139,117,140,443,-186,80,-98,-63,176
101017,-17,282,300,158,-79,312,2505,165,-21,132,151,28,244,-98,313,324,-149,-137,15,146,27,99,195,197,146,179,494,-32,150,-22,5,225
101018,-69,147,231,105,-91,315,2511,261,-19,110,-4,-99,257,-141,293,312,-164,-126,-11,114,6,37,202,189,129,160,468,-42,156,-44,-29,165
101019,-136,102,46,126,-95,274,2459,302,-4,94,26,2,261,-128,296,315,-52,-143,-14,120,8,225,249,165,147,149,487,-16,156,-45,-14,197
101020,-110,239,35,230,-72,159,2576,366,-4,79,-23,-48,272,-112,289,328,-212,-162,0,139,17,196,164,162,151,164,538,-90,90,-64,-33,198
101021,-96,234,82,262,-57,420,2540,472,3,105,-25,-111,250,-129,257,266,-222,-182,-21,113,-28,-9,112,128,113,141,470,-255,44,-121,-75,157
101022,-111,197,112,225,-45,315,2502,527,14,106,-18,-110,242,-145,253,236,-229,-180,-54,104,-49,82,148,132,94,143,426,-157,83,-88,-40,182
101023,-43,252,180,160,-23,86,2516,398,11,103,-45,24,278,-131,247,230,-194,-102,-2,124,-72,231,202,193,135,167,478,-50,146,-41,-9,228
101024,-73,246,194,132,-32,151,2507,239,-14,104,-30,8,258,-146,234,204,-186,-131,-10,114,-54,225,220,172,125,173,465,-102,147,-64,-29,195
101025,-78,281,245,214,-35,325,2417,210,-3,90,33,19,261,-127,263,231,-169,-142,-15,116,-22,175,223,207,150,174,479,-126,149,-58,-42,179
101026,-51,272,271,226,-26,0,2366,278,-8,70,28,200,283,-129,259,241,-184,-95,29,125,-13,169,265,237,161,170,518,-67,168,-25,0,197
101027,-63,216,306,199,-37,6,2548,271,18,47,13,65,306,-140,220,219,-157,-61,30,114,-40,115,283,228,163,170,506,-4,199,-23,-7,189
101028,-17,149,251,170,-77,376,2502,330,-16,64,31,-99,298,-141,207,207,-156,-67,7,98,-54,21,228,214,154,146,483,-40,187,-44,-25,176
101029,27,138,275,236,-63,240,2508,228,-16,52,23,-57,294,-159,197,194,-185,-50,9,93,-69,-120,237,207,130,135,439,-68,159,-70,-40,196
101030,39,143,322,235,-25,372,2516,98,-10,74,78,-52,294,-165,203,163,-203,-78,1,85,-86,107,235,220,105,111,421,-46,179,-93,-71,148
101031,45,231,324,173,-35,331,2570,240,-26,42,30,2,260,-159,203,216,-110,-111,0,86,-31,129,305,237,127,119,511,73,233,-18,-18,168
101032,23,313,301,142,-49,262,2604,183,-7,45,21,-3,261,-178,194,277,-79,-101,-11,80,-35,148,290,207,118,131,545,39,186,-44,-55,114
101033,32,340,293,184,-49,188,2587,216,-19,36,-36,43,259,-196,151,257,-50,-96,-19,50,-80,159,237,192,95,105,445,-112,145,-78,-73,166
101034,36,361,243,227,-35,248,2654,299,-16,28,-58,111,267,-191,150,217,-32,-69,-24,54,-99,105,261,192,99,72,421,-81,145,-102,-96,117
101035,0,311,207,198,-49,241,2657,304,-24,18,-57,89,263,-204,170,207,-45,-76,-34,25,-113,62,276,178,70,53,418,-2,173,-102,-86,125
101036,-7,313,211,171,-34,278,2641,354,-7,22,-5,68,270,-169,169,185,-2,-75,-29,17,-104,39,296,180,51,63,424,-28,141,-96,-85,168
101037,19,337,216,193,-31,351,2603,391,-27,41,80,21,242,-192,147,128,-26,-106,-76,-7,-149,25,255,148,13,26,368,-45,103,-139,-137,127
101038,13,298,177,245,-22,342,2483,403,-13,49,164,-10,246,-200,162,251,-117,-147,-89,-5,-152,29,208,138,-4,23,361,-20,135,-92,-105,128
101039,16,275,210,236,-45,169,2399,343,-23,58,128,-25,232,-199,176,164,-128,-169,-77,-7,-146,-19,185,134,-10,30,377,-88,108,-126,-138,128
101040,38,278,237,229,-42,-49,2489,337,-37,76,158,-6,216,-214,201,-23,-117,-173,-77,2,-121,19,177,113,-9,27,397,-128,66,-195,-199,24
101041,15,227,233,235,-26,-76,2509,382,-12,75,97,22,221,-214,207,95,-149,-152,-81,11,-107,9,203,132,14,8,363,-77,102,-136,-152,85
101042,21,197,256,258,6,386,2459,374,9,107,15,15,228,-207,203,144,-177,-144,-75,-10,-149,16,191,145,-2,2,321,-135,66,-153,-179,85
101043,-23,127,179,271,-9,306,2442,318,-6,72,-38,-87,210,-234,192,170,-203,-187,-107,-39,-174,1,145,89,-40,-38,282,-156,40,-222,-241,7
101044,-23,72,166,291,-28,93,2487,306,6,48,-3,-31,242,-234,189,168,-230,-167,-112,-36,-172,-137,146,78,-40,-56,293,-114,40,-224,-247,-3
101045,-13,117,24,242,-16,184,2467,287,0,47,22,41,217,-214,189,177,-235,-236,-117,-18,-168,-104,157,61,-26,-46,302,-100,57,-204,-238,16
101046,18,241,64,226,-22,277,2404,371,4,40,-20,-123,213,-209,180,166,-226,-233,-99,-22,-183,76,100,51,-42,-81,275,-285,-12,-271,-252,32
101047,-3,295,102,245,-5,390,2388,572,33,66,56,-215,259,-196,192,95,-205,-168,-74,-22,-193,-121,101,85,-51,-79,239,-200,19,-236,-232,-56
101048,-115,95,-3,124,-19,340,2291,556,14,66,130,-165,249,-200,209,111,-231,-190,-83,-20,-182,-129,106,87,-33,-73,279,-78,44,-211,-231,4
101049,-125,38,58,92,-33,176,2226,481,1,53,-38,-174,226,-197,214,181,-320,-240,-90,10,-166,-12,115,68,-30,-58,287,-198,2,-246,-268,-24
101050,-77,152,170,107,-35,207,2363,260,-30,61,-56,-190,180,-187,221,138,-362,-274,-110,8,-160,-19,123,71,-56,-61,253,-319,-13,-251,-284,2
101051,-15,245,218,91,-41,214,2399,42,-55,58,-28,-122,169,-214,204,99,-391,-214,-122,-28,-193,56,145,57,-56,-95,227,-256,1,-275,-287,-31
101052,-36,284,214,86,-40,245,2424,0,-55,37,-142,-99,158,-229,171,131,-293,-238,-110,-33,-226,-24,85,47,-32,-92,225,-252,-18,-285,-308,-74
101053,2,272,254,128,-18,371,2328,46,-41,95,-59,-109,184,-212,196,105,-219,-220,-96,-16,-210,0,-64,54,-36,-109,215,-253,-41,-293,-311,-98
101054,-55,275,208,82,-19,331,2303,19,-57,117,27,-116,147,-222,227,199,-286,-238,-119,-25,-197,-25,-26,48,-36,-105,207,-235,-37,-285,-300,-70
101055,-81,304,220,139,-5,30,2230,107,-57,65,37,-72,123,-209,216,162,-296,-265,-109,-4,-162,-78,80,56,-31,-63,256,-202,-2,-255,-263,-34
101056,-56,198,233,217,-16,135,2256,182,-25,76,105,17,162,-185,237,51,-225,-231,-91,14,-101,-161,69,67,-19,-31,297,-223,-21,-236,-233,8
101057,-50,141,155,225,-23,272,2399,199,-43,77,128,-77,165,-205,220,49,-266,-224,-121,-8,-155,24,61,40,-44,-66,232,-230,-51,-296,-300,-51
101058,-63,205,136,266,-33,21,2245,292,-24,48,100,-150,176,-199,206,107,-309,-245,-108,-14,-184,99,42,26,-31,-41,247,-233,-38,-289,-302,-27
101059,-98,266,124,304,-45,-223,2388,404,-2,59,33,-31,196,-195,200,199,-337,-263,-102,10,-154,89,34,46,-9,-11,298,-309,-35,-267,-246,30
101060,-190,118,7,209,-59,541,2178,325,-31,104,227,11,173,-214,195,142,-311,-275,-128,-25,-202,-6,2,5,-52,-58,255,-317,-65,-337,-306,-93
101061,-228,4,-17,163,-51,731,1908,250,-45,127,216,15,145,-214,205,156,-320,-301,-142,-31,-193,-103,4,-10,-72,-56,313,-280,-76,-339,-339,-129
101062,-124,277,94,227,-28,593,2377,325,-40,133,124,54,179,-198,209,146,-309,-278,-106,-4,-155,-195,46,19,-49,-27,289,-287,-56,-310,-303,-76
101063,-145,336,120,157,-32,236,2500,421,-18,93,101,-53,215,-209,203,185,-257,-239,-111,4,-157,63,0,22,-47,-32,226,-337,-84,-330,-321,-71
101064,-153,239,133,158,-40,62,2500,466,8,22,-71,-220,223,-192,173,222,-320,-235,-96,1,-142,114,-73,47,-20,0,308,-330,-50,-278,-270,-40
101065,-117,221,131,222,-45,177,2501,420,14,7,-164,-244,221,-191,167,218,-372,-203,-78,19,-137,15,-47,70,1,0,334,-292,-40,-268,-254,-75
101066,-105,147,123,182,-59,88,2392,403,3,11,-142,-215,232,-181,186,251,-226,-182,-63,23,-120,-22,50,81,30,27,381,-200,27,-231,-219,-31
101067,-50,106,189,218,-77,25,2501,388,-10,20,-142,-107,261,-164,199,192,-163,-152,-42,47,-87,39,211,157,68,83,402,-89,108,-151,-133,18
101068,-27,90,158,195,-69,150,2487,300,15,47,-126,-47,261,-141,228,225,-362,-147,0,79,-48,90,155,183,107,116,477,-149,126,-96,-87,122
101069,5,80,134,199,-45,233,2453,289,17,41,-53,-23,272,-133,229,262,-259,-136,-3,88,-42,175,104,167,100,141,494,-218,86,-119,-96,188
101070,32,135,127,95,-59,191,2469,277,-2,45,-14,-22,258,-169,217,221,-206,-129,-21,54,-73,106,123,155,76,107,450,-151,85,-153,-145,71
101071,0,224,73,80,-68,190,2480,316,-33,39,3,-50,240,-181,206,199,-253,-136,-47,32,-71,46,142,145,44,96,477,-131,105,-153,-131,102
101072,0,339,229,151,-71,235,2517,350,-5,62,4,-34,265,-173,228,134,-212,-109,-41,50,-60,34,160,167,61,125,454,-134,124,-122,-80,117
101073,49,357,295,154,-52,237,2533,291,11,90,38,-8,287,-139,253,114,-195,-72,6,80,-23,-59,211,219,112,152,454,-43,180,-36,-26,197
