,Fp1,Fp2,F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,T7,C3,Cz,C4,T8,TP9,CP5,CP1,CP2,CP6,TP10,P7,P3,Pz,P4,P8,PO9,O1,Oz,O2,PO10
121138,14,184,-153,-89,-130,248,99,-52,-121,-42,-33,-186,-183,-337,-33,-13,-378,-327,-91,52,-664,137,77,159,-46,145,197,-105,178,-76,40,-4
121139,15,274,-101,-109,-130,225,64,-76,-131,-71,-28,-197,-178,-318,-36,-17,-409,-321,-78,49,-653,163,65,154,-35,156,211,-92,191,-57,48,17
121140,-8,294,-105,-126,-149,232,8,-110,-125,-80,-29,-268,-189,-308,-48,-35,-324,-337,-81,52,-640,161,75,168,-30,165,207,-23,229,-64,46,-22
121141,-28,304,-103,-164,-140,257,40,-133,-115,-51,-17,-289,-196,-301,-30,5,-260,-351,-88,45,-624,180,23,144,-32,141,234,-38,186,-63,69,21
121142,-12,343,-102,-200,-142,292,85,-112,-132,-14,38,-243,-199,-285,-4,135,-280,-356,-76,36,-589,125,-16,130,-30,141,252,36,171,-55,62,51
121143,-19,315,-140,-183,-144,302,126,-100,-132,-33,47,-259,-193,-297,-8,211,-296,-382,-112,21,-580,-19,-38,108,-73,127,224,85,168,-85,35,32
121144,-35,229,-186,-102,-126,320,67,-45,-114,-38,35,-253,-194,-297,-10,118,-261,-353,-130,22,-555,132,-34,94,-94,118,290,101,138,-105,12,93
121145,-30,223,-261,-59,-121,323,23,-9,-106,-17,42,-240,-179,-305,-12,-50,-212,-352,-121,4,-599,111,-33,85,-115,75,257,99,122,-122,-44,9
121146,-33,207,-236,-80,-133,328,43,-13,-114,-40,26,-236,-187,-313,-39,-92,-205,-366,-122,-43,-645,88,-40,68,-137,18,146,115,107,-172,-106,-43
121147,1,275,-145,-70,-137,301,24,-18,-112,-48,-4,-217,-192,-321,-51,-112,-268,-355,-150,-45,-678,135,-45,68,-168,-29,111,78,60,-218,-148,-40
121148,1,345,-96,-52,-124,298,8,-68,-104,-45,19,-196,-193,-324,-44,-46,-225,-354,-145,-49,-685,100,-31,59,-177,-23,103,58,42,-241,-152,-29
121149,18,342,-59,-50,-139,284,-9,-124,-126,-69,8,-224,-208,-345,-76,-162,-250,-384,-160,-90,-770,34,-102,13,-212,-87,-33,-12,-40,-349,-255,-138
121150,94,297,-46,-91,-121,281,-27,-113,-140,-63,-38,-237,-231,-351,-87,-193,-191,-418,-181,-92,-827,86,-119,-6,-230,-127,-58,-10,-65,-355,-270,-104
121151,59,285,-74,-101,-107,284,-21,-87,-128,-54,-50,-300,-233,-360,-116,-151,-205,-471,-199,-114,-870,50,-173,-50,-259,-167,-106,-39,-146,-422,-324,-160
121152,3,334,-30,-48,-105,292,39,-108,-119,-45,-34,-301,-239,-362,-117,-157,-268,-437,-199,-125,-894,22,-142,-56,-254,-207,-143,-16,-143,-459,-384,-278
121153,37,415,36,-90,-86,319,57,-89,-128,-5,-20,-298,-226,-363,-93,-126,-260,-427,-190,-117,-853,43,-138,-57,-258,-191,-147,-65,-187,-493,-405,-290
121154,40,474,7,-99,-109,368,-8,-55,-141,-11,-126,-322,-221,-366,-115,-133,-260,-420,-204,-135,-874,45,-176,-71,-258,-220,-203,-86,-204,-520,-407,-255
121155,44,504,14,-52,-103,358,-36,-18,-136,-20,-101,-258,-215,-364,-128,-121,-271,-397,-208,-133,-890,10,-158,-53,-272,-227,-244,-98,-201,-533,-430,-214
121156,16,442,31,-59,-86,323,40,39,-124,-31,0,-241,-228,-362,-104,-94,-264,-436,-178,-122,-847,32,-142,-48,-263,-218,-201,-29,-196,-524,-438,-229
121157,8,371,-29,-122,-113,305,56,-12,-130,-44,20,-274,-238,-378,-98,-103,-265,-427,-195,-110,-836,-57,-119,-46,-247,-214,-193,-30,-186,-532,-446,-264
121158,1,316,-99,-81,-123,299,79,-245,-122,-21,32,-241,-238,-367,-80,-98,-246,-383,-189,-104,-808,53,-89,-32,-256,-197,-151,-22,-153,-505,-429,-224
121159,54,273,-177,56,-96,234,101,-9,-104,-38,-5,-332,-233,-374,-97,-103,-281,-413,-189,-110,-824,-2,-131,-50,-268,-226,-188,-62,-157,-542,-456,-210
121160,18,152,-299,19,-101,216,19,91,-119,-65,-33,-364,-249,-390,-118,-102,-258,-485,-224,-143,-854,-74,-135,-89,-287,-256,-253,-77,-173,-561,-485,-250
121161,-69,118,-231,7,-89,256,-8,77,-109,-68,-11,-236,-223,-392,-103,-79,-159,-412,-202,-128,-837,103,-32,-43,-277,-223,-209,23,-90,-470,-425,-233
121162,29,183,-77,-35,-67,265,14,58,-108,-42,-16,-159,-190,-388,-104,-87,-218,-327,-192,-108,-843,135,27,-32,-272,-205,-149,-11,-113,-507,-411,-165
121163,64,193,48,-75,-65,301,14,-16,-113,-26,25,-111,-198,-375,-90,-89,-282,-308,-202,-132,-828,131,92,-2,-283,-202,-85,-68,-85,-500,-403,-204
121164,28,246,41,-87,-83,333,47,-51,-129,-19,36,-173,-227,-394,-91,-85,-226,-372,-214,-123,-823,154,74,-8,-277,-180,-13,-84,-58,-456,-381,-131
121165,23,347,8,-125,-107,286,49,-73,-137,-44,-14,-205,-246,-393,-111,-93,-248,-389,-231,-156,-844,125,36,-32,-309,-188,-21,-64,-63,-479,-371,-96
121166,-2,427,-5,-131,-128,270,45,-105,-139,-23,-16,-201,-243,-378,-110,-76,-239,-381,-248,-144,-815,148,23,-37,-307,-165,19,57,-51,-451,-322,-70
121167,-2,398,-4,-142,-116,268,61,-137,-155,-35,1,-219,-265,-383,-85,-56,-255,-398,-265,-119,-787,156,-11,-44,-307,-118,69,56,-54,-444,-304,-106
121168,-32,384,-47,-148,-111,187,79,-136,-156,-47,-27,-240,-285,-385,-98,-40,-262,-404,-249,-118,-766,121,-13,-60,-294,-122,47,1,-72,-475,-332,-131
