,Fp1,Fp2,F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,T7,C3,Cz,C4,T8,TP9,CP5,CP1,CP2,CP6,TP10,P7,P3,Pz,P4,P8,PO9,O1,Oz,O2,PO10
33492,24,104,192,-63,38,718,57,138,-158,-329,-10,74,-13,-321,-22,14,28,-70,-82,75,-304,-10,29,-322,-175,46,175,-184,-20,-272,-255,-382
33493,-10,70,199,-76,24,697,55,115,-146,-340,-62,91,-38,-306,-57,-11,13,-84,-98,72,-307,-18,39,-333,-181,29,151,-176,-10,-286,-257,-401
33494,-1,55,230,-85,17,696,25,83,-154,-349,-60,78,-40,-302,-54,0,31,-88,-91,64,-303,-36,33,-344,-171,43,142,-172,-28,-286,-256,-396
33495,34,66,257,-49,45,732,-10,109,-140,-327,13,93,-10,-308,-30,23,63,-39,-76,68,-306,-31,41,-323,-165,44,149,-180,-37,-312,-271,-370
33496,68,78,241,-56,59,745,-33,101,-159,-335,-21,85,-31,-319,-62,2,41,-54,-103,64,-330,32,26,-354,-168,14,160,-210,-47,-328,-282,-357
33497,69,101,233,-70,41,740,30,80,-184,-348,-32,98,-55,-349,-79,-14,22,-98,-121,53,-313,48,36,-372,-172,5,177,-218,-62,-326,-289,-385
33498,71,72,247,-49,53,733,76,101,-166,-338,2,156,-24,-333,-43,17,32,-39,-119,69,-300,31,100,-337,-178,41,212,-186,-28,-287,-256,-392
33499,76,45,278,-50,62,710,66,123,-158,-343,33,138,-18,-322,-21,60,88,-22,-112,86,-280,45,117,-331,-160,56,234,-184,-15,-311,-271,-319
33500,25,68,243,-40,62,657,80,107,-166,-356,22,126,-30,-340,-14,70,85,-52,-105,75,-265,59,67,-325,-136,38,245,-180,-26,-289,-248,-330
33501,-10,103,218,-33,60,632,77,99,-184,-366,5,115,-44,-340,-37,62,61,-68,-105,52,-288,55,45,-338,-164,30,226,-168,-36,-296,-257,-334
33502,33,145,244,-20,73,699,111,118,-173,-332,32,100,-35,-331,-17,101,77,-61,-114,65,-297,67,52,-340,-181,28,232,-162,-35,-294,-245,-304
33503,51,139,251,-63,76,728,149,115,-179,-326,46,106,-30,-340,-22,92,58,-82,-136,53,-299,71,28,-357,-161,11,205,-179,-42,-289,-278,-330
33504,38,78,195,-79,79,726,85,99,-181,-330,20,73,-58,-360,-40,64,95,-103,-160,31,-305,57,-14,-388,-189,13,182,-203,-84,-320,-280,-355
33505,35,62,166,-86,92,758,106,84,-198,-316,18,36,-110,-371,-46,62,136,-193,-198,22,-307,46,-64,-429,-224,-19,175,-214,-102,-318,-297,-353
33506,21,63,167,-102,76,741,95,57,-206,-345,13,23,-126,-404,-57,46,45,-188,-204,-11,-317,17,-44,-460,-239,-15,146,-232,-109,-332,-293,-358
33507,44,126,159,-100,85,708,21,64,-186,-353,15,-3,-103,-414,-71,32,-21,-141,-195,-1,-330,27,-24,-445,-240,-16,124,-216,-106,-355,-304,-348
33508,34,148,161,-73,97,717,57,13,-205,-332,30,-4,-114,-418,-75,52,31,-179,-198,12,-333,38,-65,-440,-221,-18,128,-196,-105,-338,-296,-355
33509,8,177,120,-92,97,723,92,-163,-199,-318,62,-31,-111,-420,-71,94,94,-183,-192,14,-327,-14,-50,-422,-201,-3,137,-159,-79,-338,-269,-356
