,Fp1,Fp2,F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,T7,C3,Cz,C4,T8,TP9,CP5,CP1,CP2,CP6,TP10,P7,P3,Pz,P4,P8,PO9,O1,Oz,O2,PO10
111999,301,71,431,-149,-6,381,18,176,17,-63,-46,615,681,-367,0,58,-153,75,220,-40,272,235,335,-154,134,101,457,-178,24,-98,-155,447
112000,267,17,408,-198,-3,416,-9,160,44,-42,-49,473,718,-353,20,-8,-78,126,285,0,270,220,407,-80,196,130,383,-47,134,15,-35,519
112001,207,17,282,-247,-27,398,-27,187,48,-48,-22,672,712,-370,10,-270,-109,141,279,-45,195,134,414,-88,153,77,181,-17,140,-33,-165,228
112002,256,73,295,-237,-15,329,7,157,12,-83,-73,1029,700,-397,-50,-138,-231,173,234,-107,123,78,344,-163,63,-36,0,-291,-59,-295,-543,-234
112003,297,143,459,-89,28,259,26,230,73,-70,-149,893,802,-353,-73,268,-175,280,287,-90,175,96,332,-132,93,-16,94,-465,-157,-360,-545,-206
112004,195,84,443,-130,-20,272,8,170,50,-75,-62,793,775,-369,-29,106,-228,142,248,-74,206,192,310,-156,103,57,215,-492,-182,-292,-384,101
112005,123,31,523,-155,-4,403,15,169,47,-43,10,986,749,-363,11,70,-215,111,247,-51,205,138,343,-154,101,79,253,-342,-148,-286,-416,-117
112006,55,11,477,-175,0,399,8,159,30,-30,23,801,731,-370,19,27,-95,121,248,-27,220,163,346,-143,123,123,308,-299,-47,-189,-316,-132
112007,100,112,493,-180,-25,252,72,95,11,-41,-2,731,693,-351,34,-55,-9,135,276,5,245,289,386,-60,176,151,405,-176,39,-53,-82,317
112008,220,228,505,-112,-21,230,69,142,22,-69,-44,853,718,-360,-18,-41,72,180,274,-57,190,305,442,-32,167,82,200,-61,86,-103,-212,226
112009,259,211,392,-115,-30,238,13,134,14,-100,-109,867,727,-398,-59,-71,21,148,247,-109,131,349,371,-81,99,22,46,-24,46,-219,-418,-123
112010,201,183,363,-111,-54,131,-81,120,7,-123,-159,887,680,-404,-84,-100,29,150,242,-121,75,253,405,-88,90,-7,77,96,61,-189,-393,-8
112011,190,184,399,-129,0,241,-58,174,37,-81,-210,949,707,-386,-71,-53,50,152,269,-98,125,237,348,-107,95,15,143,-117,-4,-209,-375,89
112012,107,101,327,-117,-44,307,-63,151,26,-96,-133,871,696,-405,-60,-84,-100,84,244,-83,135,289,246,-143,84,31,194,-331,-85,-212,-294,183
112013,103,64,317,-155,-71,185,-84,133,5,-123,-100,751,669,-444,-83,-134,-435,60,218,-127,153,262,187,-188,30,17,163,-471,-168,-314,-393,52
112014,231,65,347,-249,-66,189,-43,119,14,-132,-73,769,677,-435,-82,-208,-367,127,215,-144,131,222,296,-158,31,27,113,-495,-163,-352,-461,41
112015,261,3,417,-228,-62,219,-15,113,42,-104,-28,790,741,-389,-29,-147,-29,267,278,-97,128,227,359,-70,93,58,117,-440,-85,-234,-305,145
112016,138,-50,446,-226,-53,247,-96,142,25,-109,-48,717,714,-396,-51,-114,40,224,228,-151,90,81,232,-134,17,-48,-59,-282,-143,-324,-557,-178
112017,166,-41,411,-223,-35,203,-102,174,20,-93,-44,616,675,-414,-27,-26,-9,-15,199,-148,128,35,264,-175,12,-36,58,-243,-111,-322,-551,-189
