,Fp1,Fp2,F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,T7,C3,Cz,C4,T8,TP9,CP5,CP1,CP2,CP6,TP10,P7,P3,Pz,P4,P8,PO9,O1,Oz,O2,PO10
59968,-551,-117,-447,-292,-461,147,-558,270,-1,-78,-106,176,311,-225,53,-95,946,48,357,248,118,87,383,79,167,404,309,-179,-104,-92,55,142
59969,-546,-105,-411,-265,-441,253,-512,205,7,-57,-52,327,319,-227,53,17,1052,72,369,240,124,106,428,45,149,371,316,-84,-135,-225,-122,-2
59970,-557,-168,-507,-282,-474,342,-517,146,-10,-62,-33,410,264,-258,43,-174,1039,37,326,223,96,64,407,0,112,342,304,-122,-195,-301,-229,-121
59971,-508,-175,-548,-245,-480,268,-548,172,-13,-70,-94,485,263,-230,35,-136,1036,25,300,237,109,123,402,39,147,346,306,-67,-97,-141,-32,102
59972,-466,-142,-457,-201,-466,286,-591,258,27,-45,-108,486,310,-216,32,-65,1081,52,341,243,42,172,361,109,189,348,156,300,90,45,126,304
59973,-543,-97,-518,-216,-481,157,-715,272,-1,-100,-132,363,329,-239,-5,-73,1024,13,343,240,12,205,327,112,171,350,218,174,103,79,233,567
59974,-473,-1,-565,-231,-495,-39,-632,320,-4,-107,-124,355,327,-250,21,-66,983,46,333,232,73,305,342,97,162,388,369,51,8,-28,109,505
59975,-354,106,-443,-188,-448,50,-457,292,29,-68,-84,337,347,-219,28,-84,994,199,347,254,64,472,289,126,179,392,369,51,0,-37,36,322
59976,-305,98,-381,-211,-416,96,-411,259,17,-63,-137,227,353,-221,-8,-115,966,154,354,229,-1,442,386,116,156,305,103,-40,-32,-108,-105,-8
59977,-395,-20,-441,-283,-459,28,-481,219,-1,-99,-148,176,307,-255,-34,-86,975,-35,341,200,-46,287,468,60,99,243,-17,-144,-102,-162,-119,-23
59978,-382,-33,-394,-266,-461,122,-524,216,17,-74,-62,244,326,-240,10,-113,964,16,357,230,-38,309,392,44,91,276,54,-229,-137,-163,-37,179
59979,-384,-4,-392,-276,-473,198,-552,192,-8,-59,-73,251,271,-255,17,-146,790,-31,340,220,-6,294,174,-26,81,294,117,-344,-219,-206,2,304
59980,-400,36,-422,-280,-472,146,-466,166,-13,-56,-30,296,255,-230,37,-169,827,1,324,231,23,284,148,-13,111,299,192,-285,-191,-212,13,276
59981,-542,17,-525,-260,-486,60,-462,148,-25,-86,-56,229,267,-246,26,-177,913,-20,298,205,1,129,111,-13,79,297,158,-227,-199,-236,-50,163
59982,-543,27,-519,-216,-446,52,-489,199,1,-70,-46,204,278,-229,33,-155,943,5,309,248,33,2,136,3,76,311,180,-169,-206,-241,-90,130
