,Fp1,Fp2,F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,T7,C3,Cz,C4,T8,TP9,CP5,CP1,CP2,CP6,TP10,P7,P3,Pz,P4,P8,PO9,O1,Oz,O2,PO10
71611,381,468,368,463,29,19,-6,9,119,117,11,253,263,43,-331,49,104,-129,-270,-186,-369,427,356,-44,283,-286,264,-35,-29,-151,64,210
71612,348,468,332,448,23,16,5,18,113,153,31,274,235,61,-316,138,40,-88,-269,-213,-400,459,368,-39,289,-302,229,-121,-87,-190,27,218
71613,365,470,388,466,70,79,25,29,131,174,138,340,261,80,-267,99,37,-64,-248,-190,-385,421,401,-22,293,-303,215,-129,-72,-217,-3,192
71614,382,412,451,473,72,113,-27,74,132,157,147,296,278,67,-273,38,56,-63,-239,-206,-380,346,416,-51,275,-297,235,-225,-118,-270,-33,100
71615,385,374,466,472,36,183,55,88,140,166,170,288,282,61,-258,7,-11,-83,-239,-199,-360,302,413,-61,271,-297,258,-333,-182,-293,-40,49
71616,342,403,461,459,40,122,73,103,148,182,193,276,310,83,-249,62,-78,-54,-231,-163,-313,311,468,-36,297,-266,299,-60,-122,-239,9,67
71617,385,338,408,492,8,60,20,134,148,163,115,236,328,56,-242,122,-216,-14,-230,-169,-290,171,589,-38,277,-273,341,-89,-158,-295,-104,-40
71618,393,309,368,447,1,8,59,102,148,154,36,148,330,70,-229,252,-324,15,-212,-150,-255,-77,629,-6,287,-223,370,26,-70,-247,-95,-43
71619,291,409,340,418,-8,28,82,52,123,149,17,30,325,64,-254,243,-206,35,-221,-121,-231,196,554,-24,317,-176,456,-109,-9,-174,-58,54
71620,230,433,345,436,0,135,89,64,138,152,76,-107,330,60,-235,111,-99,11,-252,-142,-261,355,403,-45,286,-214,399,-240,-140,-314,-141,27
71621,291,468,404,526,24,119,56,98,146,144,108,-90,332,63,-278,17,-76,26,-270,-180,-336,350,281,-53,241,-282,289,-276,-227,-360,-128,71
71622,336,548,435,548,41,56,92,90,150,157,202,103,311,47,-286,67,-13,-69,-291,-208,-336,293,260,-111,235,-286,354,-269,-241,-333,-19,222
71623,312,496,433,551,58,26,117,95,158,167,235,329,307,63,-211,188,40,-202,-291,-186,-219,218,386,-78,267,-238,445,-137,-133,-229,67,301
71624,241,484,326,538,43,15,110,120,145,144,145,339,277,56,-239,166,-16,-143,-277,-166,-247,397,427,-42,265,-243,433,-134,-111,-206,80,157
71625,349,586,386,495,64,42,97,36,149,165,135,390,297,82,-240,54,34,-88,-273,-179,-292,542,435,-14,274,-240,313,-80,-107,-230,-21,46
71626,331,533,316,469,49,39,35,114,143,143,95,229,326,95,-253,86,-45,-107,-299,-186,-330,414,357,-53,267,-244,291,49,-81,-182,25,175
71627,217,536,289,555,65,67,14,223,181,156,88,-39,362,89,-217,141,-174,-76,-285,-154,-281,382,315,-62,279,-225,443,66,-70,-177,30,102
71628,145,541,354,528,58,123,86,204,159,167,138,-91,324,84,-195,177,-192,-111,-255,-152,-223,363,300,-73,295,-206,480,-26,-43,-78,191,266
71629,227,456,300,470,57,130,98,88,149,155,63,95,293,85,-233,324,-6,-112,-237,-145,-216,455,313,-30,330,-182,457,-18,21,17,356,521
71630,343,405,251,393,79,57,106,7,135,146,66,162,251,84,-225,115,118,-133,-259,-155,-256,637,369,-3,316,-207,423,92,5,-119,138,381
71631,405,397,261,333,68,44,130,17,124,156,142,197,245,65,-233,-46,125,-188,-280,-189,-350,522,368,-27,265,-302,278,107,-68,-314,-202,-95
71632,366,360,260,318,59,126,109,7,112,178,196,210,256,66,-202,7,90,-180,-260,-187,-326,378,359,-3,282,-280,265,124,-51,-231,-91,-92
71633,404,458,324,374,78,163,82,-22,129,219,214,162,295,104,-158,-200,52,-180,-201,-154,-270,395,358,21,322,-221,373,125,-15,-171,11,122
71634,362,440,367,381,54,159,85,-29,131,204,224,102,302,84,-166,-381,30,-191,-213,-161,-271,403,368,10,313,-201,388,96,-11,-193,-51,24
71635,239,328,311,364,32,133,86,-69,103,166,253,19,284,64,-208,-325,-72,-186,-237,-186,-296,376,290,-21,284,-237,368,-120,-122,-320,-154,-95
71636,247,267,278,372,59,93,9,-69,124,167,183,93,341,74,-247,-86,-332,-147,-206,-197,-308,342,296,-13,297,-241,349,-192,-155,-299,-111,-85
71637,287,265,329,433,87,74,5,-6,126,178,106,174,388,89,-229,144,-233,-53,-173,-212,-298,213,489,40,319,-258,296,-187,-108,-224,-27,26
71638,371,223,299,357,70,81,-23,21,136,178,85,255,318,110,-195,272,6,-32,-144,-180,-236,144,669,96,344,-216,315,-235,-45,-186,36,152
71639,394,266,248,380,49,125,22,17,126,166,75,207,271,117,-217,328,-67,-101,-157,-136,-236,173,598,28,338,-176,363,-33,-7,-157,97,252
71640,412,369,221,443,30,90,20,66,131,157,32,180,300,107,-240,-59,10,-151,-175,-153,-301,297,683,39,316,-223,414,177,54,-131,58,199
71641,421,507,266,496,29,44,14,159,139,160,51,194,343,104,-244,-327,74,-85,-168,-175,-344,312,800,57,320,-302,273,217,93,-148,-18,4
71642,370,527,260,473,16,-48,-143,192,140,128,10,-19,411,116,-259,-285,-78,79,-167,-180,-350,268,746,95,323,-289,267,132,131,-55,85,169
71643,298,456,259,495,25,6,-169,226,154,144,70,-192,430,125,-243,-70,-140,76,-131,-170,-319,212,606,65,331,-306,264,-2,28,-120,48,189
71644,265,453,228,548,17,15,-26,211,160,151,98,-307,401,114,-234,126,-120,10,-149,-171,-294,181,527,46,333,-314,205,7,-76,-239,-13,80
71645,280,473,297,582,50,84,33,190,174,149,114,-253,417,123,-234,98,-211,-20,-153,-165,-326,235,394,48,333,-322,119,93,-78,-310,-174,-21
71646,265,521,313,513,36,118,27,207,171,151,146,-45,409,93,-220,87,-200,-19,-148,-164,-334,215,427,88,347,-298,107,169,63,-197,-63,-4
71647,288,513,308,470,31,117,-34,172,177,165,152,76,406,112,-225,33,-38,32,-106,-145,-347,448,600,163,376,-268,149,383,165,-121,44,86
71648,274,423,295,446,42,122,-87,27,154,176,150,130,353,96,-223,100,84,-37,-140,-119,-303,425,439,67,344,-251,250,139,39,-131,64,241
71649,210,481,259,417,27,91,-28,20,140,163,174,141,321,112,-228,125,122,-110,-193,-127,-256,435,360,-13,328,-213,425,-102,-30,-161,41,280
71650,325,518,201,477,57,68,23,58,156,174,152,289,322,127,-173,136,179,-69,-165,-79,-195,590,519,58,393,-138,553,134,58,-91,109,322
71651,279,421,128,499,45,39,73,25,145,182,125,297,324,124,-182,118,159,-63,-199,-60,-209,530,519,24,371,-149,454,-103,-4,-142,26,108
71652,193,344,74,477,5,-3,46,12,132,149,122,188,332,110,-202,98,60,-64,-193,-104,-236,471,459,-15,366,-163,411,-107,-1,-134,83,236
71653,374,396,131,433,36,28,62,65,156,163,162,323,319,129,-166,178,141,-40,-170,-107,-210,473,413,-25,371,-162,439,-12,-18,-127,117,396
71654,374,435,126,404,53,33,114,18,135,172,117,439,294,99,-155,38,206,-68,-186,-129,-210,452,356,-41,330,-233,382,20,-67,-210,3,126
71655,268,483,126,467,36,55,96,78,142,171,148,306,323,107,-172,-150,109,-55,-173,-116,-260,359,361,-8,316,-269,301,-18,-23,-211,-26,0
71656,291,458,133,492,34,55,42,98,163,172,196,251,339,117,-172,-139,75,-64,-176,-99,-262,368,449,11,353,-219,373,142,29,-165,-29,29
71657,343,459,274,468,23,18,19,85,136,159,173,261,343,108,-178,-90,85,-44,-178,-103,-235,366,557,55,364,-207,427,138,61,-118,38,107
71658,342,496,330,418,25,-6,44,51,127,174,180,276,321,91,-186,61,-246,23,-189,-96,-188,297,668,40,344,-205,416,243,116,-52,106,175
71659,397,467,374,409,32,9,33,91,132,164,90,299,381,103,-207,269,-284,126,-180,-100,-224,222,859,83,371,-204,260,294,139,-5,147,179
71660,406,366,375,406,19,113,1,89,141,160,-90,210,395,106,-255,441,-44,147,-185,-115,-242,332,948,124,391,-224,267,76,99,-44,112,118
71661,353,406,328,438,42,141,5,96,150,159,-82,207,404,123,-235,456,67,190,-146,-99,-163,332,961,138,386,-210,336,-165,13,-89,96,150
71662,329,449,320,424,42,129,-9,149,164,164,65,210,411,115,-223,275,51,249,-181,-116,-215,262,619,70,338,-234,391,-192,-101,-209,10,116
71663,191,376,285,451,55,157,-27,215,163,186,115,-63,392,98,-189,19,-80,-2,-224,-136,-252,296,311,-45,316,-250,406,-80,-153,-259,10,89
71664,105,269,232,476,69,144,20,225,168,181,141,-189,375,97,-207,-138,-62,-68,-232,-154,-257,403,243,-79,283,-238,458,-101,-188,-280,-58,47
71665,92,256,233,548,49,73,55,192,192,176,134,-109,403,109,-195,-32,89,-42,-214,-132,-262,369,290,-68,303,-255,487,-58,-176,-275,-63,85
71666,208,292,172,563,54,93,-5,83,175,183,125,49,352,94,-227,-85,75,-111,-232,-135,-281,311,361,-32,308,-283,426,-44,-148,-218,10,164
71667,340,452,134,575,74,91,-45,55,184,174,159,77,377,115,-231,-299,140,-46,-193,-157,-367,305,538,30,331,-293,215,287,24,-110,100,184
71668,335,606,155,535,74,102,-31,51,156,172,170,32,371,88,-238,-344,-8,-98,-242,-190,-407,400,337,-65,307,-313,109,-56,-65,-147,55,152
71669,283,538,208,466,34,86,-48,72,151,152,153,7,388,79,-251,-247,20,-76,-263,-200,-389,333,390,-54,277,-298,160,86,-82,-232,-63,46
71670,319,501,225,461,46,108,-29,103,151,177,241,27,424,80,-222,-11,19,7,-242,-169,-329,200,403,-1,323,-243,283,165,-17,-163,51,185
71671,365,487,220,435,55,192,0,118,119,198,236,150,356,72,-229,112,-268,24,-231,-141,-233,172,342,0,348,-172,386,51,-1,-75,226,290
71672,376,455,273,426,32,173,-77,108,103,191,198,252,323,77,-224,47,-202,-10,-213,-124,-218,281,388,9,360,-134,415,-11,15,-25,312,373
71673,397,524,270,466,41,37,-33,67,106,168,191,260,325,83,-224,-65,43,-60,-222,-139,-298,347,433,1,320,-226,236,-64,-95,-245,27,253
71674,412,472,280,467,63,36,56,70,113,172,194,232,325,82,-193,-100,12,-37,-225,-142,-295,253,485,-44,298,-236,214,-31,-123,-342,-120,26
71675,409,444,251,465,69,94,73,111,129,167,205,11,361,76,-175,-65,112,-38,-233,-119,-281,203,530,-79,303,-255,261,37,-129,-418,-328,-379
71676,376,426,182,487,70,88,-28,123,131,148,143,106,409,78,-200,-82,94,2,-237,-137,-295,433,585,-61,292,-273,261,77,-53,-324,-225,-161
71677,312,395,117,506,86,45,-19,172,144,158,142,225,399,87,-224,-19,148,55,-222,-161,-333,364,616,-38,300,-292,207,179,25,-209,-60,38
71678,233,348,52,493,50,2,-6,254,159,126,136,165,399,66,-264,55,31,67,-223,-195,-363,245,682,-32,286,-342,182,380,99,-148,-17,64
71679,255,412,62,515,35,1,-57,235,165,118,126,151,391,60,-263,-6,-129,77,-223,-195,-324,282,717,-46,282,-317,213,131,38,-187,0,147
