,Fp1,Fp2,F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,T7,C3,Cz,C4,T8,TP9,CP5,CP1,CP2,CP6,TP10,P7,P3,Pz,P4,P8,PO9,O1,Oz,O2,PO10
6063,408,-385,458,408,685,671,-111,652,650,330,161,-529,534,603,-549,-190,76,-407,392,590,255,279,-1175,309,727,435,-737,-96,-373,800,-147,-908
6064,381,-395,438,395,664,667,-148,608,663,322,162,-472,534,602,-551,-178,75,-424,377,575,254,265,-1227,278,728,448,-700,-80,-390,793,-145,-895
6065,385,-412,423,384,657,668,-179,611,665,322,152,-450,523,585,-546,-131,64,-445,359,558,232,250,-1198,268,721,426,-721,-21,-364,759,-211,-994
6066,388,-416,431,381,674,668,-126,606,676,325,223,-510,509,583,-530,-147,12,-458,334,559,240,227,-1185,238,676,380,-743,-55,-378,736,-254,-1008
6067,376,-371,445,422,685,677,-126,563,693,321,149,-552,493,563,-551,-219,77,-460,327,544,240,245,-1225,210,650,350,-725,-181,-523,647,-290,-1042
6068,353,-395,388,401,666,663,-184,551,693,323,57,-641,456,557,-551,-296,71,-480,308,530,209,282,-1272,183,676,340,-735,-207,-581,595,-322,-1038
6069,317,-429,377,386,672,629,-218,535,678,293,47,-700,447,559,-556,-305,-64,-494,277,511,180,236,-1234,169,660,338,-739,-293,-595,584,-334,-1036
6070,314,-399,384,381,689,649,-188,541,704,327,76,-616,467,572,-559,-203,-45,-450,303,540,189,245,-1216,191,677,336,-798,-269,-545,630,-318,-1021
6071,344,-406,399,392,700,635,-198,552,675,276,102,-589,448,569,-619,-206,-32,-489,284,500,164,230,-1235,189,644,294,-867,-228,-513,638,-351,-1075
6072,330,-417,365,394,733,648,-206,540,674,286,131,-626,434,565,-565,-314,21,-561,262,496,200,210,-1265,174,617,310,-810,-179,-501,645,-357,-1139
6073,326,-389,367,394,730,633,-199,538,674,281,87,-578,451,553,-579,-340,-52,-534,270,511,218,178,-1240,186,628,342,-762,-166,-527,686,-309,-1101
6074,355,-363,437,400,722,649,-196,535,681,265,79,-458,433,557,-599,-330,-99,-469,282,498,208,181,-1158,208,606,306,-790,-291,-584,641,-348,-1052
6075,356,-394,432,375,693,645,-304,535,679,281,68,-479,431,556,-600,-316,26,-485,281,492,196,169,-1112,203,612,284,-773,-267,-542,631,-356,-1134
6076,367,-383,389,380,670,604,-147,564,669,273,44,-549,445,566,-656,-245,22,-493,264,487,127,173,-1160,229,625,273,-802,-163,-471,677,-305,-1079
6077,358,-379,404,412,681,620,-163,565,681,247,60,-607,430,587,-646,-291,0,-559,272,477,95,185,-1291,202,619,279,-851,-132,-468,650,-346,-1136
6078,369,-398,438,406,665,616,-202,515,691,253,62,-628,433,584,-631,-331,24,-569,290,487,128,187,-1228,210,626,277,-872,-234,-546,575,-382,-1141
6079,383,-380,440,406,676,619,-185,510,688,253,67,-612,444,575,-635,-360,22,-559,298,506,224,190,-1119,221,616,302,-825,-255,-588,539,-407,-1132
6080,366,-408,376,396,675,618,-186,561,693,272,80,-570,490,593,-589,-445,52,-481,322,553,289,182,-1113,247,635,360,-696,-239,-546,586,-374,-1119
6081,329,-404,355,382,660,601,-194,507,685,284,92,-688,451,598,-568,-381,30,-551,293,542,105,194,-1318,203,600,293,-831,-218,-557,588,-364,-1152
6082,350,-418,406,370,657,556,-227,535,685,280,61,-679,445,594,-594,-290,42,-569,266,506,70,234,-1297,169,592,275,-926,-208,-526,602,-364,-1111
6083,378,-427,400,374,663,554,-203,530,678,256,84,-633,443,595,-585,-323,-15,-596,252,510,160,229,-1183,190,606,268,-882,-142,-507,637,-391,-1118
6084,377,-442,415,367,662,568,-196,512,690,247,85,-663,443,621,-582,-266,6,-570,261,522,197,195,-1148,205,620,314,-845,-191,-506,668,-359,-1087
6085,322,-470,404,361,627,544,-253,513,674,248,67,-629,453,622,-605,-307,2,-513,291,527,212,195,-1206,193,629,341,-797,-197,-490,694,-322,-1090
6086,309,-477,356,362,618,562,-269,516,661,274,51,-611,449,643,-579,-373,-18,-527,273,551,233,179,-1217,184,634,324,-784,-171,-498,664,-313,-1149
6087,330,-455,403,373,623,588,-247,539,676,313,93,-608,452,658,-565,-326,-17,-524,276,562,238,162,-1249,190,615,333,-815,-236,-509,649,-367,-1182
6088,333,-449,434,361,620,585,-267,540,651,297,97,-572,443,645,-605,-265,-38,-545,252,536,161,145,-1302,184,585,283,-865,-233,-518,637,-389,-1183
6089,341,-457,424,359,633,609,-222,530,626,302,123,-554,423,627,-565,-237,2,-558,239,530,172,155,-1257,167,584,285,-781,-226,-552,598,-402,-1184
6090,305,-493,395,319,613,590,-233,521,629,301,71,-550,418,618,-558,-256,-120,-561,242,538,201,150,-1152,185,579,310,-717,-247,-548,633,-370,-1127
6091,276,-501,360,290,619,589,-264,499,621,300,32,-597,420,591,-554,-333,-92,-565,245,515,172,96,-1253,170,597,299,-797,-206,-530,657,-337,-1129
6092,290,-483,418,326,620,581,-285,485,641,312,31,-582,450,572,-576,-348,-24,-532,281,515,166,138,-1223,200,636,313,-847,-188,-510,675,-297,-1063
6093,334,-479,409,348,631,590,-294,507,659,262,45,-543,458,572,-645,-287,-37,-480,283,512,193,180,-1189,209,625,331,-777,-246,-548,658,-299,-1080
6094,311,-513,370,340,631,586,-251,532,643,245,50,-577,424,560,-628,-342,-23,-533,251,502,152,135,-1301,158,594,311,-797,-191,-518,674,-272,-1073
6095,291,-474,374,327,622,629,-229,519,634,284,51,-641,418,545,-622,-365,42,-552,236,501,161,133,-1249,145,591,330,-791,-172,-511,690,-270,-1069
6096,311,-451,434,359,649,642,-289,527,639,295,95,-662,433,574,-618,-327,-7,-514,249,509,183,130,-1244,182,608,341,-825,-182,-507,711,-264,-1111
6097,359,-424,485,382,651,584,-184,524,638,264,33,-645,426,567,-621,-306,18,-532,263,502,195,113,-1188,212,620,364,-806,-94,-416,774,-228,-1120
6098,371,-417,458,378,656,642,-204,523,652,281,-81,-597,420,563,-599,-258,39,-508,282,507,176,120,-1157,227,609,351,-837,-36,-363,793,-217,-1060
6099,376,-401,421,381,669,655,-199,522,652,307,-43,-595,437,573,-530,-255,46,-487,292,510,192,174,-1092,259,634,364,-749,-82,-390,794,-229,-999
6100,382,-386,458,419,672,626,-218,552,661,283,112,-572,451,575,-548,-432,74,-467,303,510,183,157,-1066,264,652,339,-735,-96,-417,750,-238,-1096
