,Fp1,Fp2,F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,T7,C3,Cz,C4,T8,TP9,CP5,CP1,CP2,CP6,TP10,P7,P3,Pz,P4,P8,PO9,O1,Oz,O2,PO10
95912,-274,74,249,65,117,383,167,584,2,91,494,316,282,12,367,774,-343,-36,97,291,215,186,693,296,197,403,660,180,334,202,93,57
95913,-249,30,227,34,121,410,59,542,-24,74,497,330,220,5,374,677,-292,-83,90,297,266,301,710,292,180,407,895,94,318,205,101,169
95914,-176,41,164,6,101,388,48,574,-58,71,552,499,191,-2,379,551,-210,-61,88,293,309,482,739,293,184,418,810,-5,365,210,129,263
95915,-86,120,145,-1,115,519,92,660,-52,88,640,688,221,3,384,654,-261,-40,102,276,277,322,518,275,175,369,527,224,327,222,129,256
95916,-64,204,257,13,121,612,148,752,-41,92,704,701,212,5,382,888,-417,-77,93,279,197,301,448,259,177,382,565,238,292,240,148,263
95917,-89,250,296,37,103,555,245,716,-44,72,574,693,208,-1,366,833,-424,-96,93,293,197,185,394,284,178,419,731,223,328,249,164,181
95918,-95,262,334,24,124,582,278,596,-36,65,547,717,211,9,343,693,-247,-67,92,267,179,360,355,289,160,399,586,229,353,242,127,307
95919,-156,273,334,10,115,612,277,564,-41,87,651,610,206,19,356,536,-412,-63,98,253,184,320,355,291,168,350,540,225,363,200,71,309
95920,-164,238,301,55,101,619,176,458,-25,110,689,510,207,6,390,766,-416,-74,107,281,280,385,483,300,180,412,674,210,392,249,136,251
95921,-138,217,309,138,118,570,85,426,-44,88,650,369,210,6,374,751,-179,-64,97,283,212,293,577,279,177,406,657,231,353,291,185,295
95922,-166,123,319,126,119,616,-91,502,-52,100,549,344,206,6,327,579,-225,-61,90,248,164,-136,538,280,170,366,611,165,307,229,166,349
95923,-223,36,231,10,118,684,-85,588,-29,90,497,501,242,8,325,778,-276,-22,109,264,165,193,429,317,163,366,589,46,284,213,155,374
95924,-228,36,183,15,113,660,-61,605,-57,73,463,595,221,-2,317,808,-254,-52,89,265,176,518,446,303,163,389,590,210,321,268,186,396
95925,-184,-6,212,43,102,572,36,505,-64,69,474,682,190,-22,290,798,-210,-78,82,241,157,443,573,274,145,370,572,279,349,236,128,275
95926,-150,30,289,99,105,514,79,517,-26,59,494,744,199,5,308,808,-183,-42,112,249,144,77,680,291,152,367,569,282,363,226,76,134
95927,-190,64,253,61,101,538,108,539,-32,65,482,693,210,0,318,747,-237,-42,95,252,151,241,639,285,151,357,574,280,357,225,89,162
95928,-140,112,282,48,84,440,188,576,1,45,501,668,240,3,335,769,-205,-34,101,274,200,498,619,293,186,380,587,261,304,201,104,196
95929,-197,135,256,-6,72,166,173,516,-16,30,437,655,216,-6,321,802,-301,-63,98,278,210,350,577,307,186,384,691,224,347,213,106,215
95930,-176,176,296,-13,88,389,207,565,-18,61,479,630,237,7,349,859,-281,-27,81,286,237,357,552,286,202,420,819,150,268,194,117,215
95931,-216,157,287,3,70,547,198,559,-31,52,485,515,222,0,361,837,-163,-73,65,269,246,373,531,248,181,408,661,172,284,213,157,318
95932,-311,86,146,95,120,547,137,527,-11,73,490,498,220,7,368,780,-252,-90,98,270,240,259,553,246,172,368,584,139,279,184,91,191
95933,-305,60,107,113,107,517,108,413,-25,64,494,490,205,10,348,846,-360,-100,64,244,229,495,556,231,165,348,613,156,270,187,94,249
95934,-306,33,73,124,89,565,66,550,-41,55,538,410,183,-3,331,745,-435,-136,35,204,192,394,509,186,131,326,624,94,217,143,72,213
95935,-236,40,115,109,101,545,67,709,-45,62,526,500,197,-6,314,596,-570,-104,36,211,190,180,476,190,103,316,608,4,179,145,101,285
95936,-203,51,176,42,101,333,94,723,-41,75,510,414,191,-1,330,663,-253,-114,50,242,207,239,543,210,117,336,686,138,225,176,84,236
95937,-286,20,147,-93,83,343,115,741,-58,75,543,346,178,-8,376,788,-165,-154,46,252,257,498,601,229,135,374,879,288,298,216,117,167
95938,-220,47,200,-206,73,548,114,721,-50,78,537,471,207,10,378,874,-253,-107,73,251,242,214,727,274,155,374,817,417,416,300,212,333
95939,-137,113,277,-136,75,621,78,523,-46,68,514,659,212,9,360,833,-195,-17,72,247,192,325,904,270,160,348,592,216,289,226,144,359
