,Fp1,Fp2,F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,T7,C3,Cz,C4,T8,TP9,CP5,CP1,CP2,CP6,TP10,P7,P3,Pz,P4,P8,PO9,O1,Oz,O2,PO10
68184,660,1061,550,352,368,741,615,333,563,103,632,381,261,153,354,467,221,93,40,98,61,340,238,12,151,202,605,-11,112,469,10,414
68185,676,1145,531,378,360,677,613,366,577,64,650,411,281,153,372,493,222,72,14,87,51,251,178,-22,140,198,516,125,103,465,2,471
68186,667,1135,502,372,378,601,639,336,583,41,628,481,270,172,344,473,224,71,25,95,23,146,185,-4,136,188,483,210,148,477,40,475
68187,670,885,602,341,361,682,562,343,567,50,550,572,256,141,301,412,194,97,34,73,-10,92,189,13,120,158,456,202,139,462,33,259
68188,713,751,654,356,350,742,540,363,571,56,558,534,251,155,286,442,170,85,31,54,-8,236,135,-26,132,157,482,101,70,440,-14,253
68189,691,810,682,346,340,778,486,352,558,58,640,447,220,137,303,360,192,45,4,43,-14,299,119,-43,111,123,428,151,66,438,-17,442
68190,673,998,652,318,340,740,435,353,561,51,599,423,219,138,333,393,323,62,-6,41,-9,297,118,-39,101,154,424,245,76,447,-12,399
68191,662,1169,641,323,370,668,450,336,569,60,586,413,246,158,349,458,327,78,22,81,34,316,154,-11,137,170,460,320,109,446,3,322
68192,667,1177,654,297,352,661,519,339,579,55,608,459,266,145,356,458,203,93,25,99,64,363,138,-17,149,191,500,169,93,460,44,380
68193,638,1116,648,321,325,603,575,349,553,36,572,462,272,163,371,410,265,117,49,100,53,384,170,15,170,212,504,56,92,483,45,420
68194,632,1008,633,316,324,654,596,314,552,42,639,293,265,167,402,383,401,109,53,115,65,361,229,29,171,219,509,153,121,513,69,435
68195,591,884,597,304,327,700,643,339,565,69,658,364,269,166,376,425,318,118,30,103,52,330,223,35,153,216,497,251,149,542,77,419
68196,543,863,538,323,315,713,688,383,563,62,585,453,282,162,350,540,342,132,30,117,81,361,200,42,155,224,555,283,185,541,94,474
68197,513,878,542,331,342,735,696,366,577,90,639,382,294,175,418,568,315,152,63,160,159,376,209,49,175,247,614,255,188,535,64,364
68198,550,994,593,314,334,608,700,357,569,77,535,410,306,177,416,317,319,138,59,169,241,322,194,61,188,302,719,185,183,542,89,109
68199,547,1029,603,340,327,556,749,355,569,50,436,395,297,170,407,389,279,108,71,183,283,371,174,46,219,361,874,101,178,584,114,174
