,Fp1,Fp2,F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,T7,C3,Cz,C4,T8,TP9,CP5,CP1,CP2,CP6,TP10,P7,P3,Pz,P4,P8,PO9,O1,Oz,O2,PO10
143634,-4,-455,434,150,72,369,-30,361,345,50,199,237,325,-131,193,48,132,16,-97,1,26,231,177,90,142,161,136,129,155,218,-115,-324
143635,27,-434,433,187,94,395,42,387,380,66,262,250,357,-100,230,13,168,78,-78,39,117,279,303,119,168,193,199,86,166,181,-115,-245
143636,3,-468,434,213,88,404,7,404,372,74,253,270,384,-85,235,-12,171,177,-66,44,177,270,447,184,185,230,266,135,246,274,-1,-102
143637,-55,-469,415,217,69,365,22,416,352,64,212,234,390,-115,200,25,202,185,-79,9,163,185,503,167,150,210,288,204,284,297,-5,-20
143638,-124,-508,419,235,73,347,17,405,362,51,200,180,360,-124,204,117,212,107,-73,6,77,277,448,165,148,189,312,230,317,328,35,110
143639,-185,-500,449,261,92,357,26,466,378,59,248,228,384,-113,228,267,220,147,-76,26,63,350,408,176,158,195,316,170,285,345,71,212
143640,-165,-476,453,203,73,326,-8,452,360,42,171,158,361,-130,181,18,221,138,-85,0,118,251,367,150,146,197,308,224,253,333,74,226
143641,-119,-476,428,230,53,300,-34,429,372,34,130,58,375,-116,166,-505,249,225,-83,-13,181,179,450,170,147,202,266,267,290,350,76,141
143642,-22,-462,335,263,88,299,-90,488,410,66,176,111,416,-88,246,-171,302,331,-54,50,351,219,534,234,178,272,301,311,323,357,71,59
143643,11,-459,303,254,95,329,-117,486,411,70,266,306,444,-75,261,324,324,368,-24,52,304,187,613,278,186,281,302,252,383,423,135,213
143644,30,-488,459,240,70,380,-13,476,401,62,279,369,403,-92,215,654,317,189,-55,4,39,180,608,202,148,214,263,275,372,400,150,327
143645,16,-624,486,241,52,382,-4,455,356,65,231,335,408,-110,192,546,330,157,-63,0,-32,216,564,186,149,185,269,481,385,397,115,316
143646,72,-547,485,217,71,372,-1,408,361,80,155,319,419,-99,222,372,396,238,-44,33,111,232,582,236,164,209,256,505,421,388,46,122
