,Fp1,Fp2,F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,T7,C3,Cz,C4,T8,TP9,CP5,CP1,CP2,CP6,TP10,P7,P3,Pz,P4,P8,PO9,O1,Oz,O2,PO10
116300,313,387,256,184,-56,556,270,286,125,311,286,21,372,-17,379,265,199,33,154,379,208,253,283,72,129,445,448,120,493,370,293,391
116301,329,400,255,174,-35,550,208,266,93,302,278,21,339,-36,370,360,152,3,112,361,210,338,237,54,107,451,526,60,451,381,357,504
116302,344,493,260,120,-36,529,241,230,82,290,258,-1,311,-51,350,413,36,-26,86,353,244,374,170,17,86,467,600,45,435,412,465,726
116303,361,551,266,140,-20,538,243,236,80,291,242,11,310,-51,341,368,22,-36,84,330,225,415,183,-13,64,432,611,86,407,337,348,628
116304,347,513,281,125,-33,503,177,267,89,272,259,52,304,-48,330,230,93,-43,55,299,183,457,217,-35,-14,336,565,110,336,133,51,215
116305,332,499,330,125,-57,475,174,258,92,257,241,36,315,-58,300,186,85,-55,53,266,156,422,224,-63,-46,296,512,100,306,95,-7,196
116306,317,513,306,144,-51,514,187,234,82,252,233,-32,304,-60,306,184,86,-55,68,272,147,394,228,-43,-46,271,465,176,337,123,59,330
116307,322,522,298,175,-30,559,211,229,99,290,287,-30,305,-58,344,258,123,-66,40,262,149,298,182,-75,-59,239,396,181,308,79,-11,338
116308,335,535,317,182,-33,599,237,223,96,300,278,-26,316,-58,383,274,135,-53,45,262,140,242,157,-99,-94,234,369,105,223,62,28,391
116309,355,502,294,149,-45,597,219,238,99,297,245,-7,328,-46,382,252,160,-39,59,256,131,306,189,-92,-94,238,368,58,204,57,76,423
116310,330,481,302,137,-26,606,92,230,109,313,312,3,320,-47,385,218,227,-29,62,258,135,317,194,-71,-77,250,388,30,190,57,68,430
116311,331,451,265,109,-41,606,-60,187,62,294,333,-4,280,-95,354,145,203,-67,18,229,96,301,193,-100,-124,200,320,78,172,12,-29,295
116312,298,425,205,85,-44,559,0,161,46,294,276,-64,257,-120,312,215,94,-77,3,197,80,331,148,-138,-136,178,311,30,140,-20,-46,279
116313,235,428,139,81,-34,544,134,167,36,271,221,-87,249,-98,283,183,67,-92,-7,189,55,282,93,-162,-155,149,305,-81,86,-70,-96,312
116314,219,467,89,92,-45,552,225,194,59,268,271,-68,277,-99,292,210,76,-89,26,191,50,176,126,-153,-137,136,278,-58,79,-111,-190,191
116315,228,446,154,113,-21,600,236,210,115,305,355,-10,305,-66,326,365,158,-52,68,238,90,147,159,-124,-103,143,238,79,127,-112,-274,-24
116316,220,464,232,121,-44,575,263,196,115,304,339,21,327,-47,346,396,131,-48,84,253,122,293,180,-117,-69,186,288,6,137,-23,-129,158
116317,303,395,287,160,-29,597,259,287,142,320,322,58,364,-31,366,317,128,-24,115,292,152,298,216,-80,-51,232,314,-2,141,8,-70,229
116318,295,422,288,156,-30,579,264,289,131,321,320,93,338,-25,352,219,175,-30,109,292,146,251,147,-117,-53,230,294,3,123,1,-52,225
116319,321,523,298,155,-44,567,282,274,129,296,269,79,344,-46,336,158,169,-45,91,292,104,257,142,-135,-72,204,263,-7,87,-27,-114,195
116320,335,516,294,156,-40,538,244,302,128,278,213,71,340,-32,299,141,121,-57,84,288,97,300,144,-135,-59,199,245,-46,70,-28,-136,176
116321,314,432,297,136,-62,502,187,285,122,263,220,34,325,-56,308,162,56,-80,57,250,84,307,107,-162,-74,187,254,-106,59,-45,-84,164
116322,327,422,321,151,-43,516,233,299,129,285,210,-13,329,-63,316,218,61,-73,71,268,86,244,111,-124,-59,177,226,-37,90,-39,-132,103
116323,321,440,327,142,-29,495,207,278,119,254,160,-11,324,-71,317,147,69,-86,67,260,47,157,124,-114,-64,174,212,0,117,-35,-157,40
116324,282,431,310,161,-34,517,162,260,117,239,241,-12,336,-68,302,190,76,-74,76,264,48,112,127,-100,-41,199,233,0,148,10,-87,116
116325,211,346,263,170,-54,562,139,257,123,282,290,24,360,-65,337,208,70,-61,106,284,103,126,144,-88,-15,243,272,45,189,74,-46,157
116326,130,315,265,199,-59,561,88,280,143,302,278,68,369,-53,363,213,104,-18,114,307,144,252,170,-60,8,268,284,75,226,89,-16,129
116327,132,319,244,195,-60,601,34,329,132,293,293,68,369,-38,365,176,108,-3,113,302,125,220,172,-58,-7,245,245,54,206,54,-39,116
116328,264,393,221,198,-44,586,-28,346,159,299,231,71,382,-33,363,208,94,-21,140,292,101,331,177,-29,4,236,231,30,210,101,-3,177
116329,306,415,222,191,-34,595,-6,318,141,304,220,77,377,-42,363,270,88,-19,129,288,115,287,178,-11,2,257,257,3,205,117,49,240
116330,309,417,251,201,-44,619,58,333,151,313,245,64,390,-29,372,262,110,-6,127,285,118,228,191,-5,17,266,285,24,255,140,66,274
116331,264,394,281,196,-34,605,113,327,141,288,338,102,368,-68,355,216,133,-12,99,256,79,167,217,-14,-3,237,275,102,248,135,28,216
116332,288,441,305,173,-19,581,214,310,126,274,286,49,345,-67,353,260,117,-7,89,257,89,213,244,-10,17,225,310,205,289,161,27,164
116333,297,570,250,153,-29,515,276,304,113,245,192,-21,330,-71,318,236,61,-32,80,243,74,206,213,-22,-13,229,328,151,288,197,94,298
116334,302,537,245,155,-39,519,320,285,107,235,174,-26,346,-68,303,223,52,-49,90,256,84,204,154,-44,-4,264,373,35,263,235,246,501
116335,324,486,274,134,-54,511,332,244,117,249,192,-23,345,-52,302,153,27,-64,97,239,57,249,170,-36,2,246,351,54,274,183,150,412
116336,350,592,330,133,-34,512,358,205,110,256,206,-1,334,-67,284,144,45,-63,78,190,-3,210,147,-89,-47,162,223,-83,161,-27,-195,49
116337,332,616,311,141,-39,556,323,269,115,261,234,-22,356,-57,297,197,59,-28,90,226,32,192,190,-48,-23,190,271,-5,230,97,-57,97
116338,306,570,294,148,-26,562,277,272,155,283,283,2,368,-53,311,204,61,-22,104,230,51,290,213,-23,-5,225,309,61,263,127,-6,202
116339,330,466,298,161,-38,580,233,252,137,261,284,0,338,-52,302,209,26,-56,85,239,50,335,150,-62,-18,239,341,-18,233,93,-3,225
116340,282,456,301,183,-25,567,146,286,143,268,293,-11,347,-57,300,173,-6,-88,84,228,23,284,113,-72,-35,212,357,-30,222,77,39,229
116341,252,422,257,148,-52,560,89,296,129,257,264,-28,339,-66,255,141,46,-92,83,213,4,238,144,-73,-45,201,342,57,238,114,89,191
116342,201,332,217,123,-61,533,86,217,106,253,211,-98,301,-76,273,137,1,-109,65,206,22,228,121,-80,-45,211,318,44,243,157,129,290
