,Fp1,Fp2,F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,T7,C3,Cz,C4,T8,TP9,CP5,CP1,CP2,CP6,TP10,P7,P3,Pz,P4,P8,PO9,O1,Oz,O2,PO10
44344,420,889,515,146,609,798,481,375,298,220,498,102,290,30,181,460,638,248,216,319,193,784,330,203,220,609,667,306,574,252,498,399
44345,436,916,533,167,635,818,476,379,300,220,527,101,305,34,220,502,669,282,224,332,237,826,366,222,248,641,724,200,562,275,555,421
44346,462,951,542,175,651,843,500,402,308,245,532,122,334,26,235,479,726,303,230,339,265,866,430,250,262,673,778,284,608,313,619,476
44347,463,967,571,188,637,853,515,417,309,250,528,142,341,70,223,308,759,296,257,346,279,889,443,272,285,678,773,387,654,340,617,498
44348,427,928,523,144,620,813,514,415,288,230,512,125,324,49,214,372,695,310,253,339,265,871,422,274,302,663,776,406,619,321,564,458
44349,389,924,370,117,596,817,514,455,284,235,518,138,349,68,231,540,718,306,258,351,280,872,401,289,319,698,806,443,672,364,620,543
44350,362,937,419,145,590,853,553,359,270,276,533,133,335,88,242,544,730,318,266,384,320,842,475,303,326,716,831,427,709,382,671,563
44351,338,907,494,101,581,831,526,319,248,270,522,162,299,82,242,479,778,298,247,384,293,837,482,309,319,718,836,454,718,407,654,530
44352,338,894,558,66,565,833,501,309,255,279,534,194,327,87,274,468,862,339,275,415,312,853,568,354,368,749,865,533,799,510,725,596
44353,291,888,412,86,559,840,507,318,269,273,545,201,337,79,257,602,794,368,280,415,335,887,586,368,365,759,899,572,809,512,752,588
44354,348,921,459,110,585,860,530,346,268,279,548,224,337,66,269,533,741,372,267,407,314,860,555,321,326,731,799,495,703,409,665,594
44355,360,953,502,121,600,862,533,365,268,263,533,212,345,41,260,496,722,375,255,380,315,875,557,298,281,718,813,472,676,363,599,539
44356,330,912,485,118,605,851,510,329,253,258,525,159,320,37,237,516,720,344,246,364,278,879,532,282,264,684,781,459,679,371,585,503
44357,312,902,461,118,605,837,492,326,267,264,534,71,296,36,244,498,616,278,229,346,259,838,463,262,259,666,737,328,616,325,580,497
44358,277,870,387,99,600,830,477,313,239,258,523,46,284,70,297,506,634,249,215,343,259,835,403,239,247,665,730,332,645,345,583,513
44359,277,893,379,100,617,834,523,304,272,276,498,93,306,95,308,554,621,298,242,381,293,855,456,244,264,688,758,325,634,333,536,462
44360,290,910,428,114,607,812,483,346,292,250,533,151,327,93,262,640,666,354,227,373,307,894,572,292,273,695,808,328,646,335,557,459
44361,267,884,434,108,602,805,495,315,281,227,556,105,304,82,187,631,660,268,193,326,248,926,492,266,265,668,811,367,648,365,599,542
44362,271,844,442,104,593,805,482,276,267,219,512,85,311,68,214,504,539,285,185,318,243,874,464,251,248,650,796,302,614,328,573,473
44363,266,848,405,105,597,799,428,259,277,218,570,120,299,51,217,525,567,308,180,330,249,815,382,238,238,653,758,301,594,330,595,454
44364,278,824,406,94,613,777,429,301,283,211,542,90,281,56,167,530,526,262,159,283,212,793,388,219,211,645,755,251,572,302,568,454
44365,307,820,409,110,634,782,466,331,282,195,446,44,295,21,155,490,516,220,168,277,213,766,351,226,216,603,755,269,579,282,558,448
44366,295,839,389,118,642,797,452,360,292,203,473,72,283,20,156,453,564,232,153,276,180,708,365,216,208,588,671,247,568,263,546,463
44367,316,846,372,123,646,794,424,390,301,217,441,59,270,14,144,463,545,235,138,243,177,698,330,189,167,589,660,235,528,220,510,399
44368,304,850,379,121,645,810,446,304,287,213,444,2,245,12,145,420,549,160,123,243,180,707,337,172,160,584,713,303,561,240,542,381
44369,306,852,451,127,640,828,477,208,274,228,481,28,251,56,163,435,551,213,120,278,207,747,381,193,183,607,728,323,656,337,616,475
44370,304,855,408,137,616,800,415,337,286,227,445,37,267,48,158,315,542,239,116,264,213,745,352,180,206,605,714,271,591,303,617,483
44371,328,872,420,122,618,795,408,405,249,211,441,31,253,40,162,249,478,224,134,270,164,712,340,153,174,584,675,274,554,201,510,319
44372,305,854,401,117,625,798,435,366,232,205,467,35,260,26,146,365,435,202,116,252,160,707,291,144,140,549,670,216,506,137,428,319
44373,303,868,397,124,619,811,439,336,255,218,467,36,253,33,167,395,448,185,114,244,209,736,228,118,134,551,702,161,455,117,443,301
44374,325,886,445,128,628,837,463,289,249,238,504,101,210,23,190,444,549,208,113,261,226,805,304,135,149,609,758,201,490,176,487,380
44375,332,880,459,165,628,794,410,350,277,211,456,130,261,19,176,373,542,252,129,259,223,800,352,147,160,593,759,166,473,195,461,419
44376,339,837,501,162,609,786,406,421,267,183,435,171,308,-1,122,399,545,293,151,264,201,723,399,181,161,567,703,225,537,230,479,284
44377,357,835,556,145,613,789,418,416,276,197,453,182,326,15,128,426,596,305,195,266,198,708,398,233,186,595,631,368,640,347,592,426
44378,352,872,521,169,608,781,490,415,281,214,496,166,323,38,178,449,601,319,217,292,253,742,396,229,209,629,762,333,616,383,612,487
44379,336,864,500,178,589,756,428,424,288,222,482,168,344,49,172,526,603,333,239,308,254,819,411,248,234,628,784,274,586,311,587,512
44380,332,851,543,185,597,743,445,452,292,226,490,144,366,69,177,528,604,320,240,302,228,814,405,232,244,607,738,333,559,245,483,423
44381,346,852,564,167,607,761,464,392,270,223,448,129,359,90,202,506,588,330,224,313,207,832,446,257,256,605,692,287,607,317,559,459
44382,314,799,535,160,579,742,386,412,278,197,396,156,347,92,200,443,579,327,240,300,173,810,462,265,265,625,720,374,705,416,665,531
44383,320,793,540,175,594,729,415,418,292,197,421,180,362,91,126,421,590,329,264,305,193,774,506,278,281,638,726,496,772,452,636,455
44384,318,799,545,171,594,740,438,383,285,188,425,171,331,82,69,438,544,308,244,287,166,725,485,261,260,603,681,445,758,386,548,360
44385,300,802,529,175,608,743,411,389,285,179,404,118,322,103,92,480,509,289,219,258,140,691,402,220,247,570,662,373,681,308,451,290
44386,298,789,510,162,601,725,392,363,283,206,407,148,324,95,79,557,575,286,236,253,114,741,414,220,252,556,663,321,617,277,457,347
44387,332,818,499,171,610,746,341,337,270,214,389,159,306,54,108,488,573,226,198,261,125,755,381,169,208,545,673,195,478,211,401,349
44388,307,816,442,147,615,747,376,357,287,212,434,43,277,42,133,389,471,198,181,250,128,723,288,118,163,515,635,80,365,130,352,336
44389,286,801,468,134,631,742,393,344,287,209,428,-8,271,60,127,422,457,177,185,244,160,754,193,97,166,523,677,75,358,155,406,390
44390,291,792,500,177,638,731,384,364,286,205,429,8,271,63,112,434,516,161,182,240,151,779,207,90,153,524,673,113,374,136,404,397
44391,276,795,512,208,629,731,389,413,310,207,426,75,301,50,115,381,543,215,200,249,165,762,298,142,144,546,678,206,474,154,417,382
44392,302,805,517,187,630,729,357,418,324,186,409,112,313,20,146,247,595,256,195,235,163,771,393,166,158,542,681,276,543,228,473,399
44393,313,823,486,184,648,748,379,435,317,184,419,117,309,8,148,256,569,255,158,215,147,733,447,146,137,497,641,195,451,169,406,336
44394,352,814,493,227,650,732,368,422,300,176,431,75,282,-5,96,421,538,202,114,181,129,726,266,89,99,477,642,150,421,141,386,323
44395,359,829,485,218,665,767,406,409,301,191,446,28,245,-22,107,349,531,147,89,176,124,767,217,57,67,463,652,143,401,136,393,367
44396,355,838,498,246,669,768,396,423,292,197,450,32,231,-32,133,479,514,144,83,202,171,750,286,65,56,481,676,170,449,152,400,368
44397,374,851,573,285,670,795,419,487,302,179,420,92,282,-11,76,519,482,212,103,174,105,771,286,104,85,466,665,193,492,202,402,364
44398,391,868,576,264,680,818,452,409,308,208,469,119,299,-2,122,426,576,255,125,186,131,785,349,122,119,501,668,227,513,203,437,407
44399,412,867,573,294,669,824,453,394,322,220,492,111,298,-22,131,342,543,243,127,197,172,756,331,131,120,525,683,247,503,214,498,454
